篇名	作者	页数	关键词	摘要	filename
浙江省高校图书馆阅读推广活动获得众多荣誉		3	 	"<正>浙江师范大学图书馆获评""全民阅读示范基地""2017年10月10日,中国图书馆学会公布了2016年全民阅读表彰名单,浙江师范大学图书馆获评""全民阅读示范基地""称号,是浙江省唯一一家获此殊荣的高校图书馆。2017年度共有24家单位获评该称号,其中高校图书馆仅5家。中国图书馆学会""全民阅读示范基地""奖项设立于2007年,每年评选一次,是全国 "	ZJTQ201702004
未来图书馆的建筑及其他	姚杰:32562164	3	建筑; 供暖; 绿化; 文献建设; 信息检索;	"据有关科学家预测,15年后地球将迎来小冰河期。文章从新建图书馆的馆舍设计、图书馆供暖与空气调节、图书馆的周围绿化、书刊收藏和借阅、图书馆信息检索五个方面探讨了图书馆应对小冰河期的问题。 "	ZJTQ201702005
浙江省高校图书馆阅读推广活动经验交流		1	 	"<正>编者按阅读推广是社会阅读的需要,是图书馆的使命所在,是图书馆生存发展的需要。党和国家把全民阅读作为建设学习型社会的一项重要举措,作为高校图书馆办馆的法规性文件《普通高等学校图书馆规程》中明确提出大学图书馆要开展阅读推广工作,越来越多的高校图书馆开展了多种形式的阅读推广工作,并将阅读推广活动与校园文化建设相结合。 "	ZJTQ201702006
浙江工业大学图书馆阅读推广活动概述		4	 	"<正>浙江工业大学图书馆一直致力于阅读推广活动,以读书节为契机,不断增加新的元素,不断变革阅读推广的手段与方式,进行活动的创新探索。在2016-2017年,浙江工业大学图书馆推出了读书节、主题周、峰雅论坛、智谷沙龙、优质服务月等系列阅读推广活动。 "	ZJTQ201702007
浙江工商大学图书馆阅读推广活动概述		4	 	"<正>浙江工商大学图书馆一直坚持开展阅读推广工作,特别是在每年的世界读书日期间举办多项活动,旨在引导广大同学好读书、读好书、善读书,促进校风、学风以及文明校园的建设。迄今为止,该校已举办了十届读书节活动,打造了一系列校园文化阅读品牌,在校内外引起了较大的反响。本文对浙江工商大学图书馆的阅读推 "	ZJTQ201702008
“环太平洋数字图书馆联盟(PRDLA)2017年年会”在浙江大学举行		1	 	"<正>2017年10月17-20日,由浙江大学图书馆承办的""环太平洋数字图书馆联盟(PRDLA)2017年年会""在浙江大学紫金港校区举行。来自美国、韩国、日本、中国(包括港、澳、台地区)的联盟成员馆的40多位图书馆馆长参加了会议。围绕本次年会主题""Challenges and Opportunities:PRRLA Libraries as Strategic Assets for Research""(挑战与机遇:可作为研究 "	ZJTQ201702009
“中华文明高校行”系列活动拉开帷幕		1	 	"<正>2017年11月10日,由浙江省高等学校图书情报工作委员会、国家文化遗产保护科技区域创新联盟(浙江省)、绍兴市文化旅游集团有限公司共同主办,浙江大学图书馆、兰亭书法博物馆承办的""中华文明高校行——《兰亭的故事》走进浙江大学""活动在浙江大学紫金港校区图书馆拉开帷幕。开幕式由浙江省高校图工委秘书长田 "	ZJTQ201702016
浙江省高校图书情报工作委员会2017年主要工作记事		5	 	"<正>3月9日省高校图工委学术委员会2017年第一次会议在浙大图书馆召开。会议讨论修改了""关于开展浙江省高校图书馆2015—2016年优秀成果评选的通知""以及2015-2016年优秀成果评审的标准与评审办法,同时讨论了教育厅科研立项、图工委科研立项及其经费来源问题。3月2-3日全省图书馆学(协)会秘书 "	ZJTQ201702017
新一代图书馆生态服务应用研讨会在杭州电子科技大学图书馆召开		1	 	"<正>6月2日,杭州电子科技大学图书馆联合上海万方数据有限公司举办""新一代图书馆生态服务应用""研讨会,来自省内高校图书馆和公共图书馆的馆长和代表共60余人出席了研讨会。研讨会由杭州电子科技大学图书馆副馆长陈勤主持,图书馆馆长陈琳做大会致辞。在互联网技术、科学技术迅猛发展的今天,智慧图书馆、LIB3.0等概念应运而生, "	ZJTQ201702018
浙江海洋大学图书馆成功举办2017年CALIS全国农学文献信息中心年会		1	 	"<正>2017年9月25—28日,由中国高等教育文献保障体系(CALIS)全国农学文献信息中心主办,浙江海洋大学图书馆承办的""2017年CALIS全国农学文献信息中心业务交流暨学术报告会""在浙江海洋大学杨詠曼图书馆隆重举行。来自海外及全国各地近160位图书馆界专家、学者参加了会议。国务院参事、CALIS全国农学文献信息 "	ZJTQ201702019
浙江省高校图书馆第六届青年学术论坛在浙江商业职业技术学院举行		1	 	"<正>2017年10月13日,由浙江省高校图书情报工作委员会主办,浙江商业职业技术学院承办,北京万方数据股份有限公司协办的""浙江省高校图书馆第六届青年学术论坛""在浙江商业职业技术学院顺利举行。来自省高校图工委的领导和学术委员会专家、全省各高校图书馆馆长和青年馆员代表130余人参加了本届论坛。 "	ZJTQ201702020
2017年浙江省高职高专院校图书馆馆长工作会议在嘉兴顺利举行		1	 	"<正>2017年10月26-27日,由浙江省高校图书情报工作委员会高职高专院校图书馆分委会主办,嘉兴职业技术学院图书馆承办的""2017年浙江省高职高专院校图书馆馆长工作会议""在嘉兴举行,来自全省50所院校的图书馆馆长、同仁及分委会委员参加了会议。 "	ZJTQ201702021
浙江省高校图书情报工作委员会承办中国索引学会第五次全国会员代表大会暨学术研讨会		1	 	"<正>2017年11月9-10日,中国索引学会第五次全国会员大会暨学术研讨会在浙江绍兴顺利召开。此次会议由中国索引学会、复旦大学图书馆主办,浙江省高校图书情报工作委员会、浙江大学图书馆与绍兴图书馆联合承办。来自全国各地区和单位的133位会员代表以及日本索引学者参加了会议。省高校图工委副主任兼秘书长田稷,图工委副主任、浙江工业大学图书馆馆长陈红,图工 "	ZJTQ201702022
2017浙江省·江苏省数字图书馆发展论坛在湖州师范学院顺利举办		1	 	"<正>11月9-10日,""2017浙江省·江苏省数字图书馆发展论坛""在湖州师范学院东校区大会堂顺利举办,来自江浙两省高校图书馆及公共图书馆的两百多位代表齐聚一堂,共同探讨智慧图书馆的应用与展望。此次活动由浙江省图书馆学会新技术应用分委会、浙江省图书馆学会数字图书馆建设与研究分委会、浙江省高校图工委网络数字化专业委员会、江苏省高校图书情报工作委员会现 "	ZJTQ201702023
“现代图书馆空间改造和服务创新”研讨会在温州大学图书馆召开		1	 	"<正>为了进一步推动高校图书馆事业发展,交流与推广各馆的好做法、新经验,激发与提升图书馆服务的创新意识和能力,2017年11月17日下午,由温州大学图书馆举办的""现代图书馆空间改造和服务创新""研讨会在图书馆报告厅召开。会议由温州大学图书馆馆长李益明主持,温州及周边地区各高校图书馆馆长和相关人员参加会议。 "	ZJTQ201702024
浙江高校图书馆阅读推广活动集粹		3	 	"为激发高校学生读者的阅读热情,浙江省各高校图书馆举办了形式多样的阅读推广活动,极大地丰富了校园文化活动,培养并展示大学生的综合素质,充实校园的文化底蕴,同时也营造了浓厚读书学习氛围,更好地倡导大学生独立思考问题。阅读推广活动的开展,有利于引导大学生树立远大理想,树立社会主义荣辱观,形成为中华民族的伟大复兴贡献青春的坚强信念,从而实现自己的人生价值,创造人生的辉煌;开展阅读推广活动,有利于推动大学生文化素养教育工作的开展,提高学校的文化品位和文化格调,形成浓郁的人文与科学氛围,对大学生产生潜移默化的积极影响;开展阅读推广活动,有利于大学生充分利用图书馆,广泛吸收人类优秀文化,在读书活动中加强社会实践和科学实践,使大学生在知识、能力和素养方面得到协调发展,同学们在阅读中感悟人生,陶冶情操。一个有花香的地方会令人流连忘返,一个飘着书香的校园必定和乐而文明。书香经典,让经典图书世代留香,让浓郁的书香充盈着校园的每一个角落,让师生共同读书成为一道永恒而亮丽的风景线。 "	ZJTQ201702010
浙江省高校图书馆党建活动集锦		4	 	"随着""两学一做""以及学习""十九大报告""活动在全国高校图书馆的开展,浙江省内各高校图书馆也不甘人后,纷纷举行了形式多样的主题活动,将""两学一做""和学习""十九大报告""的活动不断推向深入。《浙江高校图书情报工作》编辑部通过各高校图书馆的网站、官方微博或微信公众号,收集整理了部分高校图书馆的党建活动信息,内容涉及""两学一做""、党风廉政建设、党建主题阅读推广、十九大报告学习等方面。 "	ZJTQ201702011
浙江省高校图书馆服务内容创新与馆员素质提升的实践		5	 	"服务是图书馆工作的核心宗旨,创新是图书馆发展的时代灵魂,因此,服务创新是图书馆、尤其是高校图书馆的重要工作内涵。近年来,浙江省高校深入推进图书馆读者服务创新,积极开展形式多样的特色服务,开辟读者服务的新模式。同时,服务创新离不开高素质的馆员队伍,浙江省财经大学图书馆和宁波职业技术学院图书馆在提升馆员素质方面的多项举措也值得兄弟院校学习和借鉴。 "	ZJTQ201702012
浙江省高校图书馆文化建设汇编		5	 	"高校图书馆是校园文化建设的重要阵地,文化艺术熏陶和信息素养培养是高校图书馆履行教育职能的重要途径之一。高校图书馆举办展览和讲座,是图书馆读者服务工作的延伸,拓宽了服务领域、强化了服务功能、提升了服务水平。浙江省高校图书馆举办了内容丰富多彩的展览和讲座,这些展览不仅向师生展示了艺术品本身的价值,同时也向师生传播了真善美的真谛;这些讲座让读者在更广的范围和更深的层次上获得所需要的知识信息。期待高校图书馆为读者呈现更多的讲座和展览,在丰富校园文化内涵、提升校园文化品位和教学育人等发面发挥更大的作用。 "	ZJTQ201702013
浙江省高校图书馆2015-2016先进集体 杭州电子科技大学图书馆		4	 	"<正>杭州电子科技大学图书馆以科学发展观为指导,本着以人为本的理念,不断深化读者服务,围绕拓展图书馆文献数字资源建设的功能,为教学科研和学校职能部门提供决策参考和信息服务。2016年图书馆在学校15个""服务管理型部门""的考核中获得了第四名的好成绩,年终绩效考核系数上浮15%。一、配合学校重点高校建设工作,跟踪ESI学科排名,为学校提供决策参考 "	ZJTQ201702014
浙江省高校图书馆2015-2016先进集体 杭州师范大学图书馆		4	 	"<正>2015-2016年度,图书馆以邓小平理论、""三个代表""重要思想、科学发展观为指导,深入学习习近平总书记系列重要讲话精神和党的十八届四中、五中和六中全会精神,进一步贯彻落实《普通高等学校图书馆规程》(教高[2015]14号)和《普通高等学校图书馆评估指标》,认真落实《杭州师范大学""十三五""事业发展规划》,紧紧围绕学校中心工 "	ZJTQ201702015
《浙江高校图书情报工作》2017年总目录		1	 	 	ZJTQ201702025
图书馆四类智能化机器人技术及应用探讨	于新国:08916681	5	图书馆; 自动化; 智能化机器人;	"图书馆智能化机器人技术是符合图书馆智能化4.0时代的现代图书馆新技术,代表着图书馆未来的发展方向。文章对图书馆智能化咨询问答机器人技术及应用,图书馆智能化机器人导航技术及应用,图书馆智能化机器人识别定位技术及应用,图书馆智能化机器人自动拾取技术及应用等多方面,从技术和应用角度进行了研究,为全面认识和了解图书馆智能化机器人技术及应用提供借鉴和参考。 "	ZJTQ201702001
国内外高校图书馆学科服务研究现状述评	禇叶祺:36112722|蒋一平:22648835	4	学科服务; 国内外高校图书馆; 综述;	"知识爆炸的今天,为满足科研工作者对资源的需求,高校图书馆须转变信息服务的范式,形成学科服务新机制。为了更好地梳理学科服务的发展脉络,文章将对国内外高校图书馆学科服务的研究状况进行梳理。 "	ZJTQ201701002
浙江省高校图书情报工作委员会八届四次常务委员会会议纪要		1	 	"<正>2017年3月31日,浙江省高校图书情报工作委员会八届四次常务委员会会议在杭州召开。省教育厅高教处领导、省高校图工委常务委员、秘书处等20人参加了会议。本次会议主要内容:1.会议听取并审议了省高校图工委副主任兼秘书长田稷关于省高校图工委2016年工作总结、2017年工作思路以及2016年财务情况汇报。 "	ZJTQ201701003
温州科技职业学院图书馆图书馆“会昌学堂”案例荣获2017中国高职图书馆发展论坛三等奖		1	 	"<正>6月21日至24日,中国高职图书馆发展论坛(2017)在山西省太原市召开。本次论坛由中国图书馆学会高职院校图书馆分会主办,山西职业技术学院承办。来自全国400多家单位的500余名代表参加了本次论坛。论坛以""高职图书馆与现代职业教育""为主题,设置了政产学研对话、分论坛和优秀案例展,共收到案例91个、论文128篇。温科院图书馆申报的案例《会昌湖畔温科院,科技人文齐吐芳——温科院学生综合素 "	ZJTQ201701007
金华职业技术学院图书馆报送的案例喜获中国图书馆学会高职院校分会一等奖		1	 	"<正>6月21-24日,中国高职图书馆发展论坛在山西太原举行。中国图书馆学会高职院校分会主席张兆忠在开幕式上,当着20多位高职院校的校级领导和近400多位高职馆长的面,点名感谢金职院分管图书馆工作的杨艳副校长对图书馆事业的关心和支持。金职院郑丽仙、胡朝德等提交的案例 "	ZJTQ201701013
浙江省高校图书情报工作委员会2016年工作总结		4	 	"<正>2016年,浙江省高校图书情报工作委员会(以下简称""图工委"")在浙江省教育厅的悉心指导和关怀下,在全省高校各成员图书馆的密切配合下,依托全体常委、分委会和各专业委员会,结合我省高校图书情报事业发展现状与未来发展趋势,积极发挥组织、协调、指导和服务功能,承前启后,开展了形式多样的理论研究、学术交流、业务培训、刊物出版,较好地完成了本年度各项工作任务。总结如下:一、组织召开多层次的工作会议 "	ZJTQ201701014
香港理工大学图书馆馆长黄朝荣在温州大学作主题讲座		1	 	"<正>5月18日下午,应温州大学图书馆的邀请,香港理工大学图书馆馆长黄朝荣在图书馆报告厅作题为《现代图书馆发展理念及服务创新》的专题讲座。黄朝荣主要围绕""研究支援""、""信息素养""、""空间改造""、""馆际合作""等四个方面内容展开。她提出现代图书馆的发展理念是""数字图书馆"",通过大量文字、图片和视频详细介绍了香港理工大学图书馆的服务创新举措,包括资源流通、信息素养、阅读推广 "	ZJTQ201701015
浙江省高校图书情报工作委员会2017年工作计划		1	 	<正>一、重点工作1.组织召开省高校图书馆常务委员会会议。2.组织召开2017年全省高校图书馆馆长工作会议。3.高职高专分委会牵头组织召开全省高职高专院校图书馆馆长工作会议。4.组织开展2015-2016年度浙江高校图书馆先进集体、优秀馆长和先进工作者的评选工作。5.学术委员会牵头做好浙江省高校图书馆2015—2016年度优秀成果的评选工作。6.指导和督促全省高校图书馆做好2016年度数据统计的填报和全省数据的汇 	ZJTQ201701016
关于公布浙江省高校图书馆2015—2016年度先进集体、优秀馆长及先进个人的通知		3	 	"<正>浙高图秘字(2017)6号全省各高等学校图书馆:根据《关于评选浙江省高校图书馆2015—2016年度先进集体和先进个人的通知》(浙高图秘字(2017)1号)的要求,经各高校图书馆推荐或自荐,浙江省高校图工委八届四次常委会评议,共评选出23个先进集体、22名优秀馆长、90名先进个人。现予以 "	ZJTQ201701017
关于公布浙江省高校图书馆2015-2016年度优秀成果获奖名单的通知		4	 	"<正>浙高图秘字(2017)7号全省高校图书馆:浙江省高校图书馆2015—2016年度优秀成果在各高校图书馆申报的基础上,经学术委员会会议评审,我委核准同意,共有53项成果荣获2015—2016年度优秀成果奖。其中,一等奖7项,二等奖16项,三等奖30项。 "	ZJTQ201701018
“中国高职图书馆发展论坛(2017)”评审结果——浙江		2	 	 	ZJTQ201701019
浙江省高校图书馆学科情报分析高级研讨班在浙江师范大学举行		1	 	"<正>2017年6月22-23日,""浙江省高校图书馆学科情报分析高级研讨班""在浙江师范大学顺利举办。研讨班由浙江省高校图书情报工作委员会信息咨询与用户教育专业委员会、ZADL服务组主办,浙江师范大学图书馆承办,科睿唯安信息服务有限公司协办。省高校图工委专家、信息咨询与用户教育专业委员会成员、省内部分高校图书馆馆长、咨询 "	ZJTQ201701020
2017年浙江省高校图书馆馆长工作会议在绍兴召开		2	 	"<正>2017年5月11-12日,浙江省高校图书馆馆长工作会议在浙江越秀外国语学院图书馆隆重举行。会议由浙江省高等学校图书情报工作委员会主办,浙江越秀外国语学院图书馆承办。全省近100所高校图书馆的馆长、图工委各专业委员会主任及秘书处成员等共150余人参加了会议。会议分别由浙江越秀外国语学院图书馆馆长李敬平、温州 "	ZJTQ201701021
温医大举办一流学科建设与ESI学科评价专题报告会		1	 	"<正>为把握学校学科发展整体态势,提高学校科研影响力,推进更多学科跻身ESI全球一流学科行列,日前,温医大图书馆特邀浙江工业大学万跃华教授作题为""一流学科建设与ESI学科评价""的报告。温医大图书馆、研究生院等部门领导和学科建设相关负责人参加报告会。 "	ZJTQ201701022
浅议高校图书馆流通业务外包的可行性	吴文捷:10592198	4	图书馆流通业务外包; 质量监控; 可行性研究;	"通过对当前高校图书馆流通业务的现状分析,阐述高校图书馆流通业务外包的可行性,并对如何克服外包带来的问题进行思考,以使流通书库业务外包工作在图书馆今后发展过程中达到最佳效果。 "	ZJTQ201701004
清末民初新闻漫画的发展与传播——记国家典籍博物馆新闻漫画展	段洁滨:22736169	5	报刊; 新闻漫画; 早期漫画; 近现代;	"中国近代报刊创办于清末民初,它的发展与当时的社会政治运动紧密相连,具有讽刺和幽默气质的新闻漫画也随着报刊的出现而出现,这些新闻漫画折射出那个时代深刻的思想蕴含,是近代中国知识分子对民众的启蒙,也是对封建社会和帝国主义无声的批判。 "	ZJTQ201701005
"立足传统,创新思维,全方位打造“互联网+”环境下的阅读推广平台——浙江师范大学图书馆阅读推广工作概览"		7	 	"<正>近年来,浙江师范大学图书馆积极响应国家""全民阅读""的号召,全面规划,精心组织,以培养学生阅读素养,增强人文底蕴为目标,以""浙江师范大学读书节""和""浙师图文""微信为主要平台,将新媒体、新技术与传统阅读方式有机结合,打造阅读文化品牌,建立阅读推广长效机制,重视阅读推广人团队建设,积极开展多种主题鲜明、创意新颖、内容丰富、形式多样、深受读者欢迎的阅读推广活动,在丰富校园文化生活、营造校园阅读氛 "	ZJTQ201701006
探索多元化多模式阅读推广		4	 	"阅读推广工作是图书馆读者服务工作的重要载体之一。联合国教科文组织在1995年确立了""世界阅读日""(世界图书与版权日);党的十八大报告明确提出""开展全民阅读活动"";习近平总书记多次强调""爱读书,读好书,善读书"";图书馆界更是如火如荼地开展着阅读推广活动,2013年图书馆年会主题就是""阅读引领未来"",体现了业界的高度认同。至今,图书馆界的阅读推广已经形成主题形式多元化、内容多元化、宣传手段多元化、组织形式多元化的特色;推广模式也有数据挖掘式、游戏式、新媒体式、真人阅读式等等。 "	ZJTQ201701008
浙江省高校图书馆读书节活动集粹		9	 	"2017年4月21日,是第22个世界读书日。为迎接世界读书日的到来,浙江省各高校图书馆开展了主题鲜明、内容丰富、形式多样的阅读推广活动。通过这些活动既缅怀了为人类文明作出巨大贡献的文学、文化、科学思想大师们,同时也为了更好地指导大学生多读书、读好书、好读书,营造良好的校园读书氛围,享受阅读带来的乐趣。《浙江高校图书情报工作》编辑部通过各高校图书馆的网站、官方微博或微信公众号,收集整理了2017年部分浙江省高校图书馆举办的读书节系列活动情况,并以汇编的方式呈现,以期分享经验、学习交流,促进我省高校图书馆阅读推广服务和校园文化建设进一步发展。 "	ZJTQ201701009
浙江省高校图书馆各种展览精彩纷呈		5	 	"为了满足不同读者的需要,也为了使图书馆收藏整理的资料让更多读者看到,浙江省各高校图书馆集思广益、创新开展了各种形式的主题展览。高校图书馆通过展览,以实物和文字等形式向读者展示,这不仅能满足读者日益增长的文化知识的需求,还能提高读者的思想认识,抵制社会负面影响,弘扬爱国主义精神和民族自豪感。 "	ZJTQ201701010
浙江省高校图书馆2015-2016先进集体 浙江大学图书馆		3	 	"<正>近年来,围绕学校""十三五""规划的总体发展目标和工作要求,以""六强高校""战略为指导,浙江大学图书馆将发展重点集中到深化内涵、谋划蓝图上来,各项工作取得了长足发展,在文献资源建设、学科和情报咨询服务、读者服务等方面取得了显著成果。图书馆在学校主流工作中的支撑作用日益凸显。 "	ZJTQ201701011
浙江省高校图书馆2015-2016先进集体 浙江工业大学图书馆		4	 	"<正>两年来,浙江工业大学图书馆全面贯彻党的十八大精神,紧紧围绕建设""特色鲜明、国内先进""的智慧型大学图书馆这一目标,以教学、科研对文献信息需求为导向,以学校学科建设为主线,以学校体制机制改革为动力,以制度立馆、人才强馆为保证,在图书馆的制度化建设、文献资源建设、数字图书馆建设、读者服务、学科服务、职工队伍建设、对外交流与合作等方面取得明显成效。具体事项如下:一、完善规章制度,推进图书馆科学、民 "	ZJTQ201701012
从《芈月传》中的“四方馆”谈高校图书馆的空间气场营造	胥晶:35552053	3	高校图书馆; 空间; 气场;	"以《芈月传》剧中的""四方馆""为引,着重以浙江大学舟山校区图书分馆为例,提出了展示空间、研讨空间、自助空间、远程交流空间、文化空间等提升图书馆空间气场的营造方案。 "	ZJTQ201602001
“互联网+”环境下的党校图书馆服务转型初探	方丝雨:36677738	3	互联网+; 党校图书馆; 服务转型;	"论述了""互联网+""环境下党校图书馆服务应向网络化、智能化、个性化、和多元化转型的基本思路,并提出""互联网+""环境下党校图书馆的发展可通过完善功能型数字资源、建设智慧型数据库、开展嵌入式学科服务和设立移动式知识社区这4个方面实现服务转型。 "	ZJTQ201602002
科学期刊的优化影响因子及其意义	熊晓英:25534153	4	科学期刊; 期刊评价; SCI; 影响因子;	"通过对陶瓷类期刊影响因子与被引用半衰期的分析,提出了优化影响因子的概念,并讨论其在正确评价科学期刊方面的意义。 "	ZJTQ201602003
《图书馆研究与工作》核心著者群分析	朱兼白:45692970	4	核心著者; 发文量; 被引量;	"以CNKI学术期刊网络出版总库作为数据来源,依据发文量和被引量两个计量指标,利用综合指数法测评《图书馆研究与工作》2003-2015年12年间的核心著者,并对核心著者发文量、被引量和单位进行的分析。 "	ZJTQ201602005
中国计量大学图书馆荣获浙江省教育系统“三育人”先进集体荣誉称号		1	 	"<正>近日,2015-2016年度浙江省教育系统""三育人""先进评选结果揭晓,中国计量大学图书馆荣获2015-2016年度浙江省教育系统""三育人""先进集体荣誉称号。""三育人""先进荣誉是浙江省教育工会为表彰先进,树立典型,深入推进师德师风建设,更好地调动广大教职工""教书育人、管理育人、服务育人""的积极性和创造性,形成全员育人、全方位育人、全过程育人的良 "	ZJTQ201602004
浙江财经大学举办“2016年诺贝尔经济学奖学术活动周”		1	 	"<正>2016年诺贝尔奖颁奖典礼将经济学奖颁发给了美国的经济学家奥利弗·哈特和芬兰经济学家本特·霍姆斯特罗姆。也许你觉得这些大人物很遥远,也许你觉得自己有能力朝他们迈进,却没有释放自我的平台。为了更好落实学校与诺贝尔基金会合作申明中的相关承诺,进一步扩大诺贝尔奖在中国的影响力,促进师生充分利用诺贝尔经济学奖文献资源,积极关注国际学术前沿,推动经济 "	ZJTQ201602007
浙江中医药大学图书馆荣获“浙江省图书馆阅读推广案例大赛”二等奖		1	 	"<正>2016年11月17-19日,在宁波举行的""浙江省图书馆阅读推广案例大赛""上,浙江中医药大学图书馆的""品味经典·书香校园——《浙江中医药大学大学生必读书目》""案例荣获二等奖。大赛由浙江省图书馆学会组织,全省各类图书馆的54个案例报名参赛,26个案例入围决赛。经过决赛现场激烈角逐,共产生一等奖2个,二等奖5个,三等奖7个和优 "	ZJTQ201602009
中国计量大学图书馆荣获“浙江省图书馆阅读推广案例大赛”三等奖		1	 	"<正>2016年11月18日-19日,由浙江省图书馆学会、宁波市文化广电新闻出版局主办""浙江省图书馆阅读推广案例大赛暨学术研讨会""在宁波举行,中国计量大学图书馆参评案例《量小图微信阅读推广活动》荣获大赛三等奖。本次图书馆阅读推广案例大赛作为第二届浙江省全民阅读节的重要活动之一,吸引了全省50余家公共图书馆和高校图书馆的参 "	ZJTQ201602012
浙江省高校图书馆第三届新馆员培训班圆满落幕		1	 	"<正>我省各高校图书馆近年来不断补充新生力量,新入职馆员学科背景广泛多样,亟需在入职初期强化专业服务能力,为此浙江省高校图工委信息咨询与用户教育专业委员会和ZADL项目服务组于2016年10月18-19日联合举办了浙江省高校图书馆第三届非图书情报类专业背景新职工图书馆专业基础知识培训班。 "	ZJTQ201602015
教育部《普通高等学校图书馆规程》评价指标(高职高专)定稿会议在浙江建设职业技术学院召开		1	 	"<正>2016年11月29日,教育部《普通高等学校图书馆规程》评价指标(高职高专)定稿会议在浙江建设职业技术学院图书馆顺利召开。教育部高校图工委高职分会主任、天津医学高等专科学校杨文秀书记,教育部高校图工委高职分会秘书长、天津医学高等专科学校赵蕴珍副校长,教育部图工委高职分会副主任、南京工业职业技术学院卢兵副院长、 "	ZJTQ201602017
浙江省高校图书情报工作委员会2016年主要工作纪事		4	 	"<正>3月18日省高校图书情报工作委员会八届三次常务委员会会议在杭州召开。省教育厅高教处领导、省高校图工委常务委员、秘书处等20人参加了会议。会议听取和审议了省高校图工委2015工作总结和2015年财务情况报告,讨论并确定了2016年工作计划和馆长工作会议的相关事宜。4月28—29日2016年浙江省高校图书馆馆长工作会议在嘉兴举行。全省近90所高校 "	ZJTQ201602019
关于公布2016年浙江省高职高专院校图书馆工作心语获奖名单的通知		2	 	"<正>浙江省高等学校图书情报工作委员会浙高图秘字(2016)9号全省各高职高专院校图书馆:在对各高职高专院校图书馆工作心语广泛征集的基础上,经浙江省高等学校图书情报工作委员会高职高专院校图书馆分委员会委员推荐及专家评审,我委核准同意,共评出获奖图书馆工作心语23条,其中一等奖5条,二等奖8条,三等奖10条。现对2016年浙江省高职高专院校图书馆工作心语获奖名单予以公布。 "	ZJTQ201602020
浙江省委党校图书馆数字资源建设工作受到中央党校表彰		1	 	"<正>2016年7月19-20日,全国党校系统图书馆工作会议在中央党校召开。浙江省委党校教育长陈立旭参加会议。会上,中央党校常务副校长何毅亭对全国党校系统的图书馆工作提出明确要求。要坚守党校特色、文化传承,加快理念创新、模式创新和手段创新,整合系统资源,推进四大专题数据库建设,努力打造数字资源共建共享、互联互通平台,充分发挥全国党校系统数字资源的重要作用。会议期间,召开了中国图书馆学会党校 "	ZJTQ201602021
浙江大学图书馆获2016年CALIS联合目录项目建设多项荣誉		1	 	"<正>12月5日,CALIS联机合作编目中心对2015-2016年度CALIS联合目录各项工作指标进行了统计,并组织专家对数据质量进行评估,浙江大学图书馆在西文书目数据共建共享工作中表现突出,获得以下荣誉:1.在""2015-2016年度CALIS联合目录西文书目数据上载量TOP 20""中名列第五,荣获""2015-2016年度CALIS联合目录西文数据库建设先进单位奖""。 "	ZJTQ201602022
2016年浙江省高职高专院校图书馆馆长工作会议在浙江旅游职业学院千岛湖校区顺利举行		1	 	"<正>2016年11月10-11日,由浙江省高校图书情报工作委员会高职高专院校图书馆分委会主办、浙江旅游职业学院图书馆承办的2016年浙江省高职高专院校图书馆馆长工作会议在浙江旅游职业学院千岛湖校区举行,来自全省近40所高职高专院校的图书馆馆长及分委会委员参加了会议。 "	ZJTQ201602023
信息技术&图书馆——下一代图书馆自动化系统研讨会在浙江师范大学召开		1	 	"<正>2016年11月24日,""信息技术&图书馆——下一代图书馆自动化系统研讨会""在浙江师范大学召开,研讨会由浙江省高校图书情报工作委员会网络数字化专业委员会主办、浙江师范大学图书馆承办。浙江师范大学副校级巡视员王辉,教育部中国高等教育文献保障系统(CALIS)管 "	ZJTQ201602024
《浙江高校图书情报工作》2016年总目录		2	 	 	ZJTQ201602025
《浙江高校图书情报工作》征稿简则		1	 	"<正>《浙江高校图书情报工作》是由浙江省高等学校图书情报工作委员会主办,集图书馆学、情报学理论及图书馆工作实践交流为一体的专业性期刊。本刊与《图书馆研究与工作》编辑部进行合作,《图书馆研究与工作》(CN33-1027/G2,ISSN 2096-2363)一年有2期由我刊编辑部进行组稿和编辑。本刊贯彻""百花齐放、 "	ZJTQ201602026
绍兴图书馆鲁迅室藏书概略馆藏建设	蔡彦:10744861	9	鲁迅; 绍兴; 藏书;	"鲁迅作品,不仅数量多,而且流传广泛。如果从版本学的角度去研究,那也是极为丰富的。本文以绍兴图书馆鲁迅室藏书为例予解析。 "	ZJTQ201602006
图书馆电子图书常态化采购模型研究	谷松立:11163960|邵黄芳:31620107	5	图书馆; 电子图书; 采购模型;	"简单阐述了图书馆电子图书采购模式现况并对存在的主要弊端进行了简要分析,在此基础上介绍全新的电子图书常态化采购模型及其运行过程,并就该模型的优越性作简要说明。 "	ZJTQ201602008
"创新工作流程,提高工作效率——谈浙江科技学院图书馆毕业生离校工作改进及成效"	王彩虹:17554466|任志宇:09410439|刘爱琴:21321912|李海娟:36677737|罗天龙:17287454	4	毕业生离校; 工作流程; 创新;	"图书馆的毕业生离校工作时间紧,任务重,巨大的工作压力和安全隐患困扰图书馆。浙江科技学院图书馆通过规范。精细化工作流程,加强馆员业务培训,做好后勤保障工作,以及总结经验,改进不足等创新措施,提高了毕业生离校工作的效率和质量,取得良好成效。 "	ZJTQ201602010
