篇名,作者,页数,关键词,摘要,filename
图像的文本描述方法研究综述,马龙龙:27055084|韩先培:26496192|孙乐:10352504,12,图像的文本描述; 生成; 检索; 编码—解码;,"随着深度学习技术的兴起,自然语言处理与计算机视觉领域呈现相结合的趋势。作为融合视觉和语言的多模态研究任务,图像的文本描述可应用于基于文本内容的图像检索、网络图像分析等众多场景中,从而受到了研究界和企业界的广泛关注。图像的文本描述方法可归纳为三大类:基于生成的方法、基于检索的方法和基于编码—解码的方法。该文详细介绍了这三类方法各自具有代表性的工作,并进一步分析了各方法的优劣;然后对图像文本描述方法的相关数据集、评测标准和主要开源工具包进行了阐述;最后,分析了图像的文本描述中需要解决的关键技术问题。 ",MESS201804001
花园幽径句解码效果与反应时的关联性研究,"杜家利1,2:29594142|于屏方3:06841098",12,计算语言学; 花园幽径句; 非独立t检验;,"该文以126名中国大学生为测试样本,并采用非独立t检验为计算方法,讨论英语花园幽径句解码效果与解码反应时之间的关联性。花园幽径句是能引发行进错位的局部歧义句,大学生在歧义消解过程中易产生认知困惑。在其他条件不变的情况下,先后两次的语言实验将单样本花园幽径句的反应时从5s延长至10s,并进行了相应的t值计算。S1实验中,测定5s反应时和10s反应时的非独立t检验值为3.71,大于理论临界值并具有显著性差异。在S2-S100的实验中,分析发现材料的选择对实验结果有影响。总体而言,英语花园幽径句解码效果与解码反应时之间具有一定关联性,阅读时间的延长可以在一定程度上帮助学生更好地消解局部歧义。 ",MESS201804002
《文心雕龙》的篇章连接词研究,冯文贺1:36636463|郭海芳2:39225706|刘涛3:39225707,7,文心雕龙; 篇章结构; 连接词; 语义分析;,"标注《文心雕龙》的篇章结构,据此研究其连接词的显隐、语义及用法。研究发现:(1)隐式关系(78.1%)多于显式关系(21.9%),17类关系仅有四类(因果、转折、假设、目的)显多隐少;(2)各类关系的同义连接词种数与使用有差异,其中种数最多17(顺承),最少则无(总分、背景);(3)连接词(56种)单义为多(44),多义为少(12),义项最多为5,分布有差异。最后,个案分析同义连接词与多义连接词的用法,并与同时期著作连接词的使用进行了对比。 ",MESS201804003
向量模型和多源词汇分类体系相结合的词语相似性计算,梁泳诗:39223511|黄沛杰:24966316|岑洪杰:39223512|唐杰聪:39223513|王俊东:34071702,9,词语相似性; 向量模型; 词汇分类体系; 组合方法; 多源融合;,"现有的词语语义相似性计算主要包括基于向量模型以及基于词汇分类体系两类方法,但这两类方法都存在自身的缺点。向量模型所依赖的文本共现中的上下文信息不等同于真正意义上的语义,而词汇分类体系方法则存在构建代价大,并且在一定程度上还不够完善的问题。该文提出一种向量模型与多源词汇分类体系相结合的词语相似性计算方法,采用多源词汇分类体系的近义词关系以及向量模型得到的词向量,计算得到词语的向量表达,并探索了不同类型词汇分类体系提供的知识的选用和融合问题,弥补了单一词向量和单一词汇分类体系在词语相似性计算中的缺点。该文采用了NLPCC-ICCPOL 2016词语相似度评测比赛中的PKU 500数据集进行评测。在该数据集上,该文的方法取得了0.637的斯皮尔曼等级相关系数,比NLPCC-ICCPOL 2016词语相似度评测比赛第一名的方法的结果提高了23%。 ",MESS201804004
基于双向LSTM语义强化的主题建模,彭敏:10136641|杨绍雄:35196419|朱佳晖:33651013,10,双向LSTM; 语义强化; 主题模型;,"当前,双向LSTM神经网络等深度学习方法已经能有效地表达文本语义特征,为构建深层次的具有语义连贯性的主题模型提供了可能。但是,现有方法在文本的概率主题建模方面,提升的效果还比较有限。该文提出了一个基于双向LSTM语义强化的概率主题模型DGPU-LDA(double generalized polya Urn with LDA)。该模型一方面结合双向LSTM文档语义编码框架DS-Bi-LSTM(document semantic bi-directional LSTM)来实现文档宏观语义的嵌入表示,另一方面采用文档—主题和词汇—词汇双GPU(generalized polya Urn)语义强化机制以及LSTM来刻画参数推断过程中的吉布斯采样过程。在搜狗新闻数据集以及20新闻组数据集上的实验结果表明,相对于一些比较前沿的主题模型,DGPU-LDA模型在主题语义连贯性、文本分类准确率方面展现了一定的优势,同时该模型在文本语义特征表达方面的有效性也得到了证明。 ",MESS201804005
现代汉语形容词资源库的构建,"饶琪1,2:38526138|王厚峰1,2:06274413|汪梦翔1,2:29615765|李慧3:39223514",9,形容词; 联想; 知识库;,"形容词与名词、动词构成汉语实词的主体组成部分,在句法上表现出对""名词""的极度依赖,其核心功能是在概念层面上,在认知注意机制的调适作用下对名词的特征进行""评价""。该文主要叙述汉语形容词知识库构建的相关工作。首先是考察已有的形容词的收词情况,并结合语言演变中新产生的形容词,构建了一个较为全面的形容词词集;其次是详细阐述知识库的构建理念;再次是具体阐述知识库的特征描述体系;最后是对该知识库的应用场景进行展望。 ",MESS201804006
基于句式与句模对应规则的语义角色标注,何保荣:34916101|邱立坤:28907681|孙盼盼:39223515,7,句模; 句式; 语义角色标注; 标注规则;,"大规模语义角色标注语料库的构建可以为计算机理解自然语言的语义提供有用的训练数据。该文主要研究服务于语义角色标注语料库构建的语义角色标注规则。在人工语义角色标注的基础上,分析句式和句模的对应关系,并总结出一套基于句式的语义角色标注规则,在测试集上达到78.73%的正确率。基于上述规则,可以在构建语义角色标注语料库时完成自动标注的工作,标注人员在此基础上进行人工校对,可有效地减少工作量。 ",MESS201804007
基于概念层次网络的知识表示与本体建模,文亮:39223516|李娟:06361954|刘智颖:13895962|晋耀红:24682727,8,概念层次网络; 语义知识表示; 本体建模;,"知识表示是自然语言理解的重要基础。知识表示不统一、语义信息无法系统化利用是目前存在的亟待解决的问题。要解决这个问题,就要解决语义知识表示的问题。该文基于概念层次网络,描述了词语、句子和篇章层面的语义知识表示方法。基于文中描述的词汇层面的表示方法,构建了一个多语言本体知识库。该知识库的知识表示方法不仅可以为知识表示理论研究提供基础,还可以为自然语言处理相关领域的应用提供资源支持。 ",MESS201804008
基于子字单元的神经机器翻译未登录词翻译分析,韩冬:13969117|李军辉:09886805|熊德意:32622753|周国栋:13898054,7,神经机器翻译; BPE编码; 未登录词;,"神经机器翻译为机器翻译提供了一种全新的方法,在多对语言之间的翻译质量上,已超过了统计机器翻译,并逐渐成为当前机器翻译的主流方向。未登录词翻译是神经机器翻译的主要难点之一。为了消解未登录词,一种可行的方案是采用Byte Pair Encoding(BPE)方法。该方法在翻译前将原有的单词拆解为更小粒度的高频子字单元。该文主要探究BPE方法在中英神经机器翻译中的应用,分析BPE方法在多大程度上可以解决中英未登录词翻译缺失的问题。实验表明,与Baseline系统相比,BPE方法获得了1.02BLEU值的提升,对未登录词的翻译精准度达到了45%,与统计机器翻译系统翻译精准度相似。 ",MESS201804009
基于位置的知识图谱链接预测,张宁豫1:44257578|陈曦2:09325038|陈矫彦3:39225708|邓淑敏2:39225709|阮伟4:10280723|吴春明2:09387095|陈华钧2:09369118,8,位置特征; 知识图谱; 链接预测;,"链接预测是知识图谱的补全和分析的基础。由于位置相关的实体和关系本身拥有丰富的位置特征,该文提出了一种基于位置的知识图谱链接预测方法。该方法首先通过分析实体和关系的语义特征对关系进行分类,然后提出了一种基于位置的实体和关系位置特征和规则的挖掘方法;其次,通过挖掘出的实体位置特征和规则,对实体和关系的向量化方法预测结果进行约束,得到最终的结果。该文通过对WikiData、FB和WN数据集的实验,证明该方法针对基于位置的关系和实体链接预测拥有较好的效果。 ",MESS201804010
面向阅读理解的多对一中文文本蕴含问题研究,"陈千1:29259586|陈夏飞1:36440634|郭鑫1,2:27987630|王素格1:08454306",8,机器阅读理解; 中文文本蕴含识别; 多对一; 层级神经网络;,"机器阅读理解作为一种微阅读模式近年来在自动问答领域受到广泛关注,针对机器阅读理解中多对一的文本蕴含问题,该文首先构造了8 000级别的多句—单句中文文本蕴含语料M2OCTE,其次采用了层级神经网络模型,有效融合多个句子之间的语义信息,将多对一的蕴含对表达成统一的形式,实现端到端的输出。该方法在高考现代文阅读理解蕴含数据集上的准确率为58.92%,比将多句—单句的文本蕴含转换为单句—单句之后进行处理的准确率要高。同时也在英文数据集上进行了测试,实验结果验证了该方法的有效性。 ",MESS201804011
分层递阶的网络结构洞占据者挖掘及分析,"崔平平1,2:35506734|赵姝2,3:06141079|陈洁2,3:06134281|钱付兰2,3:06136578|张以文2,3:11581479|张燕平2,3:06139274",10,结构洞; 多粒度; 分层递阶网络; 社团划分;,"结构洞是在社会网络信息传播中占据重要位置的一类关键节点。据研究,5%的结构洞控制着50%的信息传播。学者们研究了单一粒度网络下结构洞的挖掘方法及分析,然而很多网络存在分层递阶的多粒度结构特性,对分层递阶网络的结构洞挖掘和分析具有现实意义。因此,该文提出了一种分层递阶网络的多粒度结构洞挖掘方法 HI-SH,并对不同粒度下的结构洞进行了分析。在该方法中,首先对网络进行多粒度社团划分,得到每一粒度下网络的社团;然后,根据两级信息传播理论,使用单一粒度下结构洞挖掘算法,挖掘每一粒度下top-k结构洞。在公用数据Topic16和真实数据上进行了实验,结果表明,网络的结构洞是动态变化的,单一粒度下的结构洞排名不能代表整个网络的结构洞排名。 ",MESS201804012
基于优化“未定义”类话语检测的话语领域分类,,9,话语领域分类; 未定义类; 两阶段法; 词向量; LSTM;,"""未定义""类话语在面向任务的对话语料中广泛存在,具有成分复杂,与其余""已定义""类话语边界模糊的特点,影响着话语领域的分类总体正确率。""未定义""类话语一旦错分,将会使用户对口语对话系统的功能有效性产生怀疑,导致大大降低用户体验。该文提出一种基于优化""未定义""类话语检测的领域分类方案,采用两阶段法完成口语话语的领域分类任务。首先,采用聚类方法将""已定义""类话语聚为几个大类,简化众多的""已定义""类话语独立存在时与""未定义""类话语之间的边界。进而利用分类模型对聚类后的""已定义""类话语大类以及""未定义""类话语进行领域分类,优化目标是""未定义""类话语的检测效率。最后,将第一阶段分类为""已定义""类的话语,在去除了绝大部分""未定义""类话语干扰的基础上进行再次分类。该文的分类模型采用了深度学习模型LSTM,并利用无标签微博数据训练词向量用于话语特征表达。在SMP 2017意图领域分类比赛的多任务语料上的评测结果表明,该方案在""未定义""类话语检测的F1值以及所有话语的领域分类总正确率上均有明显提升。 ",MESS201804013
基于深度学习的论文个性化推荐算法,王妍:22666715|唐杰:08180247,6,个性化推荐; 协同过滤; 词向量;,"该文基于学术搜索和数据挖掘平台Aminer向用户进行个性化推荐,提出了结合协同过滤推荐和基于内容推荐的混合模型,实验表明该算法可以有效解决新物品的推荐问题,即冷启动问题。其中在基于内容推荐的模型中,融合深度学习的方法,引进了词向量模型,将用户和论文映射到用词向量空间,并使用WMD(Word Mover Distance)计算相似度。实验表明,与其他基线模型相比该文提出的推荐模型在准确率上显著提高了4%。 ",MESS201804014
基于社交媒体的用户情绪建模与异常检测,"孙晓1:17392399|张陈1:39052159|任福继1,2:27168503",10,社交网络; 异常检测; 多元高斯分布; 联合概率密度;,"为了对新浪微博用户的异常情绪进行检测和分析,该文提出一种基于多元高斯模型和幂律分布的异常检测方法,根据联合概率密度值判断用户是否出现情绪异常。在实验部分,按照不同用户的异常检测准确率为83.49%,按照不同月份为87.84%。分布测试表明,单个用户的中性、快乐和悲伤情绪服从正态分布,而惊讶和愤怒情绪则不服从;群体发布的微博的情绪服从""幂律分布"",而单个用户则不服从。该文引入多元高斯模型来进行社交媒体的异常情绪的检测,通过联合概率密度值量化了异常情绪检测。当数据充足时,该方法可以检测用户或者某个社交平台每一周甚至每一天的异常情绪,这对个体异常情绪检测、网络舆情挖掘、大规模爆发事件预防以及公共安全监测有一定意义。 ",MESS201804015
基于主题模型的微博转发行为预测,郭亚:39223518|宫叶云:39223519|张奇:06708764|黄萱菁:06698167,7,微博转发预测; 主题模型; 社交网络;,"在全部微博内容中,由用户转发而产生的信息占有非常大的比例。同时,内容的转发也是微博中信息传播的主要途径。因此,用户的转发行为有着重要的研究价值,可应用于社交营销、微博检索、热点事件预测等领域中。该文中,我们通过分析所收集的大量真实的新浪微博数据,发现影响用户转发行为的一些因素:微博作者、用户兴趣以及微博热度。基于这些发现,该文提出了一种新颖的基于LDA模型的方法,综合利用以上3个特征预测用户转发行为。为了对该方法进行评价,我们利用收集的大量的微博数据及对应的社交网络结构模拟真实用户环境。实验表明,该方法的性能优于目前最好的方法,F值比其他基线方法高出35%—45%。 ",MESS201804016
儿童外语学习认知数据收集的在线游戏框架,马为之:38007171|张敏:08186086|张琛昱:39225671|刘奕群:08176974|马少平:08177513,8,语言认知; 儿童; 第二语言; 游戏性数据收集;,"近年来,人工智能技术飞速发展,不少工作试图从人类的认知发展过程中探索前进方向,语言学习认知的过程成为了重点关注的研究领域。已有的语言认知研究工作主要集中在学龄前儿童母语的词汇学习认知方面,依赖于WordBank(1)等大规模语料库。然而就我们所知,目前在第二语言学习方面研究不多,尚未有大规模的第二语言词汇学习数据,且传统的数据收集方法难以收集到大规模数据,这也一定程度上限制了对于第二语言学习的研究工作及母语与第二语言学习的比较。针对这一问题,该文面向学龄前儿童群体设计了基于游戏性原则的数据收集方法和研究框架,用于收集第二语言的语言学习情况和用户数据,以支撑相应研究工作的开展。目前,已经实现了针对学龄前儿童的第二语言为英语的词汇认知数据收集系统,正在进行在线的数据收集。 ",MESS201804017
“学生国学丛书新编”第一辑10种,,1, ,<正>王宁主编顾德希顾问面向莘莘学子普及国学经典涵养传统文化提升语文素养导读:名师指点阅读门径。注释:大家斟酌历代精注。选文:名家甄选名篇名文。目标:在阅读中走进中华优秀传统文化。 ,MESS201804018
论中国手语的分类词谓语,"姚登峰1,2,3:14346928|江铭虎2,3:08821580|张荣兴4:39026447|阿布都克力木·阿布力孜2,3:34071683",8,中国手语; 分类词谓语; 代名词;,"分类词谓语是手语中一种独特的语言现象。中国大陆学者对分类词谓语的研究刚开始涉足,尚未见到系统的研究报道。该文试图从语言学的角度对中国手语分类词谓语做了语义认知分析,首先结合Talmy的动态事件和代形词的分析,解释中国手语的分类词谓语现象,分析主体和背景的代形词如何形成以达到手语同时性和序列性要求,并由此确定主体代形词和背景代形词通常是由非运动的手形组成;另一方面也说明中国手语与汉语的相互影响,对""动作""和""位于""这两类的手语代形词做了较为详细的描述及分类。 ",MESS201803001
论羡余否定的形成机制及制约因素,陈秀清:30396045,8,羡余否定; 隐性否定词; 形成机制; 制约因素;,"该文采用定性研究和定量分析相结合的研究方法对羡余否定的形成机制和制约因素进行研究。认为羡余否定的形成机制是隐性否定意义上浮到句法层面,隐性否定词是羡余否定产生的基础。隐性否定词也对羡余否定的形成产生基础性的制约。根据意义来源不同,隐性否定词的否定强度并不一样,从而导致构成羡余否定的能力不一样。否定意义来自于断言的隐性否定词构成羡余否定的能力最弱,来自于衍推的最强,来自于预设的其次,来自于会话含义的再其次,这在数据统计上具有明显的表现,形成一个陡峭的曲线图。 ",MESS201803002
面向中文社交媒体语料的无监督新词识别研究,张婧:17303730|黄锴宇:37855545|梁晨:33095719|黄德根:06527360,10,未登录词识别; 社交媒体语料; 词向量; 无监督方法;,"该文结合词向量技术和传统统计量,提出了一种新的无监督新词识别方法。该方法利用传统统计量获得候选新词,然后采用多种策略训练得到词向量,利用词向量构建弱成词词串集合,并使用该集合从候选新词的内部构成和外部环境两个方面对其进行过滤。此外,该文人工标注了一万条微博的分词语料作为发展语料,用于分析传统统计量以及调整变量阈值。实验使用NLPCC2015面向微博的中文分词评测任务的训练语料作为最终的测试语料。实验表明,该文方法对二元新词进行识别的F值比基线系统提高了6.75%,比目前新词识别领域最佳方法之一Overlap Variety方法提高了4.9%。最终,在测试语料上对二元新词和三元新词识别的F值达到了56.2%。 ",MESS201803003
基于空间投影和关系路径的地理知识图谱表示学习,"段鹏飞1,2:10944693|王远3:08068851|熊盛武1,2:10155347|毛晶晶1:34518362",8,翻译模型; 地理知识图谱; 知识表示学习;,"近年来,类人智能技术和相关产品飞速发展,这在很大程度上得益于完备知识图谱的构建,特别是以地理为代表的基础教育知识图谱。传统的知识图谱采用网络知识组织形式进行表示,计算复杂度较高,而且三元组的知识表示形式不能有效地度量和利用实体间语义关联关系。该文构建了基于空间投影和关系路径的知识表示学习算法—PTransW(Path-based TransE and Considering Relation Type by Weight)模型,该模型结合空间投影和关系路径来对翻译模型进行扩展,并加入关系类型的语义信息进行改进。最后,在FB15K数据集和GEOGRAPHY数据集上训练并做链接预测实验。实验结果表明,PTransW模型对复杂关系的建模能力取得了较大地提升;对于规模较小的数据集,复杂度低的TransE和TransR模型将会训练得更充分;但是PTransE和PTransW模型由于利用了关系路径和反向关系中的语义信息,在关系预测方面有很大的优势。 ",MESS201803004
基于表示学习的开放域中文知识推理,姜天文:39026448|秦兵:06990821|刘挺:06994824,8,知识库表示学习; 知识推理; 开放域;,"知识库通常以网络的形式被组织起来,网络中每个节点代表实体,而每条连边则代表实体间的关系。为了利用这种网状知识库中的知识,往往需要设计专门的、复杂度较高的图算法。然而这些算法并不能很好适用于知识推理,尤其是随着知识库的知识规模不断扩大,基于网状结构知识库的推理很难较好地满足实时计算的需求。该文使用基于TransE模型的知识表示学习进行知识推理,包括对实体关系三元组中关系指示词以及尾实体的推理,其中关系指示词推理的实验取得了较好的结果,且推理过程无需设计复杂的算法,仅涉及向量的简单运算。另外,该文对原始TransE模型的代价函数进行改进,以更好地适用于开放域中文知识库表示学习。 ",MESS201803005
基于最长名词短语分治策略的神经机器翻译,张学强:38740201|蔡东风:24679274|叶娜:24679276|吴闯:37829920,8,神经机器翻译; 最长名词短语; 分治策略;,"神经机器翻译自兴起以来,不断给机器翻译领域带来振奋人心的消息。但神经机器翻译没有显式地利用语言学知识对句子结构进行分析,因此对结构复杂的长句翻译效果不佳。该文基于分治法的思想,识别并抽取句子中的最长名词短语,保留特殊标识或核心词,与其余部分组成句子框架。通过神经机器翻译系统分别翻译最长名词短语和句子框架,再将译文重新组合,缓解了神经机器翻译对句子长度敏感的问题。实验结果表明,该方法获得的译文与基线系统相比,BLEU分值提升了0.89。 ",MESS201803006
基于连词的维吾尔语情感词库扩展研究,刘若兰1:35412784|年梅1:10966512|玛尔哈巴·艾赛提2:35412785,6,维吾尔语; 情感词扩展; 连词; 程度副词; 极性判断;,"极性情感词是准确分析维吾尔文倾向性的基础资源。该文在前期构建的维吾尔语褒贬情感词典基础上进行网络情感词的自动扩展研究。首先分析维吾尔语情感表达的语言特征,总结了连词、程度副词与情感词的搭配规律,并基于此规律设计从情感语料库中获取候选情感词的算法,形成候选情感词库;最后再利用维吾尔语连词的特性,结合已创建的情感词典和维吾尔语反义词词典,以互联网作为超大规模语料库,设计基于搜索引擎的情感词极性判别算法,根据算法得分判别候选情感词的极性,再将其扩展到已构建的褒贬情感词库。实验结果表明,与扩展前的情感词库相比,使用互联网文本语料扩展后的情感词库后进行维吾尔语句子倾向性测评的准确率和召回率均有明显提高。 ",MESS201803007
基于共现词映射的中英韩跨语种文档相似度计算,刘娇:31307479|崔荣一:09291242|赵亚慧:10826481,9,跨语种文档相似度; 共现词; 潜在语义分析;,"该文采用中英韩跨语种文本数据研究不同语种文档间相似度的计算方法。首先,通过共现词映射将某语种空间中的文档向量表示成另一语种空间中的文档向量;其次,利用潜在语义分析补充了不同语言间一词多义现象造成的向量缺失;最后,在具有等价语义信息的同一语种空间中计算了两个文档之间的余弦相似度。该文工作避开了外部词典和知识库,利用中英韩三个语种的对齐语料库,建立了不同语种词汇间的对应关系。结果表明,共现词映射对计算不同语种文档之间的相似度具有较大影响,对同语义的不同语种文档(即译文)的检索准确率达到95%,验证了该方法的有效性。 ",MESS201803008
基于词向量的越汉跨语言事件检索研究,唐亮:33659786|席耀一:36173898|彭波:27052437|刘香伟:28029588|易绵竹:20301944,7,词向量; 跨语言检索; 关键词对齐; 语义特征向量;,"为了解决越汉跨语言事件检索中的查询翻译问题,该文提出了一种基于词向量的越汉跨语言事件检索方法。首先利用词向量构建事件关键词的汉语语义特征向量,然后计算越语的事件关键词的特征翻译向量,最后通过计算语义特征向量之间的相似度完成跨语言关键词对齐,从而实现查询关键词的自动翻译,进而完成跨语言事件检索。在构建的南海话题相关越汉语料库上进行的实验证明了该方法的有效性。 ",MESS201803009
汉—藏人名用字音译规则研究,龙从军1:11531165|豆格才让2:39026449|刘汇丹3:09573793,6,汉—藏人名; 人名音译; 音译原则;,"随着信息技术的发展,藏文在互联网上广泛使用,政府主办的报刊、杂志也逐渐有了网络版,大量的汉文材料被翻译成藏文。翻译者在音译汉文人名用字时,未能遵从统一的音译规范,导致同一人名存在多种音译形式。该文统计了五家藏文网站,发现一些公众人物的人名用字音译形式比较混乱,不但影响信息交流,而且不利于藏文自然语言处理。该文详细分析了音译混乱的原因,提出在汉—藏人名用字音译时,需要制定一一对应的音译原则;同时注重原则实践的可行性和一致性。翻译者在音译汉—藏人名用字时必须严格遵从音译原则;推行音译原则还需要依靠相关政府机构和部门。 ",MESS201803010
基于神经网络的体育新闻自动生成研究,李浥尘:39026450|胡珀:07625508|王丽君:24275994,7,神经网络模型; 直播脚本; 体育新闻; 新闻标题;,"面向体育比赛的大规模直播脚本快速及时地反映了比赛的实时进程,但依靠体育新闻记者来据此人工撰写新闻报道往往耗时费力。鉴于此,该文提出了一种自动生成体育直播脚本所对应的体育新闻的神经网络模型,该模型在一定程度上避免了传统模型过于依赖人工选择特征的局限性,同时还能综合考虑脚本中句子级局部信息与全局信息以及句子和新闻内容间的语义关联性,从而实现联合建模下的体育新闻生成。在公开数据集上的实验结果验证了该文所提方法的可行性和有效性。此外,还尝试了基于规则和模板来自动生成体育新闻的标题以突显新闻正文的关键内容。 ",MESS201803011
基于神经网络的片段级中文命名实体识别,王蕾:08113341|谢云:08083221|周俊生:08116958|顾彦慧:08080677|曲维光:08112756,8,深度学习; 神经网络; 片段级中文命名实体识别;,"命名实体识别是自然语言处理的一个重要基础任务。传统基于统计学习模型的命名实体识别方法严重依赖特征工程,特征设计需要大量人工参与和专家知识,而且已有的方法通常大多将中文命名实体识别任务看作一个字符序列标注问题,需要依赖局部字符标记区分实体边界。为了减弱系统对人工特征设计的依赖,避免字符序列化标注方法的不足,该文对基于神经网络的片段级中文命名实体识别方法进行探索研究。通过采用深度学习片段神经网络结构,实现特征的自动学习,并通过获取片段信息对片段整体分配标记,同时完成实体边界识别和分类。基于神经网络的片段级中文命名实体识别方法在MSRA数据集上对人名、地名和机构名识别的总体F1值达到了90.44%。 ",MESS201803012
基于双语URL匹配模式可信度的平行网页识别研究,"章成志1,2:13897453|马舒天1:39026452|揭春雨2:13898284|姚旭晨2,3:39026453",10,平行网页获取; 平行语料库; 双语URL匹配模式; 双语文本挖掘;,"平行语料是自然语言处理中一项重要的基础资源,在双语平行网页中大量存在。该文首先介绍双语URL匹配模式的可信度计算方法,然后提出基于局部可信度的双语平行网页识别算法,再依据匹配模式的全局可信度,提出两种优化方法:即利用全局可信度,救回因低于局部可信度阈值而被初始算法滤掉的匹配模式;通过全局可信度和网页检测方法,挖出深层网页。进一步,结合网站双语可信度、链接关系,侦测出种子网站周边更多较具可信度的双语网站。除了双语URL匹配模式自动识别,还利用搜索引擎,依据少数高可信度的匹配模式快速识别双语网页。为了提高以上五种方法识别候选双语网页对的准确率,计算了候选双语网页对的双语相似度,并设置阈值过滤非双语网页对。通过实验验证了所提方法的有效性。 ",MESS201803013
DRTE:面向基础教育的术语抽取方法,李思良:38562369|许斌:08184020|杨玉基:38562370,9,术语抽取; 术语定义; 术语关系;,"术语抽取从非结构化文本中自动抽取专业术语。该工作在中文分词、信息抽取、知识库构建中发挥着重要的作用。当前术语抽取方法很大程度上依赖于词的统计信息,由于基础教育学科中术语具有极强的长尾特性,导致基于统计的术语抽取方法很难抽取出处于尾端的术语。该文结合基础教育的学科特点,提出了DRTE:一种利用术语定义与术语关系挖掘,综合构词规则与边界检测的术语抽取方法。该文以初高中的数学课本为数据源进行术语抽取,实验结果表明我们的术语抽取方法 F1值达到82.7%,相比目前的方法提高了40.8%,能够有效地在中文基础教育领域进行自动化的术语抽取。 ",MESS201803014
基于多重增强图和主题分析的社交短文本检索方法,"刘德喜1,2:13897196|付淇1,3:39026455|韦亚雄1,2:39026456|万常选1,2:07848038|刘喜平1,2:07847937|钟敏娟1,2:11617711|邱家洪1,2:39026457",10,社交短文本检索; 多重增强图; LDA主题模型;,"社会网络平台上的社交短文本不同于网页或其他文本,它的特点是内容短、文本间存在转发评论等关系、话题复杂多样、与Web页面有链接关系、文本的作者间有关注关系等,现有的检索系统不能完全适应。该文提出一个基于多重增强图的社交短文本检索方法 SSTR,它利用多重增强图算法对通过Indri获得的初步检索结果实现再排序优化和去重。多重增强图算法是基于马尔科夫链理论设计出的图模型算法,社交短文本中蕴含的文本、作者、词语等不同层面的关系通过不同的图层及图中节点之间的边来建模。三个层面的关系相互增强,通过多次迭代运算,最终寻求多个层面间相互关系所处的稳定状态。多重增强图构建时,短文本的相似度计算基于主题分析结果,克服了传统余弦相似度计算时TF-IDF权重在短文本上的局限性。实验结果表明,与Indri、reRank-COS和reRank-LDA相比,基于多重增强图算法的SSTR排序的效果更好,适合初始检索结果相对较多的应用场合。 ",MESS201803015
基于Spark的大规模语义规则后向链推理系统,"顾荣1,2:30773840|王善永1:39026458|郭晨1:08037127|袁春风1,2:08045971|黄宜华1,2:08038125",15,语义推理; 后向链推理; 并行化;,"近年来,语义网数据快速增长,适合于处理静态小规模语义数据的前向链语义推理技术暴露出了需对数据进行频繁更新等问题。面对大规模动态语义网数据,对数据更新不敏感的后向链语义推理开始成为新的研究热点。后向链语义推理由查询目标驱动,在查询时根据规则集推理出查询结果。后向链语义推理具有推理过程复杂、规则扩展深度大等特点,在大规模语义数据上推理的效率和可扩展性上有一定的挑战。该文立足于已有的后向链推理技术,详细分析了语义推理规则集的特点,并结合当前主流的大数据处理平台Spark,设计了一套较为高效并且可扩展的大规模并行化语义规则后向链推理系统。该文的主要研究工作分为三个部分:(1)采用预计算本体数据闭包的方法,避免了本体模式在实时推理阶段的重复推理;(2)在后向链语义推理的逆向推理和查询阶段设计了优化措施,进一步提高了推理效率;(3)设计实现了一种基于Spark平台的大规模分布式RDFS/OWL后向链语义推理系统。实验数据显示,该文提出的RDFS/OWL后向链语义推理系统在合成数据集LUBM和真实数据集DBpedia上都表现出了良好的推理性能,在亿条三元组上的推理开销是几秒到几十秒,并且表现出了良好... ",MESS201803016
基于词语关联的散文阅读理解问题答案获取方法,"乔霈1:38469923|王素格1,2:08454306|陈鑫1:08400749|谭红叶1:08402552|陈千1:29259586|王元龙1:34932595",8,阅读理解; 问答题; LDA聚类; 词语关联;,"高考语文阅读理解问答题中的提问方式复杂多样,使用的词语语义抽象,而相关阅读材料的内容表达丰富和含蓄,造成问题中的词语与阅读材料中词语存在一定的语义鸿沟。为了解决这一问题,该文对词语关联进行相关研究。首先利用LDA主题聚类方法,将同一主题类的词语进行聚类,根据各类词语的词性、词频特征,筛选与主题相关联的词语,再利用Word2Vec的语义相似度计算,将每一个主题关联的词语扩展,获得与主题词语义关联的词语。最后,将所提出的方法应用于近12年北京高考题和模拟题的散文抽取类问答题解答中,实验结果表明该方法优于传统的词语扩展方法。 ",MESS201803017
中国语言文化典藏,,1, ,<正>记录方言透视文化传承历史珍藏经典主编:曹志耘开本:16开定价:168.00元/卷《中国语言文化典藏》(澳门、潮州、杭州、衡山、怀集、怀集(标话)、江山、金华、井陉、连城、泸溪、清徐、寿县、苏州、濉溪、遂昌、藤县、屯溪、宜春、永丰) ,MESS201803018
关于申报2018年中国中文信息学会科学技术奖——“钱伟长中文信息处理科学技术奖”的通知,,1, ,"<正>为调动我国从事中文信息处理技术研究的专家和学者的积极性,推动信息产业的发展,根据《钱伟长中文信息处理科学技术奖奖励条例》,以及《钱伟长中文信息处理科学技术奖奖励条例实施细则》,即将开展2018年度""钱伟长中文信息处理科学技术奖(中国中文信息学会科学技术奖)""评审奖励工作。自2006年 ",MESS201803019
