篇名	作者	页数	关键词	摘要	filename
基于任务的信息搜寻与检索	李月琳:08772824	40	任务; 信息搜寻; 信息搜索; 信息检索;	"文章在阐述任务的概念和任务分类等基本理论问题的基础上,着重回顾自2000年以来一系列具有普适性的基于任务的信息行为及检索理论模型,如基于任务的信息检索过程模型、任务层次与信息搜寻行为模型、网络搜索模型等。综述了相关实证研究,阐释任务及不同的任务属性对用户信息搜寻和搜索行为及信息检索研究的影响,尤其是基于任务的个性化信息检索研究。总结了该领域的研究现状、存在的不足及未来研究发展趋势。 "	QBXJ201400006
用户生成内容研究进展	朱庆华1:08722091|赵宇翔1:21907016|谈晓洁1:25084599|张薇薇2:11387057	37	用户生成内容; 社会化媒体; 用户分析; 用户建模; 动因研究; 可信评价;	"用户生成内容(UGC)是Web 2.0环境下社会化媒体中一种新兴的网络信息资源创作与组织模式,用户既是网络信息资源的消费者,同时也是网络信息资源的生产者和传播者。有别于传统模式,UGC的应用正如火如荼地延伸至社会的各个角落。学术界对UGC的研究也逐渐开始关注并重视,国内外不同学科领域的学者分别从各自专业的角度进行了探讨。无论是对其基本概念、用户建模、创作动因、激励机制、内容可信等方面的理论研究,还是对其应用领域、业务平台、商业模式等方面的实践探索,都取得了很大进展。文章试图从UGC的概念剖析、用户分析、动因探究、可信评价这四个方面对用户生成内容这一新兴领域的学术研究现状作较为深入、系统的阐述。 "	QBXJ201400007
跨语言信息检索研究进展	高影繁:24549645|王惠临:09512639|徐红姣:24138338|张均胜:26905238|屈鹏:28785320	33	跨语言信息检索; 研究热点; 研究方向; 研究进展;	"文章从研究意义、研究热点和发展方向这三个角度对跨语言信息检索技术进行了较为全面的梳理。关注跨语言检索的含义和研究意义,使我们清晰地看到它从产生到发展的深刻社会需求背景和相关技术背景;关注跨语言检索的关键技术发展,使我们了解该项技术如何将繁多的网络资源用不同的语言提供给需要的用户,如何用可互换的语言形式描述相同或相似内容的信息资源;最后也是最重要的,是跨语言检索技术的未来,研究者们清醒地认识到技术和市场的关系,""从研究到实践"",跨语言检索技术还有很长的路要走。建立以用户为中心、快速高质量、资源丰富、实用化多语言信息获取系统是未来的发展目标。 "	QBXJ201400008
数字信息资源的管护、保存与网络归档	王芳:08107849|纪雪梅:27849706|史海燕:28799656	42	数字信息资源; 保存; 数据管护; 数字管护; 网络归档;	"目前,数字信息资源的长期保存、管理维护与开发利用已成为图书馆、档案馆、各类组织机构及个人必须面对的重要课题。为了解相关领域的前沿动态,文章从数据管护、长期保存与网络归档三个方面对最新的研究与实践动态进行梳理。首先分析了数据管护的内涵、兴起的原因与概念模型,介绍了国外主要的数字管护项目;在此基础上,分析与回顾了数据管护的重要环节和核心内容——长期保存的相关理论与实践,包括长期保存的目标、格式与存储元数据,并对OAIS模型进行了系统研究;最后,研究了网络信息资源的归档保存问题,综述了网络归档领域的主要实践项目,并介绍了网络归档的主要环节——采集、保存、访问与使用方面的最新进展。 "	QBXJ201400009
知识地图与知识图谱研究进展	"赵蓉英1,2:10141193|陈必坤1,2:27246483"	38	知识地图; 知识图谱; 知识可视化分析; 研究进展;	"近年来知识地图与知识图谱的研究越来越受到人们的关注。文章首先对知识地图与知识图谱的理论与方法、工具与软件以及应用领域进行了归纳总结;然后从高被引文献、核心作者、主要研究机构、重要期刊来源以及研究热点四个方面揭示了知识地图与知识图谱研究的现状和进展;最后指出了向大数据、智能化,以及知识地图与知识图谱融合发展的趋势。 "	QBXJ201400010
隐性知识共享转化与科技信息工作	储节旺:06134336|储伊力:29355766|黄洁钦:28859622|吴凯媛:30736314|琚琼:28924824|张瑶瑶:29129511	36	隐性知识; 知识共享; 知识转化; 科技信息工作; 创新驱动战略;	"总结了隐性知识共享和转化的内涵和研究热点,指出隐性知识共享和转化存在的问题和发展趋势。分析隐性知识的共享、转化与科技信息工作之间具有相互促进的重要作用。根据隐性知识共享和转化的基本原理,科技信息工作的提升可以从平台建设、激励机制、文化塑造、组织结构再设计、加强隐性知识管理、防范道德风险、注意关键人物、加强自身实力建设等方面着手。 "	QBXJ201400011
Informatics学科群研究进展	王知津:05971430|韩正彪:25215148|周鹏:23324979	45	信息学; 情报学; 学科信息; 学科群; 研究进展;	"分析和回顾了Informatics的含义、特征、产生与发展及其与Informatics Science的联系和区别,界定和研究了Informatics学科群的范围、形成与结构,阐明和论述了Informatics若干子学科的定义、产生背景、现状、研究框架,并对该学科群的发展趋势作了展望。 "	QBXJ201200002
社会网络与人际竞争情报研究综述	吴晓伟:08573099|龙青云:10527051	41	社会网络; 社会网络分析方法; 竞争情报; 人际竞争情报; 综述;	"社会网络相关理论与分析方法目前已经广泛应用于各个研究领域,同样为竞争情报理论拓展和研究范式带来了深刻影响。文章对社会网络的核心概念进行解析,概括了社会网络分析方法的历史、现状和趋势,对其主要应用领域进行总结,对人际竞争情报活动的嵌入机制以及人际竞争情报网络建模要素和静态、动态进行分析。综述了近年来国内学者在人际竞争情报规划、搜集与传播、分析各研究领域的成果,指出当前研究的不足与局限是由于没有建立完善的人际竞争情报研究的理论、方法和工具,并对人际竞争情报理论体系和方法体系的建立进行了展望。 "	QBXJ201200003
基于事实的科技政策研究方法与实践研究进展	赵蕴华:10826869|郑佳:24971509	29	事实; 科技政策; 研究方法; 实践; 研究进展;	"基于事实的科技政策正逐渐成为当今各国制定创新战略的重要基础和发展趋势。本文系统分析了事实型数据在面向创新的科技政策研究中的作用,对基于事实的科技政策研究的相关概念、关键问题与方法工具进行系统的梳理与总结,并重点对基于事实的科技政策研究的国内外研究现状及其典型案例进行介绍和分析,在此基础上对我国如何开展基于事实的科技政策研究进行初步探讨。 "	QBXJ201200004
政府在线信息管理与服务进展研究	周晓英:10375883|王冰:09644950	41	政府在线; 信息管理; 信息服务; 图书馆学; 情报学;	"文章在提出当前政府在线信息管理与服务的社会背景、分析其发展现状的基础上,重点研究了政府在线信息管理与服务的几个典型案例,提炼了解决政府在线信息管理与服务问题的关键要素,结合我国实际提出改善我国政府信息管理与服务的建议,并简要说明了图书馆学、情报学专业知识在政府在线信息管理与服务应用中需注意的问题。 "	QBXJ201200005
国内外科技信息资源建设与服务研究	张魁清:44784996|魏清华:44785261|王波:44785262	30	科技信息; 信息资源; 资源建设; 信息组织; 信息服务; 知识组织; 知识服务; 发展趋势; 综述;	"在对国内外典型的科技信息资源生产机构、公益性信息服务机构、新型集成信息服务机构进行文献研究的基础上,对科技信息资源的出版形式、发行方式、利用环境以及科技人员的信息使用方式的现状进行了综述,归纳出科技信息资源呈现出资源数字化、获取途径多样化、加工深度化与组织专业化、信息服务知识化等发展态势,提出专业情报机构文献信息部门应在资源建设方面关注开放存取、在资源加工与组织方面关注深度揭示与个性化组织、在信息服务方面关注知识化服务的同时,要超前谋划、积极应对、主动调整业务定位,以适应未来信息技术革命所带来的机遇和挑战。 "	QBXJ201200006
信息组织技术发展现状与趋势	真溱:10826829|汤珊红:10953791|许儒红:23919923	57	信息资源; 数字信息资源; 信息组织; 信息资源描述; 编目技术; 元数据技术; 标引技术; 封装技术; 发展趋势;	"信息组织是信息机构开展的一项关键基础工作,一直以来都受业界和学界的广泛关注。文章主要对信息组织技术体系的构成进行了梳理,对目前技术的热点研究问题进行了阐述,并就信息组织技术的发展现状和趋势进行了探讨。 "	QBXJ201200007
面向科技信息工作的信息技术进展研究	陈豫:28530422|曾铮:28530424|王三梅:41994912|汤珊红:10953791|许儒红:23919923	43	科技信息; 信息技术; 云计算; 信息资源; 共建共享; 信息服务;	"针对目前信息技术发展态势,重点研究现代信息技术对科技信息工作的影响,先进信息技术在科技信息工作服务中的应用以及运用信息技术改进科技信息机构的服务模式等问题。结合国际上具有代表意义的信息机构实际案例,探讨了云计算、信息资源共建共享、信息服务、情报分析和知识服务等技术在科技信息工作中的应用和发展。 "	QBXJ201200008
国内外专利情报分析方法、技术与应用研究进展	张旭:10815020|雷孝平:25476951	35	专利; 情报分析; 研究方法; 情报技术; 应用研究;	"在全球化与知识经济时代,专利已经上升到国家战略的地位,成为企业竞争的利器。专利信息是涉及所有技术领域的最新、最活跃的创新技术信息。专利情报分析方法是从专利文献中提取技术、经济、法律信息形成有效情报的重要方法,是制定专利战略、增强竞争优势、保护知识产权的基础和前提。文章首先对专利情报分析的各种方法进行了介绍,然后对从专利检索到可视化的技术流程及关键技术进行了分析和介绍。此外,还对专利情报分析在技术创新、企业战略管理及决策、技术预测及预警等方面的应用进行了分析。 "	QBXJ201200009
《情报学进展》内容简介		1	 	"<正>本书是一本对情报学和信息技术应用领域研究进展的年度评论,反映最近一个时期该领域的热点问题及研究所取得的成果。本书选取在国内、国际上有一定研究成果,或有一定应用的课题,利于回顾,利于引导相关研究。本书主要内容有:Informatics学科群研究进展,社会网络与人际竞争情报研究综述,基于事实的科技政策研究方法与实践 "	QBXJ201200001
内容分析法研究与发展综述	邱均平1:05965051|王曰芬2:08066737|颜端武2:08060947	45	 	"<正>内容分析法(Content Analysis)始创于20世纪初,是一种为了达到比较文本或研究对象的基本构成的目的,用于类分文本或对象到预先确定类目中的研究方法[1]。内容分析法以客观的、系统的和定量的方式研究和分析各种媒体中传播的信息内容及变化,在理论研究与实践应用的推动下,逐渐成为社会科学研究中一种普遍使用的科学方法。由于内容分析法应用的前提是定性与定量分析紧 "	QBXJ200600001
语义网、实用分类系统研究综述	秦健:42335048	13	 	"<正>1前言语义网提出至今已经过了7年,由于其发展的头绪很多,技术牵扯面很大,蕴藏着巨大的应用和市场潜力,因此吸引了学术研究界和工业界投入大量人力和资源对其进行研究开发。在这7年中,万维网联盟(World Wide Web Consortium,W3C)作为制定网络标准的组织,在前5年里集中开发了一系列与语义网有 "	QBXJ200600002
数字图书馆:在赛百基础结构中重新定位	刘炜:22398249	21	 	"<正>""数字图书馆能够使每一位公民都能够通过多种方式连入因特网,克服地理、语种和文化的限制,友好、多形式、迅速高效地在任何时间、任何地点获取人类的所有知识。""[1]这是关于数字图书馆的宣言。然而""数字图书馆""这个概念可以说是迄今为止图书馆领域歧义最多和解释最多的一个极其模糊的研究领域[2],其几乎所有的定义都可以商榷,每个人 "	QBXJ200600003
信息可视化	王威信:09573861|戴国忠:05967468	39	 	"<正>1概述信息可视化(Information Visualization)是当前计算机科学的一个重要研究方向,它是利用计算机对抽象信息进行直观地表示,以利于快速检索信息和增强认知能力。信息可视化最早出现在1989年美国计算机学会组织的重要国际会议""用户界面软件与技术""(UIST)的报告中[1],重点研究如何把抽象信息交互地、 "	QBXJ200600004
知识服务研究现状与关键领域	曾民族:11594379	30	 	"<正>知识服务已经成为众多行业和领域密切关注的热点课题,除了图书馆和信息服务业以外,教育、通信、金融、商业、管理咨询、工程咨询、健康医疗、中介服务等行业,都认定知识服务是未来发展的必然趋势,并着手向知识服务方向重新定位和设计。从发表论文数量上看,截至2005年11月3日统计,Google搜索引擎中篇名含有""Knowledge services""的文献为616篇,文中涉及""Knowledge services""内容 "	QBXJ200600005
信息服务评测体系研究	王知津:05971430|孙立立:08110010	65	 	"<正>面向21世纪的社会发展,开展全方位、多功能的社会化信息服务已成为我国各信息服务机构业务发展的主流[1]。在信息经济、信息技术飞速发展,网络环境瞬息万变的今天,为了能给国民经济各个部门提供更加准确、及时、有效的信息服务,开展对信息服务评测体系研究的回顾与展望是非常重要的。 "	QBXJ200600006
个性化信息服务研究综述	马红妹:12175793|罗威:12175792|刘士章:42002407	32	 	"<正>21世纪是知识经济飞速发展的信息时代,信息产业已成为第三产业的重要组成部分,在社会和经济发展中发挥着越来越重要的作用。在信息产业中,信息服务业是产业价值实现的渠道,在推进信息商品化和信息社会化过程中具有重要的意义,庞大的社会需求为信息服务工作的发展带来了前所未有的机遇和挑战。 "	QBXJ200600007
信息发布模式的发展	谢新洲:06261661|张春铭:14424322	21	 	"<正>信息被定义为事物（Thing）或记录（Record）,是自然界、人类社会以及人类思维活动中普遍存在的现象,是物质的一种普遍属性。具有可以记录、编码、存储、传递、加工、分享等基本特征。信息论的创始人香农从通信系统理论的角度把信息定义为用来减少随机不确定性的东西,是""在人们需要进行决策之际,影响他们可能的行为选择之概率的物质—能量的形式""[1]。就是说,信宿(信息接 "	QBXJ200600008
情报学研究趋势	肖勇:07570840	41	 	"<正>21世纪信息化浪潮正方兴未艾,知织经济已初现端倪,数字化、网络化已成为当前人类社会的时代特征。20世纪现代科技革命所产生的大科学时代""情报爆炸""的环境孕育和产生了情报学。那场以信息技术为先导的科技革命,或者说是""信息革命"",在自身纵深发展的同时,也推动着情报学向前发展,并赋予情报学以时代的特征。当前信息革命正在继续深入发展,面对21世纪的新形势,情报学研究呈现出了速度加快、综合增强、领域拓宽、内容深化、纵横渗透、恢宏交错、边缘扩展、分支密 "	QBXJ200400001
论信息构建	荣毅虹1:08707218|梁战平2:10337222	26	 	"<正>新千年伊始,风行于美国图书馆学和情报学界的""Information Architecture""(IA)研究热潮渐渐传入我国,国内情报学界迅速做出反应。2001年以来,投入到IA相应研究中的专家学者和研究生越来越多。然而从整体上看国内IA研究还处于起步阶段,IA的中文译名还没有完全统一。常见的译名包括:信息空间构建、信息构建、信息架构、信息建筑学、信息体系结构、信息结构学、信息结构、信息构筑、信息构筑体系结 "	QBXJ200400002
信息法学研究的回顾与进展	周庆山:06266380	39	 	"<正>1信息法学概述信息法学（Information Law Sciences）是一门新兴的交叉学科,是信息管理学与法学交叉的一个研究领域。在我国,张守文和笔者在1995年所著的《信息法学》一书中较早提出以信息法学为学科名称,并指出,信息法学是以信息法的现象及其规律为研究对象的一门社会科学[1]。作为信息法学研究对象的信息法是指调整人类在信息采集、加工、存 "	QBXJ200400003
知识组织与知识管理的综合研究	刘春茂:10008985|徐久龄:08929996|张辉:08916013|王琳:08917702|陆萍:08917568	29	 	"<正>近年来,在与情报学有关的信息管理的理论与实践中,新的热点研究课题频有出现。其中,知识管理与知识组织便是热点课题之一。1信息组织与知识组织的发展历程研究20世纪90年代初,美国信息研究所(The Institute for Information Studies)在其出版的《技术在信息时代的地位:把信息转为行动》中明确提出:""信息和知识正在取代资本和能源而成为能创造财富的主要资 "	QBXJ200400004
国内外思想库发展综述	侯经川:09013350|赵蓉英:10141193|邱均平:05965051	28	 	"<正>情报学产生于人类社会丰富的情报实践活动。《孙子兵法》以""知彼知己,百战不殆""这句名言一语道破了情报学的真谛。情报学就是告诉我们如何做到知彼知己的一门学问。虽然这门学问由来甚久,但作为一门正式的科学学科,它则产生于第二次世界大战之后,是战后知识、信息和文献""爆炸""的产物。由于知识爆炸使得人们对知识和信息进行管理超出了个人能够承受的极限,于是知彼知己活动就从个人行动中分离出来而 "	QBXJ200400005
情报检索技术与方法的研究综述	赖茂生:06263616	39	 	"<正>""情报检索""这个术语出现于20世纪40年代末,情报检索本身与实践结合极为密切,不仅是一门技术,也是情报学研究中的一个重要领域,更是情报学理论研究转化为实践生产力的必不可少的手段之一[1]。情报检索的涵义可以理解为""将情报按照一定的方式组织和存储起来,并根据用户的需要找出有关情报的过程""[2],简言之,情报检索是实现用户需求集合和情报集合匹配的过程,情报检索在技术实现上要求较高。自情报 "	QBXJ200400006
网络信息智能处理概述	王永成:09601264	31	 	"<正>1当今世界已是信息世界大家知道:信息乃是人类赖以生存的三大资源（绿色的农业资源、黑色的矿产资源与灰色的信息资源）之一和现代社会的三大支柱（材料、能源和信息）之一[1]。但在古代,游牧社会和农业社会,绿色的农业资源和土地则是人们重点争夺的对象。广阔的土地与丰富的绿色资源,曾使唐朝时的中国GDP雄占世界的75%,宋朝时占世界的60%,清朝在鸦片战争前乃占世界的 "	QBXJ200400007
武器装备情报研究定量分析方法及其应用	康崇禄:13573103	32	 	"<正>著名科学家钱学森在20世纪70年代末就指出:""高级一点的情报研究工作,实际上是一个综合的技术,这种综合技术就要用系统科学和系统工程的方法。""英国情报学家B. C.布鲁克斯说过:""情报学如果不实现定量化,它将是一堆支离破碎的技艺,而不会成为科学。""情报学既然如此,情报研究更是这样。情报研究是科学研究,科学研究有方法论问题。实验科学是通过实验,揭示事物的发展变化规律;理论科学是通过理论模 "	QBXJ200400008
数字图书馆元数据登记系统	张晓林1:13615420|梁娜2:08747856|曾蕾3:07999462|李广建4:06369751|刘炜5:22398249	26	 	"<正>1元数据登记系统的意义和作用元数据登记系统（Metadata Registry,MR）是对元数据的定义信息及其编码、转换、应用等规范进行发布、登记、管理和检索的系统[1～3],支持开放环境中元数据规范的发现、识别、调用以及在此基础上的元数据转换、挖掘和复用。 "	QBXJ200400009
概率信息检索理论的最新进展	康耀红:05979294	18	 	"<正>众所周知,因特网的快速发展和不断普及,为人们提供了一个巨大的全球化信息空间。面对不断增长的巨大信息量,急需解决的问题是如何使用户快速有效地通过因特网检索到自己需要的信息。而现在流行的各种搜索引擎都没有很好地满足这一需求,主要原因是这些搜索引擎的设计者缺乏从理论和技术方面进行基本的研究,导致他们设计的搜索引擎因效率低 "	QBXJ200400010
竞争情报的崛起和发展	包昌火1:06250414|张燕2:12170374|黄英3:13652625	65	 	"<正>竞争情报(Competitive Intelligence,CI)的崛起是国际情报界的一个重大事件,它顺应了世界经济的发展趋势,是人类社会在信息化基础上向情报(智能)化发展的重要征兆,将对全球的经济发展与社会进步产生重要的影响。1竞争情报的兴起出现于20世纪50年代、发迹于80年代的现代竞争情报,以1986年美国竞争情报从业者协会(Society of Competitive Intelligence Professionals, "	QBXJ200400011
洛特卡定律的研究		39	 	"<正>洛特卡定律(Lotka’s law)是与齐夫定律(Zipf’s law)、布拉德福定律(Bradford’s law)齐名的文献计量学三大基本定律之一。它描述了科技生产率、著者频率与论文数量之间的关系。洛特卡分布作为描述文献作者分布的一个计量学的经验定律,我们可以从多方面予以理解。在文献计量学方面,它是指在某一时期或某一主题 "	QBXJ200200002
内容简介		1	 	"<正>本书是一本对情报学和信息技术应用领域研究进展的年度评论,反映最近一个时期该领域研究所取得的成果。本书主要内容有:洛特卡定律的研究、社会信息学的形成与发展、国外因特网信息服务发展概述、国外信息查寻行为研究进展、网络环境下科学信息交流的研究、网络科技信息服务技术现状和发展趋势、数字图书馆的发展、XML技术和应用、元数据 "	QBXJ200200001
社会信息学的形成与发展		26	 	"<正>1前言社会信息学(Social Informatics)是一个比较新的学科术语,最早于1996年2至3月间在美国出现,由一些试图推进“计算机化(信息化)的社会方面问题”的研究学者们提出,其中包括P. Agre,J. Berleur,B.Dervin,A. Dillon和R. Kling等[1]。但是有关社会信息学方面的研究却在该术语出现的20多年前就已存在,它们分散在不同的学科领域并使用不同的名称,如计算机应用的社会影响、计算机通信研究、信息政策、计算机与社会、组织信息学、解释信息学等,但现在大多数人都认可将社会信 "	QBXJ200200003
国外因特网信息服务发展概述		33	 	"<正>因特网的出现,使得传统的信息服务结构发生了深刻的变化,一个以信息技术为主导因素的全新的信息服务概念展现在我们面前。综观全球形势,我们认为在因特网环境下,信息服务正在朝着信息集成服务、面向内容的服务以及个性化服务的重要方向发展。1信息集成服务 "	QBXJ200200004
国外信息查寻行为研究进展		23	 	"<正>1情报学的发展与认知科学的引入自1945年V.Bush发表《诚若所思》以来,情报学已走过半个多世纪的历程,回顾情报学研究的发展,我们可以大致刻画出一条以技术研究为主到多学科融合交叉研究的轨迹。情报学研究的重点最初放在对文献的表征上,重视信息系统的设计,检索技术的研究,但却相对忽视了对信息 "	QBXJ200200005
网络环境下科学信息交流的研究		17	 	"<正>著名传播学家、加拿大学者M.麦克卢汉在1967年出版的《媒介即信息》一书中将载体技术在信息交流中的作用论述得淋漓尽致[1]。尽管麦氏的某些观点有些偏激,但是,他从信息媒体技术的角度研究社会信息传播活动的发展这一思路的确具有十分深远的意义[2]。20世纪90年代以 "	QBXJ200200006
网络科技信息服务技术现状和发展趋势		40	 	"<正>1网络科技信息的分类和特点从信息处理的观点看,可以把网络科技信息进一步分成两个类型:事实型和数值型,如各种新闻和有关背景材料,各种宣传和广告材料等可称为事实型信息,最为常见的例子就是Web信息。产品或厂商信息是另一类事实型信息,它们是经过发布者精心组织的,面向特定的用户群的格式 "	QBXJ200200007
数字图书馆的发展		23	 	"<正>20世纪90年代以来,西方发达国家的图书馆开始向网络化、电子化和数字化的方向发展。它们借助通信网络和高新技术的发展优势,正在使图书馆的发展出现“质”的飞跃,电子化信息的检索与提供,已成为越来越普通的服务方式,以至出现了“无墙图书馆”、“数字图书馆”(Digital Library)和“虚拟图书馆”(Virtual Library)的概念,并正在逐步成为现实。 "	QBXJ200200008
XML技术和应用		26	 	"<正>可扩展标记语言(eX tensible Markup Language,XML)是一种基于SGML标准的简单灵活的语言,并已经得到W3C (World Wide Web Consortium)的认可,它代表着人们编写标准HTML的转变。与HTML一样,XML也源自SGML,是SGML的一个应用文档或限制格式,但不是一个固定格式,因而是“可扩展”的。XML实际上定义了一 "	QBXJ200200009
元数据研究		33	 	"<正>1元数据概况1. 1元数据的产生背景关于元数据的产生背景,从目前检索到的有关资料来看,主要有两种观点:第一种观点,是从网络信息资源检索的角度来看。当前,网络信息资源组织的一种重要方式是搜索引擎,如Excite、AltaV ista、Yahoo等,它们 "	QBXJ200200010
Z39.50标准、协议及应用		28	 	"<正>1什么是Z39. 501. 1 Z39. 50标准和协议Z39. 50包括Z39. 50标准和Z39. 50协议。Z39. 59标准的名称是《信息检索:应用服务定义与协议规范》。Z39. 50协议是Z39. 50标准规范的一种信息检索协议,更具体地说,Z39. 50协议是“在分布式网络环境下, "	QBXJ200200011
附录:网络信息查寻相关缩略词		13	 	 	QBXJ200200012
情报学基础理论研究进展	汪冰1:10930490|岳剑波2:06272073	30	 	"<正>情报学是一门非常年轻的学科。一般认为它以V.Bush 1945年发表的著名论文《诚若所思》(As We May Think)为开端,迄今仅50余年历史。即使把起源向上追溯到P.Otlet和La Fontaine创立国际目录学会(国际文献工作联合会前身)的1895年,也不过短短一个世纪。而""情报学""一词的最早使用者,据耶鲁大学法学院著名学者F.R.Shapiro考证,是1958年在英国成立的情报科学家协会(the Institute of Information Scientists, "	QBXJ200000001
情报学的知识化趋势	王知津:05971430|李德升:08107647	22	 	"<正>情报学经历了50多年的发展,已经初步建立起自己的理论体系。尤其从80年代开始,各国普遍重视情报学的基础理论研究,对情报的定义、属性、功能、相关概念以及情报学的哲学基础、研究对象、研究方法、相关学科等作了广泛而深入的探讨。由于各国理论环境与实践环境不同,从而形成了不同的流派,如前苏联米哈依洛夫的交流体系、英国布鲁克斯的知识吸收体系、美国萨拉塞维克的通信体系、美国约维兹的决策体系、日本北川敏男的技术应用体系等。国内情报学界在立足国内实际、借鉴国外理 "	QBXJ200000002
情报学研究的认知观点	邹永利:41996440|细野公男:41996441	25	 	"<正>1情报学的研究传统情报学诞生以来已走过近半个世纪的历程。虽经无数学者的不懈探索和努力,但情报学的一些基本问题仍尚待解决,抑或说还未能向学术界有力地阐明情报学的研究领域。情报学在发展过程中与信息技术形成的特殊关系,使其在信息技术无处不在并主导社会潮流与发展的泛信息技术时代的今天,发生了更深刻的身份危机。情报学研究者们为求生存而从未间断过的努力变得愈加不能松懈,也愈加艰苦。回顾情报学的研究传统可以发现,自产生之日起,情报学就一直以研 "	QBXJ200000003
网络计量学的研究	徐久龄:08929996|刘春茂:10008985|刘亚轩:41996442	30	 	"<正>网络化信息资源的全球流通,使一门新型的网络信息计量工具应运而生了,这就是——网络计量学。这门科学不仅涉及到了当前因特网上普通数字信息的计量方法,同时也针对传统文献计量学在网络信息计量上的欠缺与不足提出了崭新的变革方式。1什么是Webmetrics Webmetrics是一个复合词,它是由web和metrics两个词构成。Web在英语中有网、蛛丝、环球网等解释,我们所讨论的万维网(World Wide "	QBXJ200000004
图书情报学对传播学的引进与融合	张锦:09646406	18	 	"<正>传播学是一门研究人类社会信息传播现象的新兴学科,正式形成是在本世纪四五十年代。尽管如此,图书馆学、情报学仍然很早就意识到传播学与自己的特殊关系,并从中得到启迪。一般认为较早引入传播学理论的是谢拉,他的社会认识论以及由此引出的信息交流说,直接借鉴了传播学的相关原理。这一过程几乎与传播学的孕育与产生同步。80年代以来的图书情报学研究,对于传播问题的探讨呈现出日益深入、广泛的趋势。 "	QBXJ200000005
国外情报检索语言与自然语言检索	曹树金:05981335	16	 	"<正>情报检索技术的不断发展和应用,使情报检索中的语言保证问题呈现许多新的热点。对于我国近期的情报检索语言和自然语言检索研究,已有一些文献作过综述[1～3],有鉴于此,本文拟就国外情报检索语言和自然语言检索研究的进展,利用所能获得的资料,择要予以介绍。1分类法的电子化和叙词表的自动生成 "	QBXJ200000006
宽带时代信息服务业的技术动向和模式展望	曾民族:11594379	41	 	"<正>亚洲经济危机给信息产业带来了不同程度的影响,唯信息服务业一枝独秀,因特网经济节节攀升。国内外业内人士对因特网经济的超速发展有不同见解,一种观点认为因特网经济是泡沫经济,变化莫测,是当代经济的不确定因素。因特网股市时落时涨的现象支持了这种观点。另一种观点则针锋相对,认为因特网经济初出茅庐,方兴未艾,生长势头可望继续上升到道琼斯指数40 000点,而今天只不过刚突破10 000点,也就是说,仍 "	QBXJ200000007
万维网网络信息资源搜索引擎的研究	夏旭:05968022|方平:07485251	24	 	"<正>谁也未曾想到,信息高速公路的浪潮正以排山倒海之势迎面扑来,引发了一场以因特网为龙头的二次社会信息革命,特别是以Web技术为代表的信息传递和以万维网网络搜索引擎为主体的网络检索工具的迅猛发展推动了因特网在各个领域的广泛而深入的应用,从而制造了一个又一个热点话题,如远程医疗、远程教育等。尽管因特网进入中国的历史很短,还不到5年,但其发展相当迅速,""三金工程""和随后而来的""八金工程""奏响了中国信 "	QBXJ200000008
网络环境下信息产品知识产权保护问题	王征荣1:41996443|霍忠文2:11354441	22	 	"<正>进入90年代以来,以数字化技术、计算机技术和通信技术为核心的信息技术的高速发展,使得建立开放的、高速传送的电子信息网络——信息高速公路成为现实。随着信息高速公路的发展以及应用的普及,大量数字化信息的传播不仅极大地改变人们的社会经济活动,也给人们的知识创新提供了前所未有的方便条件。同时,也对现行的知识产权制度,特别是对版权制度带来新的问题。为使公众能够广泛浏览和使用信息高速公路上大量有价值的 "	QBXJ200000009
信息产业历史发展与管理研究	于清文:12428112|姜富渠:41996444	36	 	"<正>本文拟从历史唯物主义的观点出发,研究中国及世界上一些国家信息产业的历史发展与管理,揭示中国信息产业发展中的问题,提出加强信息产业管理,促进中国信息产业发展的对策。1信息产业信息产业有着深刻的内涵和广阔的外延。它涉及到国民经济、社会发展以及人们生活的各个方面,涉及到一切劳动和生活过程。 "	QBXJ200000010
CIO研究综述	霍国庆:13619058	32	 	"<正>CIO是Chief Information Officer的缩写,译为信息主管,也译作首席信息官员或总信息师。美国权威的""CIO""杂志是这样定义CIO的[1]:""CIO是负责一个公司（或企业）信息技术和系统的所有领域的高级官员。他们通过指导信息技术的利用来支持公司的目标。他们具备技术和业务过程两方面的知识,具有多功能的观念,常常是将组织的技术调配战略与业务战略紧密结合在一起的最佳人选。CIO监督技术的获取、实施以 "	QBXJ200000011
社会情报(智能)的理论、应用及其对发展中国家的意义		28	 	"<正>1993年,国际信息科技领域最具权威的综述性连续出版物《信息科学技术年度评论》(Annual Review of Information Science and Technology,通常简称为ARIST)第28卷发表了“Social Intelligence”一文[1],这个事件可以看作是一个里程碑,它将已有几十年实际应用历史的Intelligence概念带进了信息科技理论最重要的 "	QBXJ199800001
情报学研究新的理论范式——领域分析		22	 	"<正>1情报学最新范式:领域分析1. 1情报学研究的新角度情报学研究情报与情报交流这一十分广泛的社会现象,对这一现象有不同的研究角度,由此形成情报学研究的不同范式或学派。文献[1]按理论基础、研究对象和范围、对相关学科的借鉴、研究方法、应用目标等标准将情报学理论划分为6大流派,分别是 "	QBXJ199800002
