篇名	作者	页数	关键词	摘要	filename
艺术院校图书馆阅读推广策略探究——以沈阳音乐学院为例	刘纪刚:10946208	6	阅读推广; 阅读倾向; 阅读分析; 艺术院校图书馆;	"[目的/意义]探究艺术院校图书馆阅读推广策略,为艺术类高校图书馆的阅读推广提供参考。[方法/过程]调查分析沈阳音乐学院图书馆读者的阅读数据和近5年馆藏资源利用情况,阐述艺术院校读者阅读的基本特征。[结果/结论 ]艺术院校图书馆应密切结合读者阅读倾向和特点,有针对性地完善阅读推广策略,提高读者阅读质量和水平,包括引入读者参与资源建设、强化对读者的阅读引导、加强信息素养教育、搭建读者展示平台、加大数字资源推广力度。 "	PTSQ201902015
图书馆服务宣传方式创新研究——照片引谈法及其优化	朱易佳:10622822|李田章:14256481|黄雪琪:25460762	5	照片引谈法; 服务宣传; 高校图书馆;	"[目的/意义]创新图书馆服务宣传方式,以改善读者被动接受信息的地位。[方法/过程]通过实例,对照片引谈法流程进行阐述,分析其应用于图书馆宣传工作的可能性,并进行优化。通过实证研究,选取七项服务,对比照片引谈法宣传前后的使用情况。[结果/结论 ]结果显示,优化的照片引谈法能够改变读者在宣传中的被动接受地位,使读者主动发现信息,呈现良好的宣传效果。 "	PTSQ201902016
“互联网+”时代公共图书馆读者活动形式创新的思考——基于广西图书馆的实践	朱新理:22947867	5	公共图书馆; 读者活动; 形式创新;	"[目的/意义]在互联网+时代,公共图书馆开展""互联网+""读者活动对于实现公共图书馆自身的服务功能与社会公益价值具有重要的意义。[方法/过程]在介绍广西图书馆读者活动实践概况和经验的基础上,提出相关思考。[结果/结论 ]提出""互联网+""时代公共图书馆读者活动形式的创新方法:利用""互联网+""打造活动品牌、深入基层开展读者活动、推广电子图书、开展馆际读者活动、开展针对年轻人的活动。 "	PTSQ201902017
《旧唐书·经籍志》所录《韩诗序》三题	吕冠南:34059261	4	《旧唐书·经籍志》; 《韩诗序》; 《韩诗》; 经学;	"[目的/意义]《旧唐书·经籍志》在著录《韩诗》著作时,提到了""卜商序"",亦即认为《韩诗序》是由孔子高足卜商所撰,然此说缺乏依据。本文旨在对《韩诗序》进行推究。[方法/过程]通过考察书志著录与文献徵引情况,对《韩诗序》的成书时间、学术渊源、传播形态等三方面进行考察。[结果/结论 ]第一,《韩诗序》由《韩诗》学派的后学撰成于隋唐之交;第二,《韩诗序》主要的学术渊源应为东汉时代的《韩诗章句》与《韩诗谱》;第三,在唐代的知识界,《韩诗序》的传播形态有两种:既有散入诸篇之首的散编本,又有攒集序文为一体的二卷合编本。 "	PTSQ201902018
侯康《补三国艺文志》的著录特点与缺失——以史部所收书籍为例	田雨:31450575	4	《补三国艺文志》; 侯康; 史部;	"[目的/意义]作为清代补史艺文志发展时期的代表之作,侯康的《补三国艺文志》借鉴乾嘉学者考史的方法,运用辑考体的编制原则,极大丰富了补史艺文志的内容,在清代补史艺文志的发展中起到了重要的作用。[方法/过程]通过文献目录、辑佚等文献学方法,对侯康《补三国艺文志》史部所收书籍的著录特点与缺失进行总结。[结果/结论 ]侯康《补三国艺文志》著录特点主要有:标明材料出处;辑佚内容丰富;分类趋于细密;案语考证详尽。但是,侯《志》著录也有缺失,主要表现为提要或详或略、材料运用不当、归类不尽合理与书籍缺收误收。 "	PTSQ201902019
《图书情报研究》2019年扩版启事		1	 	"<正>为进一步增加刊物容量,缩短稿件从录用到发表的时滞,《图书情报研究》自2019年起再度扩版,版面由96页增扩至128页,我们将在扩版的同时,继续努力提升刊物的整体质量。热忱欢迎广大作者投稿。本刊以广大图书、情报、档案工作者和图书情报学、档案学专业师生为主要读者对象,坚持""百花齐放,百家争鸣""方针,注重理论性与实践性相结合、微观性与宏观性相结合、探索性与指导性相结合、学术性与可读性相结合、普及性与提高性相结合,致力于为学术研究搭建一个新的交流平台,着力打造学术精品。 "	PTSQ201902020
卷首语		1	 	"<正>2018年,注定要成为中国图书馆事业历史画卷中浓墨重彩的一笔。这一年,全国各地各界都在学习贯彻党的十九大精神,图书馆界也不例外。坚定文化自信,推动社会主义文化繁荣兴盛,建设社会主义文化强国,成为这个时代的最强音。图书馆作为一个国家、一个民族最重要的文化符号,其文化价值和社会地位已大幅度提升。公共图书馆在文化大发展大繁荣背景下渐入佳境:公共图书馆法实施,掀开了法治化新篇 "	PTSQ201901001
专题:图书馆事业法治化 前言		1	 	"<正>图书馆法是近代图书馆事业发展的产物。公共图书馆立法对于公共图书馆的发展具有十分重要的作用,主要体现在两个方面:一方面是保障作用。19世纪后半叶在英、美等国出现的图书馆,被认为是近代意义的公共图书馆。近代意义的公共图书馆具有三大特点:一是向所有读者免费开放;二是经费来源是地方行政机构的税收;三是设立和经营必须有法律依据。立法不仅为图书馆设立提供了基本依据,也为图书馆的发展提供了经费等多方面的保障。另一个方面是推动作用。有了立法,为图书馆 "	PTSQ201901002
图书馆事业法治化:环境、模式与道路	柯平:08152097	10	图书馆事业; 法治化; 图书馆法; 图书馆治理;	"[目的/意义]在全面依法治国背景下,图书馆事业进入到法治化新的历史时期,需要对传统的模式做出变革,形成新的法治化模式,本文旨在通过研究和分析提出我国图书馆法制化建设的相关措施和建议。[方法/过程]从国家和图书馆事业多个层面分析图书馆事业的法治化环境,构建以""政府——图书馆——社会""为核心的图书馆事业法治化模式,然后就图书馆事业法治化道路提出相关措施与建议。[结果/结论]认为图书馆事业法治化道路建设要从以下六个方面着手:以《公共图书馆法》为基础,建立和健全图书馆事业法律体系;推进地方图书馆事业立法,提高立法质量;完善《公共图书馆法》的配套制度,适时修订《公共图书馆法》;推进高校图书馆立法,推进各类图书馆制度化设计;法治化的关键在于法律实施;加强法制教育,培育法治精神。 "	PTSQ201901003
《公共图书馆法》专家解读综述	裘爽:39293788|奚悦:39293789|孙慧云:37766071	9	《公共图书馆法》; 《公共文化服务保障法》; 公共图书馆事业;	"[目的/意义]《公共图书馆法》是党的十九大后出台的第一部文化立法,也是公共文化领域继《公共文化服务保障法》后的又一部非常重要的法律。这一法律颁布后,图书馆界专家学者从各个不同角度对《公共图书馆法》进行了解读,本文对《公共图书馆法》专家解读的现状予以综述。[方法/过程]梳理出在《公共图书馆法》立法和解读中做出重要贡献的专家,分主题对他们的观点进行综述。[结果/结论]《公共图书馆法》专家解读可划分为以下主题:《公共图书馆法》产生的过程和意义、《公共图书馆法》与《公共文化服务保障法》的关系、《公共图书馆法》的基本理念、主要内容、主要特点,以及如何宣传、贯彻实施《公共图书馆法》。 "	PTSQ201901004
我国公共图书馆立法历程述略	李京胤1:38853031|张海梅2:28413689|白庆珉3:08924959	9	《公共图书馆法》; 公共图书馆事业; 立法过程;	"[目的/意义]《公共图书馆法》于2018年1月1日开始实施。这是我国通过的第一部公共文化专门法律,具有里程碑的历史意义。本文按照时间脉络对《公共图书馆法》立法历程进行梳理,对立法从无到有进行系统化总结。[方法/过程]从五个阶段对其进行述略:酝酿准备阶段、研究起草阶段、调研修改阶段、公开征求意见阶段、审议通过阶段,列举并分析立法过程中的标志性事件,串联出整个立法进程。[结果/结论]《公共图书馆法》的制定历经多年,是社会各界专业人士共同努力的结果,其诞生顺应了时代的要求,并从理论、机构、业务等多个层面体现其专业性,是我国图书馆事业取得的里程碑式进步。 "	PTSQ201901005
中国图书馆事业法制史编年	贾东琴1:36867030|牛佳宁2:39293790|柯平2:08152097	9	图书馆事业; 法制史; 编年;	"我国图书馆事业法制到20世纪初才有发端,大体上可分为清末、民国时期、改革开放前和改革开放以后几个主要时期。这一编年通过发展史的纪年方法,列举影响图书馆事业法制化的重要事件、重要人物和重要著作,包括全国性重要立法事件和地方重要立法事件。 "	PTSQ201901006
《孙子》“知胜”情报思想及现代启示	周京艳:33424521|黄裕荣:23976707|刘如:31818810|李梦辉:33152234	6	《孙子》; “知胜”; 情报工作;	"[目的/意义]《孙子》是我国古典情报理论的源头。正确认识其情报思想有助于理解我国的情报基础理论,有利于中国情报学的重构,也有利于今天情报工作的开展。[过程/方法]分析《孙子》""知胜""情报思想的具体内涵,阐述""知胜""情报思想对今天情报工作的启示。[结果/结论]""知胜""具有""预知胜负""、""全知全胜""、""以智取胜""之意,三者构成了《孙子》独特的情报体系,对当今情报工作中人与技术的冲突、工作人员的素养、工作目标与对象的确定等具有参考意义。 "	PTSQ201901007
基于“微课”的高校图书馆微阅读服务研究	高霏霏:38151769	6	微阅读服务; 微课; 高校图书馆; 阅读推广; 专业阅读;	"[目的/意义]通过对微阅读相关文献分析发现,微阅读服务的开展是基于图书馆和读者双方的各自需求,充分调动图书馆和读者双方面的主动性,实现微阅读服务的实用性与有效性。[方法/过程]在阐述微课的内涵及类型的基础上,以教师成长微课所呈现的富有艺术感的阅读方式,应用于图书馆微阅读服务中,将其称为""基于微课的阅读"",从结构、内容、推广三个方面设计基于微课的阅读服务表现形式,并通过构建""基于微课的阅读""的整体模型,明确基于微课的阅读服务流程及图书馆馆员在服务各阶段中的角色定位。[结果/结论]""基于微课的阅读""所实现的微阅读服务促进了多媒体馆藏资源的融合,其参与主体之间的互动对创新性开展阅读推广活动具有重要意义。 "	PTSQ201901008
基于微信公众平台的图书馆预约占座流程设计	胡敏:10623974	5	公共图书馆; 微信公众平台; 座位管理; 预约占座;	"[目的/意义]基于微信公众平台设计图书馆座位预约管理系统,从根本上解决读者抢占座位而引起的阅读学习秩序混乱问题,从而促进图书馆有限座位资源得到合理分配。[方法/过程]从微信公众平台运行模式入手,根据微信公众平台运行原理设计图书馆微信预约占座流程架构及运行功能模块。[结果/结论]读者通过该平台可以实现选座、续座、离座等操作,有利于增强读者阅读体验,提高图书馆座位资源管理服务能力。 "	PTSQ201901009
2017国际图联年度报告(节录)	张裕:41083300	6	 	 	PTSQ201901010
2018-2022 LIBER发展战略:研究型图书馆在数字化时代推动知识可持续发展	石志松:34936566	5	 	"<正>序LIBER是欧洲研究型图书馆的主要联络组织,汇集了来自超过40个国家的420多家图书馆。此联络组织的成功运作是欧洲研究环境发展的一个重要因素。我很高兴能为""2018-2022LIBER发展战略:研究型图书馆在数字化时代推动知识可持续发展""作序。制定该战略的过程是激动人心的,我们广泛利用了LIBER执行委员会的广博知识与LIBER图书馆强大的关系网络。 "	PTSQ201901011
美国高校图书馆的服务转型与发展——CLSEP2018访学报告	陆燕1:41201618|卢章平2:07783528	6	高校图书馆; 转型发展; 教学支持; 服务创新;	"[目的/意义]以""美国伊大中国图书馆员交流项目""(CLSEP)为契机,全面了解美国高校图书馆和公共图书馆的管理、战略规划、教学支持和服务创新,以期对中国高校图书馆的转型与发展有一定的借鉴和启示。[方法/过程]将现场调研、访谈讨论、讲座培训、实地演示嵌入到美国高校图书馆的服务情景中,在观念、理念层面强烈的思想碰撞形成了实践层面的思考。[结果/结论]从管理理念、教学支持、服务创新等三个方面,系统、全面地梳理美国高校图书馆的理念和实践,研究我国高校图书馆的转型与发展如何适应我国高等教育发展的形势,引发了多层面、多视角的思考。 "	PTSQ201901012
国内社会科学研究中知识图谱应用现状分析	"李杰1,2:28589520|李慧杰3:07659930|陈伟炯1,2:08562390|郑文江4:32158956"	8	知识图谱; 科学计量; 知识网络; 社会科学; CiteSpace; CSSCI;	"[目的/意义]全面揭示科学知识图谱理论与方法在我国社会科学领域的应用现状和特征。[方法/过程]以中文社会科学引文索引(CSSCI)中收录的653篇科学知识图谱的文献作为研究样本,通过CiteSpace等相关工具对社会科学领域知识图谱的应用趋势、高频施引与被引期刊、作者、研究热点的演化以及知识基础进行分析。[结果/结论]结果显示,自知识图谱方法被引入到我国以来,在社会科学领域增长迅速。知识图谱的作者、期刊以及核心文献主要集中在以图书情报和文献计量为主的领域中。知识图谱研究主题起点和核心仍然位于文献图谱的相关领域,近期在教育和大数据等领域应用较多。 "	PTSQ201901013
基于文本聚类与情感分析的群租房微博舆情量化研究	李泉1:38461956|李萌1:15180645|成洪权2:37541543|蒋林秀1:41201619|肖舒婷1:41068430|王極可3:41201620	9	群租房; 社会舆情; 文本聚类; 情感分析;	"[目的/意义]作为城市化进程中的""顽疾"",群租房屡禁不止,群租房引发的社会问题层出不穷。这一系列问题引发了微博热议,群租房微博舆情文本分析有助于获悉群租房存在的问题,从受众角度探讨政府群租房治理成效。[方法/过程]利用网络大数据爬取与分析技术,以群租房为研究对象,通过文本聚类分析与情感分析,进行热点评估,补充现有文献中忽视的群租房治理舆论研究。[结果/结论]研究发现,微博网民对群租房话题的关注明显呈波动趋势,讨论话题主要包括群租房产生的社会问题、政府对群租房的整治行动评价以及透过群租房现象折射出的中低收入群体的焦虑感。大多数微博网民在舆论场中的情感趋势为负面,认为有必要对群租房展开治理。本文的创新之处在于分析政府治理群租房所面对的舆论环境,并将其可视化呈现,为政府深入了解民情,制定适应民意的政策作铺垫。 "	PTSQ201901014
作者关键词集的文献计量分析——以图情学科为例	袁润:45728048|李莹:07771934|王婧怡:24014461	6	文献计量; 关键词集; 词频; 共现网络; R语言;	"[目的/意义]以图情学科为例,探索作者关键词集的特征,为这一层面的知识挖掘提供一个新的视角。[方法/过程]提出作者关键词集的概念,以图情领域的18种CSSCI源刊10年内的全部论文为研究对象,采用R语言编程技术,生成作者关键词数据集,包含作者发文量、关键词总量、关键词种数、低频关键词占比、中频关键词占比、高频关键词占比、Top关键词、关键词集的相似度、关键词共现网络参数等,探索作者关键词集的词频、相似性比较和共现网络。[结果/结论]图情学科作者的关键词特征为低频关键词占比较高,高频关键词占比较低,相对分散。同时指出作者关键词集能够表征作者研究主题和兴趣,借助作者关键词集相似度指标,可以构建作者共现网络,而作者关键词共现网络中心性指标可以揭示作者研究领域、研究主题或研究方向。 "	PTSQ201901015
京津冀高校产学研专利合作网络结构演化特征研究	高粱洲1:37630769|唐恒2:22854735|刘桂锋1:26191208	10	京津冀高校; 产学研; 专利合作; 社会网络分析;	"[目的/意义]揭示京津冀地区高校专利合作网络结构特征演化的过程,反映京津冀地区高校合作专利发展现状,为京津冀地区的资源配置及相关政策的制定提供科学的决策支持。[方法/过程]以京津冀高校近32年申请的发明专利为研究对象,运用社会网络分析法绘制京津冀地区所在高校与企业、科研院所及高校之间的产学研专利合作网络,分析网络形态特征、合作频次、网络整体结构特征与节点中心性的演化情况。[结果/结论]京津两地高校以及能源领域央企集团对京津冀产学研专利合作产生的作用很大,河北高校的中介作用很弱。针对这一演化特征,建议加强企业创新主体地位,激发中小企业的自主创新能力;加强创新链与产业链对接,促进京津冀创新成果转化;发挥京津两地高校与科研院所对河北的创新辐射作用;积极促进河北高校与京津两地高校的协同发展。 "	PTSQ201901016
基于关联数据的学科电子档案资源聚合框架的构建	刘竟:22121429|吴玲玲:36694890	7	学科电子档案; 聚合框架; 关联数据; 学科建设;	"[目的/意义]在双一流建设和信息化建设的背景下,实现学科电子档案资源有效聚合有助于提高学科建设工作效率,引导学科发展。[方法/过程]通过简述学科电子档案和资源聚合相关概念,梳理资源聚合的范围内容和资源间的语义关系,并确定合适的资源聚合方式和工具,构建了基于关联数据的学科电子档案资源聚合框架。[结果/结论]框架包括资源层、语义关联描述层、关联数据创建层、关联数据聚合层以及应用服务层五个层次,可用于引导学科电子档案关联数据的创建与发布、指导基于关联数据的学科电子档案资源聚合的进行以及促进基于关联数据的学科电子档案资源聚合平台的设计与实现等,有助于布局将来的学科发展方向。 "	PTSQ201901017
《历代赋汇》所见《全宋文》失收赋作考	侯倩:24380667	6	《历代赋汇》; 《全宋文》; 佚赋;	"《全宋文》在纂修过程中曾参考过《历代赋汇》,但仍有遗珠。通过查考《历代赋汇》,可以补辑七篇《全宋文》未收的两宋赋作。其中《全宋文》已著录作者宋太宗、范仲淹两则,未著录作者王孝友、葛澧、曹组、王阮、张■五人5篇,并对作者及作品进行初步考证,以供学界采择。 "	PTSQ201901018
《全元文》已收作家佚文补目354篇	陈开林:35156674	9	《全元文》; 元代作家; 辑佚;	"作为有元一代的断代文章总集,《全元文》的编纂意义重大,成就显著。然而,存在的不足之处也毋庸讳言,其中,作家作品漏收的情况也比较严重。通过爬梳载籍,发见《全元文》已收作家106人,佚文354篇。限于篇幅,兹条列佚文篇目和出处,以备参考。 "	PTSQ201901019
一部古代文史治学经验的学术论著——《艰辛与欢乐相随——周勋初治学经验谈》读后	王建江:31238820	4	治学经验; 周勋初; 学术价值; 文史; 书评;	"《艰辛与欢乐相随——周勋初治学经验谈》一书作为作者研治古代文史的经历回顾与经验总结之作,着笔治学经历实际,集经历背景、述证思辨与经验感悟于一书,编排科学,布局合理,博约得当,自成体系。该书用语质朴,笔调从容,兼具学术性与通俗性,显示了独具特色的学术价值与个性特色。 "	PTSQ201901020
《图书情报研究》2019年扩版启事		1	 	"<正>为进一步增加刊物容量,缩短稿件从录用到发表的时滞,《图书情报研究》自2019年起再度扩版,版面由96页增扩至128页,我们将在扩版的同时,继续努力提升刊物的整体质量。热忱欢迎广大作者投稿。本刊以广大图书、情报、档案工作者和图书情报学、档案学专业师生为主要读者对象,坚持""百花齐放,百家争鸣""方针,注重理论性与实践性相结合、微观性与宏观性相结合、探索性与指导性相结合、学术性与 "	PTSQ201901021
2018美国图书馆协会白皮书	Kathy S.Rosa:39376949|赵小兰:39376950	10	 	"<正>报告摘要2017年哈佛哈里斯关于美国犯罪与安全的民意调查报告指出,选民将医疗保健、经济和就业,恐怖主义和国家安全列为目前美国面临的最重要问题。当面临不确定问题时,人们向可信赖的机构(比如图书馆)寻求帮助,获取可靠的信息资源。Pew研究中心指出,越来越多的人认为图书馆员可以帮助他们找到他们可以信任的信息,大多数人认为图书馆提供了一个工作和休闲的安全场所。图书馆和图书馆员使人们能够接触尖端技术,找到终身 "	PTSQ201802001
我国政府数据开放状况评价分析	 	8	大数据; 政府开放数据; 政府开放平台; 层次分析法; 评价指标;	"[目的 /意义]评价分析我国政府数据开放状况,以便能更好地利用政府公共数据,为我国政府开放数据工作的下一步开展提供参考。[方法 /过程]通过建立评价体系,使用层次分析法从数据层面、开放平台以及开放数据政策三个方面的十个指标对我国的北京、上海、浙江等九个省(市)地区的开放平台及网站开放状况进行评价研究。[结果 /结论 ]研究结果表明,目前贵州、上海、浙江等地区在开放数据上已经取得了一定的成绩,但仍存在数据资源整合乱,平台建设没有统一标准以及相关政策不完善等问题,针对这些问题提出了一些可行性的建议。 "	PTSQ201801002
我国政府开放数据门户网站绩效分析	时秀晶1:38773591|马海群2:05964571	9	政府开放数据; 门户网站; 大数据; 绩效分析;	"[目的 /意义]从用户角度出发,针对我国国情,构建""平台""、""数据""、""使用""3个一级指标、16个二级指标的评估框架,旨在系统地对开放数据门户网站的绩效进行分析,以期对相关领域研究有所帮助。[方法 /过程]引入基准线法、标杆法、功效系数法等多种绩效打分方法,根据评分细则对14个样本网站打分排名。[结果 /结论 ]排名前三的地区分别是上海、北京、青岛,且各地区网站发展不均衡,用户实际使用率不高,网站整体建设尚不完善,数据开放质量、数量等有待提高。 "	PTSQ201801003
涉军网络舆情安全评估指标体系研究	陈建敏:33429066|余遵成:34423281	8	涉军网络舆情; 安全评估; 指标体系; 理论基础; 信息空间模型;	"[目的 /意义]对涉军网络舆情安全评估指标体系理论基础问题进行研究,以期为涉军网络舆情安全评估实际工作和理论研究提供参考。[方法 /过程]在界定""舆情安全评估""的概念和分析舆情评估指标体系涵义的基础上,分析涉军网络舆情面临的主要风险,明确涉军网络舆情安全评估的方法和程序。然后,引入信息空间模型(I-space),分析涉军网络舆情信息在编码维、抽象维、扩散维三个维度上的特征。在此基础上,提出涉军网络舆情安全评估指标体系设计的基本思路、原则和方法。[结果 /结论 ]提出涉军网络舆情安全评估指标体系的内容构成,分为五个一级指标(准则层):发布者指标、受众指标、激体指标、本体指标和传播指标,若干二级指标(子准则层)、三级指标(最底层)。 "	PTSQ201801004
微博谣言传播网络研究	王晗啸:36093067|蔡培:38767368	7	微博; 谣言; 社会网络分析; 传播网络;	"[目的 /意义]研究微博谣言传播的共同特征及其发展规律,可以为相关机构提供决策依据,对微博谣言的治理与干预程序化、常态化有重要意义。[方法 /过程]采用社会网络分析法,构建微博谣言传播网络,结合该方法的相关指标与微博的特征,从连通性、凝聚性、距离等维度对传播网络展开分析。[结果 /结论 ]以""年薪十二万加税""谣言为例,通过数据采集与结果分析发现:同一主题下微博谣言传播路径会因一部分同时参与了多条微博转发的用户而相连接;单条谣言传播网络的结构具有一定的共性特征,可归纳为单点爆发式、多点触发式以及多点连爆式。在具体的舆情策略制定上,不应采取简单的一刀切,而是要对不同结构的微博谣言传播网络采取差异化的应对措施,进而实现微博谣言的精准治理。 "	PTSQ201801005
扎根理论视角下人文学科用户服务需求实证研究	王珏:13959900|卢章平:07783528|周金元:08091830	7	扎根理论; 用户需求; 特色馆藏; 人文学科;	"[目的 /意义]探索高校人文学科用户的信息需求与服务需求。[方法 /过程]采用访谈法收集16位江苏大学赛珍珠文献资源中心用户的需求信息,运用扎根理论归纳出19个范畴和4个主范畴。[结果 /结论 ]结果显示:馆藏资源需求、空间需求、科研服务需求以及互动合作需求是人文学科研究者最主要的4个服务需求,据此提出3个改进策略,分别是优化特色馆藏的收集及组织,提供个性化科研服务以及建设学习空间、促进交流与合作。 "	PTSQ201801006
《古籍特藏破损定级标准》缺失及对策思考——以复旦大学馆藏明别集破损调查为例	李玉娥:38767369	4	复旦大学图书馆; 明别集; 古籍破损; 《古籍特藏破损定级标准》;	"[目的 /意义]为文化部发布的《古籍特藏破损定级标准》的进一步修改提供依据。[方法 /过程]实际调查复旦大学图书馆所藏明别集的破损状况,并据此指出《古籍特藏破损定级标准》的诸多缺失,如缺少对包角破损,书口严重开裂,磨损,撕裂,水渍、墨渍、油渍破损等的定级,举出实例一一进行剖析。[结果 /结论 ]提出进一步完善《古籍特藏破损定级标准》、古籍破损定级应该与古籍修复工作量相结合、古籍破损定级应该考虑古籍的修复成本等解决对策。 "	PTSQ201801007
2011～2015年国内情报学领域专利研究现状——基于9种情报学CSSCI期刊论文的分析	唐恒1:22854735|孙莹琳2:37340370	9	情报学; 专利; 文献计量;	"[目的 /意义]探究近年来我国情报学领域专利研究的现状。[方法 /过程]选取9种情报学CSSCI期刊2011~2015年发表的论文作为统计分析的对象,利用文献计量学方法从期刊分布、论文数量年度分布、机构分布、基金分布、高频关键词、研究方法与工具、高被引论文、论文互引、高被引作者和机构等角度统计分析。[结果 /结论 ]基于统计数据,总结出国内情报学领域专利研究的现状:期刊分布悬殊明显;研究处在调整期;研究主体多元化;专利分析方法与分析工具丰富。研究热点主要集中在对新兴产业开展专利情报分析和比较、竞争态势分析、竞争对手分析、技术路线、技术演进以及技术预测研究,专利计量,专利合作与协同创新,核心专利识别与挖掘研究等几大领域。针对这一研究现状,对未来国内情报学领域专利研究提出几条建议:国内情报学期刊应当加大对专利情报研究的关注度;尝试更多创新研究设计;避免可视化工具的滥用;突破传统的专利资源,充分运用专利周边关联数据。 "	PTSQ201801008
我国反恐情报研究可视化分析	梦非:37835249	8	反恐情报; 社会网络分析; 聚类分析; 多维尺度分析;	"[目的 /意义]从宏观上掌握我国反恐情报的研究现状,明确当前及未来一段时间的反恐情报的工作重点,力争为未来的反恐行动提供决策参考。[方法 /过程]在抓取605篇反恐文献题录的基础上,运用SATI软件和新版CNKI自带的计量可视化功能对高频词条做初步量化统计。进而基于共词分析和社会网络分析的原理和方法,对反恐情报研究中的关键词进行共现网络分析、中心性分析、聚类分析和多维尺度分析。[结果 /结论]我国的反恐情报研究在2013年以后才进入爆发期,研究起步较晚。也因此,研究人员之间的合作体系还未充分形成。同时,目前我国反恐情报研究的重点已从学习、解读美国反恐情报工作的进展,逐渐转向开展符合我国反恐情报工作特点的情报、机制、对策等研究。聚类分析的结果显示依托国际化合作打击恐怖主义、利用大数据获取反恐情报已成为热点研究话题及未来反恐情报研究的重要趋势。 "	PTSQ201801009
“211”高校图书馆英文网站现状调查及思考	朱易佳:10622822	5	高校图书馆; “211”高校; 英文网站; 网站建设;	"[目的 /意义]反映目前我国""211""高校图书馆英文网站建设现状,分析存在的问题,针对高校图书馆英文网站的总体建设提出建议,为高校图书馆英文网站建设工作提供参考。[方法 /过程]根据教育部官方网站公布的""211工程""学校名单,逐一对112所""211""高校的图书馆英文网站建设情况进行全面调查。[结果 /结论 ]""211""高校图书馆的英文网站开通率仅为43.8%,且已开通的英文网站在栏目设置和维护上存在一些问题。针对存在的问题进行综合分析,强调高校英文网站建设的重要性,从服务对象、功能定位、栏目设置及展现方式、版面设计和语言组织等几方面提出建议。 "	PTSQ201801010
郑樵文献辨伪的原则与特点	毛天宇:32852563	5	郑樵; 文献辨伪; 《通志》; 校雠略;	"[目的 /意义]郑樵所编撰的我国历史上一部通史巨著——《通志》中汇集了大量文献辨伪方面的知识,研究《通志》中所体现的文献辨伪的原则与特点,可为当今文献辨伪工作的丰富与发展提供借鉴意义。[方法 /过程]通过对《通志》""校雠略""中郑樵关于文献目录、辨伪理论等文献鉴辨成果的分析,总结出郑樵在鉴辨文献时始终遵循的一些基本原则和特点。[结果 /结论 ]郑樵的文献辨伪理论与实践中贯穿着""孤证不立""、""信以存信""、""端正考风""的辨伪原则,其文献辨伪具有实事求是的精神,无成见,不讥评。其辨伪工作体现四个显著特点:善于总结伪说的形成规律、注重运用历史主义方法、注重""明文字""与""明六经""、坚守求真尚实的科学态度。 "	PTSQ201801011
读韩国学者李炳官等《中国语言学史》	董艳艳:11260848	7	《中国语言学史》; 语言学; 汉学; 韩国; 李炳官; 书评;	"[目的 /意义]2014年,四川出版集团巴蜀书社出版了雷汉卿、胡翠月翻译的韩国学者李炳官、金铉哲、李圭甲、金爱英、朴圣镐五位教授共同撰写的《中国语言学史》。这部书是目前国外学者所撰写的关于中国语言学史的通论性著作和教材。本文分析该书的价值,为语言学、汉学领域相关研究人员提供参考。[方法 /过程]通过与国内同类著作和教材的比较,从多个角度对该书进行分析和评价。[结果 /结论 ]李炳官等撰写的《中国语言学史》一书学术价值体现在四个方面:一是研究方法有所创新,主要包括编写体例的创新、教材特征鲜明、列表和比较等新方法的运用;二是成果介绍涉及面广,补充了一些国内同类著作中较少提及的内容,对台湾、香港以及国外的研究成果较为关注,论及一些被国内著作所忽略的语言学家或语言学著作;三是对语言学家和语言学成果的评价较为中肯,能够立场鲜明地指出其优缺点;四是具有学术创新精神,主要体现在该书的研究具有前瞻性,指出中国语言学史研究的有关课题,同时有些章节的设计颇具学术研究价值。 "	PTSQ201801012
《鲁迅全集》版本述略	蔡彦:10744861	7	《鲁迅全集》; 版本;	"[目的 /意义]全面梳理国内外《鲁迅全集》版本的发展历程。[方法 /过程]1938年,鲁迅先生纪念委员会首次出版《鲁迅全集》(20卷本),多次重印和再版。由于时间仓促,难免遗珠,后来出版有三编《〈鲁迅全集〉补遗》。建国后,1956~1958年,人民文学出版社出版了10卷本的《鲁迅全集》。从1956年到文革结束前出版的《鲁迅全集》,虽在设计排版上各有不同,但内容基本延续了1956年版的风貌。文革以后,人民文学出版社开始对《鲁迅全集》进行重新编辑,""增补不足,修正错讹"",于1981年出版了16卷本,2005年又出版了18卷本。1981年版出版后,台湾谷风出版公司、台湾风云时代出版公司和日本东京学习研究社以它为基础出版了各自的《鲁迅全集》。[结果 /结论 ]国内《鲁迅全集》的出版,大致可按新中国的建立为界限划分为两个时期。2011年长江文艺出版社出版的《鲁迅大全集》(33卷本),是迄今为止最新的一个版本。除日文版外,海外没有真正意义上的《鲁迅全集》,都是选集。 "	PTSQ201801013
