篇名	作者	页数	关键词	摘要	filename
内含四棱台空腔电磁辅助转印印戳的力学模型	于庆民:09117989|陈福荣:39429360|周红磊:34888113|余旭东:10205560	11	 	"转印是柔性可延展电子器件制备的重要手段,而对印戳与元件界面作用力的调控是转印技术的关键.本文提出了一种内含四棱台空腔结构的电磁辅助转印印戳并建立了该印戳的力学模型.在交变电磁场作用下,印戳上部的磁性薄膜发生凹凸变形并通过空腔内封装的液体传递给底部的柔性薄膜,从而改变印戳底部空腔缺陷处的压力大小,实现对印戳和电子元件间作用力的调控.力学分析表明,该印戳在转印过程中底部开口空腔缺陷处压力变化的大小随着电磁驱动压力的增大而增大,而随着薄膜弹性模量、薄膜厚度、薄膜的边长比的增大而减小.印戳薄膜边长比、厚度、弹性模量越小,对转印越有利. "	PZKX201806009
基于PDMS衬底的可延展柔性倒F天线设计	何鱼:39429361|刘毅:10169411|杨银堂:00001302	10	 	"近年来物联网的快速发展带动可穿戴领域迅速崛起,体域网的出现对可穿戴设备的无线收发提出了新需求:在生物医疗应用中要求收发天线能够适应拉伸弯曲形变.传统天线制作在刚性衬底上,不具有柔性,而且天线在拉伸条件下发生形变,工作频率迅速变化导致性能退化,难以满足柔性系统的需求.本文针对此类需求,在柔性衬底PDMS材料上设计了一款可延展柔性倒F蓝牙天线,通过辐射臂曲流形走线和地平面的分割设计,天线的可延展柔性得以实现.仿真结果显示,设计的天线在保证工作频带完全覆盖蓝牙频段的条件下,X轴向上可做到最大20%的拉伸,Y轴向上可做到60%的拉伸,同时可承受最小曲率半径为8 mm的弯曲. "	PZKX201806010
柔性微型无机发光二极管的瞬态传热分析	"殷亚飞1:38497641|崔赟1:34637437|李宇航1,2:34637438|邢誉峰1:06307744"	9	 	"集成在柔性衬底上的微型无机发光二极管(microscale inorganic light-emitting diodes,μ-ILED)能够承受拉、弯、扭等载荷,可以实现与人体组织直接集成,可作为一种新型光学探测器应用于人体健康监测和临床医学诊断.但这种电子器件在工作时会发出大量的热,器件的传热特性成为应用的重要问题.本文采用分离变量方法针对具有轴对称形状柔性μ-ILED瞬态传热过程建立了理论和有限元仿真模型,得到了系统温升随时间和空间坐标的变化规律,理论预测结果得到了有限元仿真的验证.通过理论模型,讨论了μ-ILED与封装层/衬底材料面内尺寸之间比值对正常工作下柔性μ-ILED温升的影响关系,这些结果能够预测基于柔性μ-ILED的微小体征探测器的发热过程,对其热管理及相应的散热设计具有一定的指导意义. "	PZKX201806011
征稿简则		1	信息科技	"<正>简介:《中国科学:信息科学》(英文名称:SCIENTIA SINICA Informationis)是中国科学院和国家自然科学基金委员会共同主办、《中国科学》杂志社出版的学术刊物.本刊力求刊载信息科学领域最高学术水平的中文文章,及时报道计算机科学与技术、控制科学与控制工程、信息与通信工程、微电子与固体电子学等领域基础与应用研究方面的原创性成果,推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版. "	PZKX201806012
编者按	张敏灵1:28312736|周志华2:08722027	2	信息科技	"<正>在大数据时代,人工智能已成为信息技术发展的核心推动力,深刻影响并改变着人类科学研究、经济社会、日常生活的诸多方面.国务院2017年7月印发《新一代人工智能发展规划》,强调抢抓人工智能发展重大战略机遇、带动国家竞争力整体跃升和跨越式发展;美国白宫2018年5月宣布组建人工智能特别委员会,整合联邦政府最高级别的研究部门优势、完善联邦政府在人工智能领域的投入.随着信息技术向智能化、泛在化方向不断发展,人工智能研究在基础理论、方法技术、应用系统等层 "	PZKX201805001
大规模分类任务的分层学习方法综述	胡清华1:28840286|王煜1:08900973|周玉灿1:32291801|赵红1:08903828|钱宇华2:08454095|梁吉业2:08408575	14	 	"分层分类是一种利用数据类别间层次结构关系进行分类的任务,可以高效地组织和处理大规模数据.近些年来,在这个受到越来越多关注的领域中涌现出许多重要的工作.本文介绍分层分类的定义,并按照不同种类的问题解决策略,对大规模分层分类任务中的几个基本问题的研究进行总结.首先,给出层次结构的形式化定义.其次,分别阐述如何设计分层评价指标、如何构建层次结构、如何利用层次结构信息进行特征选择、如何利用层次结构信息训练分类器以及如何面向层次结构设计停止机制,并介绍具有代表性的相关工作.最后,对大规模分层分类任务进行总结,并展望未来可能的研究方向. "	PZKX201805002
资源受限的深度学习:挑战与实践	吴建鑫:08043666|高斌斌:39247741|魏秀参:31719108|罗建豪:37672472	10	 	"深度学习近年来取得了突出进展,然而,深度学习模型需要占用大量的与计算相关的资源,同时其学习过程需要大量的数据与标记,因此目前深度学习领域的一个热点是降低其对计算和数据资源的渴求,即研究资源受限的深度学习.本文首先分析深度学习对资源的渴求及其导致的挑战,然后分别从数据、标记、计算资源受限3个方面对目前的研究进展简要描述,并以我们在计算机视觉领域的研究实践为例进行较详细的介绍. "	PZKX201805003
基于概念器的深度神经网络模型	钱光武:39247742|张蕾:08744622|王炎:08737127	10	 	"近年来,深度神经网络,亦被称为深度学习,在机器学习方法主导的各个领域都取得了重大的突破.虽然经过训练的深度神经网络具有卓越的性能,但是整个训练过程却十分耗时,即使借助高性能计算设备,也需要数日甚至数周的训练时间.概念器作为回音状态网络的延续和发展,可以理解为描述神经动态活动模式的过滤器,是一个强大的时序数据处理工具.为了解决上述问题,基于对原始概念器模型的改进,本文在深度神经网络的非迭代方法和迁移学习两个方面分别做了一些工作.具体来说,(1)提出了针对非时序数据的概念器分类器,并在此基础上提出了一种非迭代方法前馈卷积概念器神经网络,通过在MNIST变集数据集上的实验测试了前馈卷积概念器神经网络的分类性能,不仅达到了同类方法的最高水平,而且极大地降低了训练时间;(2)提出了一种基于概念器的快速概念器分类器,在数据集Caltech-101和Caltech-256上,测试了快速概念器分类器结合预训练且不再微调的深度神经网络的表现,不仅在性能上超越了同类方法的最高水平,而且训练时间平均减少到原有的1/60. "	PZKX201805004
标记分布学习与标记增强	"耿新1,2:26161836|徐宁1,2:06620257"	10	 	"本文主要介绍了标记分布学习和标记增强的相关概念及算法.标记分布学习是一种新型机器学习范式,传统的单标记和多标记学习都可以看做是该范式的特例.标记分布学习将不同标记对示例的重要程度用标记分布来显式刻画,已经在多个应用领域中取得很好的效果.然而,现有的多数数据集中却仅具有简单的逻辑标记而非完整的标记分布,因此无法直接应用标记分布学习.为解决这一问题,可以通过挖掘训练集中蕴含的标记重要性信息,恢复出每个示例的标记分布.我们将原始逻辑标记提升为标记分布的过程定义为标记增强.本文给出了标记分布学习和标记增强的形式化定义,介绍了典型标记分布学习和标记增强算法,并对这些算法进行了分析讨论. "	PZKX201805005
基于深度学习的场景文字检测与识别	白翔:07582131|杨明锟:39247743|石葆光:35318206|廖明辉:39240249	14	 	"场景文字检测与识别是一种通用文字识别技术,已成为近年来计算机视觉与文档分析领域的热点研究方向.其被广泛应用于地理定位、车牌识别、无人驾驶等领域.相对于传统的文档文字检测和识别,场景文字在字体、尺度、排布、背景等方面变化更加剧烈,深度学习技术也由于卓越的性能成为该领域的主流方法.本文主要回顾了作者基于深度学习在此领域取得的代表性成果,并对此领域未来研究趋势进行了展望. "	PZKX201805006
非对称行人重识别:跨摄像机持续行人追踪	郑伟诗1:24172587|吴岸聪2:34659041	19	 	"行人重识别是实现跨摄像机场景大范围追踪行人的关键技术,利用该技术可以把行人的碎片化多场景轨迹连接起来.本文首先回顾了行人重识别的发展,列举了目前行人重识别研究的主要难点和挑战.然后进一步介绍了作者所在研究团队针对行人重识别发展的非对称度量学习理论,及基于非对称度量理论和思想所开展的面向开放性行人重识别的非对称行人重识别建模.与现有用于行人重识别的度量学习算法相比,现有算法通常忽略了摄像机特征变化的特性,而非对称度量的优点是可以学习具备建模不同视域特点非一致性能力的特征变换.非对称建模除了应用在一般的行人重识别问题上,还可以应用在跨模态行人重识别、低分辨率行人重识别、基于属性与图像匹配的行人重识别、无监督行人重识别和不完整行人重识别等问题上.最后,本文讨论了行人重识别未来的发展. "	PZKX201805007
基于非平行语料的双语词典构建	张檬:34879023|刘洋:45684033|孙茂松:08823738	10	 	"在进行跨语言自然语言处理时,缺少双语资源是非常棘手的问题,而这在语言资源匮乏的场景下是非常普遍的.此时,利用好非平行语料中蕴含的翻译知识变得更为重要.由于语料不平行,从中获取翻译知识意味着小数据、无监督学习,因此极具挑战,而取得的结果通常是双语词典的形式.这既是人工智能领域重要的学术问题,也在语言资源匮乏场景有着巨大的应用价值.本文针对前人研究中存在的问题,介绍一系列工作,从各个角度探索如何更好地利用非平行语料构建双语词典. "	PZKX201805008
基于约束的神经机器翻译	熊德意1:32622753|李军辉1:09886805|王星1:30599961|张飚2:39247744	15	 	"神经机器翻译是近几年出现并快速发展的一种深度学习驱动的新型机器翻译模式,目前已成为机器翻译学术和工业界广为接受的主流技术.本文总结了我们在神经机器翻译方面的工作,特别是在各种信息和知识约束条件下提出的一系列神经机器翻译模型和方法,具体包括隐变量约束的变分神经机器翻译模型、单词与短语级统计机器翻译译文推荐与约束模型、源端句法结构约束模型.除此之外,本文也对神经机器翻译未来发展进行了初步思考和展望. "	PZKX201805009
脑影像智能分析	张道强:08087341|朱旗:08058785|郝小可:37975222|邵伟:37727344|王明亮:39247745|黄嘉爽:39247746|黄硕:39247747	14	 	"近年来,""脑科学计划""吸引了各国政府和公众的广泛关注.脑影像技术是研究脑科学的重要工具之一,然而由于脑影像数据所固有的高维度、多模态、异构和时变等特性,对其进行快速有效分析是当前研究的热点之一.在本文中,首先简要介绍脑影像分析的基本方法,接着回顾作者及其团队近几年在多模态影像数据融合、脑网络构建及其分析、脑影像基因关联分析、脑影像校准等方面的工作,并重点介绍在脑疾病早期诊断以及脑解码领域的应用. "	PZKX201805010
征稿简则		1	信息科技	"<正>简介:《中国科学:信息科学》(英文名称:SCIENTIA SINICA Informationis)是中国科学院和国家自然科学基金委员会共同主办、《中国科学》杂志社出版的学术刊物.本刊力求刊载信息科学领域最高学术水平的中文文章,及时报道计算机科学与技术、控制科学与控制工程、信息与通信工程、微电子与固体电子学等领域基础与应用研究方面的原创性成果,推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版. "	PZKX201805011
中国科学:信息科学(月刊)		1	信息科技	"<正>定位:发表信息领域最高学术水平的中文文章,包括计算机科学与技术、控制科学与控制工程、信息与通信工程、微电子与固体电子学等领域的理论、工程技术和应用研究方面的原创性成果.推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版.栏目:评述、论文、快报、学术介绍.检索:被《中文核心期刊要目总览》、《中国科学引文数据库》、《中国期刊全文数据库》、《中国科技论文与引文数据库》、《中国数字化期刊群》等收录. "	PZKX201805012
编者按	戴国忠1:05967468|刘正捷2:06515994|史元春3:08823571|华庆一4:09097276|田丰1:11992441	2	信息科技	"<正>自电子计算机诞生之日起,人机交互便随之而来.它是指人与计算机之间使用某种对话语言,以一定的方式,为完成任务而进行的信息交换过程.人机交互的主要媒介——用户界面,从早期的穿孔纸带发展到命令行界面,再发展到基于WIMP范式的图形用户界面.图形用户界面从20世纪80年代到现在主导了用户界面几十年.然而,随着各种新型交互设备的出现,图形用户界面所固有的离散、精确、单通道的问题逐渐突出,基于连续、模糊、多通道的自然用户界面取得了较大的进展.基于""深度学习""方法的围棋应用Alpha Go,连续击败了国际顶尖的围棋职业选手,引发了广泛的社会讨论.同 "	PZKX201804001
智能时代人机交互的一些思考	"范俊君1,2,3:37725386|田丰1,2,3:11992441|杜一4:30875357|刘正捷5:06515994|戴国忠1:14552765"	15	 	"在信息技术迅猛发展的背景下,人工智能的爆发及在诸多行业的成功应用再次引发人们对计算机全方位为人类服务的美好想象.然而,作为人与计算机之间信息沟通的桥梁和以人为中心指导系统开发的方法论,人机交互没有得到应有的同步发展,其瓶颈效应日益彰显.究其原因,可以归纳为以下两点:一是没有吸取好历史的发展经验;二是智能时代下应用场景的变化导致新的需求,对人机交互提出了巨大的挑战.本文回顾了人机交互的发展历史,重点讨论了人机交互的发展模式、心理学模型、交互界面、交互设计原则和研究框架等多个核心问题,并总结了当前人机交互出现的重要思想理论,提出在智能时代下对人机交互未来发展必要的讨论和思考. "	PZKX201804002
面向智能时代的人机合作心理模型	"刘烨1,2:09646901|汪亚珉3:23214278|卞玉龙4:36915329|任磊5,6:15090179|禤宇明1,2:09646954"	14	 	"最近10年,人工智能和人机交互研究突飞猛进,在学术界和产业界都掀起了热潮.不管是突破人工智能的瓶颈,还是实现和谐、自然的人机交互,都迫切需要符合人类认知机理和心理规律的人机交互心理模型.建构面向智能时代的人机合作心理模型,不但可以解释、模拟和预测人类的行为,而且可以指导相应的智能系统和人机交互设计.本文回顾和总结了以往的人机交互模型和认知计算模型,基于最近10年的实验证据和研究发现,试图拓展和深化已有的认知模型,建构面向智能时代的人机合作心理模型,为智能时代的人机交互研究提供理论基础. "	PZKX201804003
实物用户界面:起源、发展与研究趋势	"米海鹏1:23179537|王濛1:27403079|卢秋宇1:33779831|徐迎庆2,1:28334792"	16	 	"实物用户界面是一种新型的人机交互界面范式.通过实物对象与数字信息的耦合,实物用户界面允许用户通过抓握、移动、组装等自然的操作方式对数字信息进行操作.结合机电驱动等新兴技术,实物用户界面也可以通过自主移动、形状改变等方式,将数字内容的变化在真实世界中产生物理反馈.在诸多领域中,包括信息可视化、日常办公、教育与娱乐,以及支持创意创作等方面,实物用户界面都具有巨大的应用潜力.本文对实物用户界面的研究发展做了较细致的梳理,介绍了实物用户界面的起源及发展、理论框架、实现技术及应用领域等几方面,并展望了这一研究领域未来的发展趋势. "	PZKX201804004
智能时代的人机交互范式	"张小龙1,2:29615727|吕菲3:11118800|程时伟4:23430152"	13	 	"本文首先介绍范式的含义,然后讨论人机交互领域中范式这一概念的使用.以人机交互领域最有影响力的WIMP范式为例,讨论界面范式所包含的主要成分,并在此基础上分析了目前主要的智能系统的界面的特点和不足.最后本文提出了针对智能系统界面设计的RMCP界面范式,强调智能系统界面设计需要考虑系统的角色(role)、交互模态(modal)、交互命令(commands)和信息展示方式(presentation style)这几个基本因素. "	PZKX201804005
普适计算环境中用户意图推理的Bayes方法	"易鑫1,2,3:30700819|喻纯1,4,2,3:08185243|史元春1,4,2,3:08823571"	14	 	"本文阐述了通过Bayes方法来预测用户交互意图的建模方法过程和推理过程.在自然交互界面上,用户不再是严格地通过离散明确的交互操作完成交互,而是通过连续、非确定的多模态数据表达交互意图.在解释用户的交互意图时,既可以使用""黑盒子""的机器学习方法,也可以利用""白盒子""的基于用户行为建模的方法.后者中的用户建模,其本质是通过计算的方法来刻画用户的行为能力,对于理解用户意图和探索自然交互的计算原理具有重要的科学意义.文章回顾了近年来人机交互研究中主要采用的智能算法,向读者厘清不同方法之间的差别,并通过我们实验室的具体研究工作展示用户建模的方法和Bayes推理的建模方法过程和推理过程. "	PZKX201804006
多通道人机交互信息融合的智能方法	"杨明浩1:21909103|陶建华1,2,3:11607992"	16	 	"本文首先简要回顾了认知科学在单通道信息加工及多通道信息融合方面的假定;其次,介绍了计算机科学在多通道信息融合方面相对于单通道信息处理增强的理论模型及实验验证.在各通道特征能够同时获得并统一表示的前提下,多通道人机交互信息的融合可以转化为分类或者回归问题求解.对于实际的交互系统,目前的多通道信息融合技术除了依赖单通道信息识别的准确性外,还依赖于交互系统设计的合理性.最后通过一个多通道信息融合的人机交互的实例,讨论了目前多通道交互系统的缺陷,并给出多通道人机交互信息融合智能方法未来的一个突破方向. "	PZKX201804007
面向人类智能增强的多模态人机交互	王党校:06311997|郑一磊:39104262|李腾:26695239|彭聪:14003965|王丽君:36026867|张玉茹:06308819	17	 	"人机和谐是人机交互的理想境界和永恒追求.近年来人工智能的蓬勃发展使得机器智能不断进步,引发了对于人类智力造成挑战的担忧.能否利用多模态人机交互技术实现人类智能的训练和强化,是人机交互研究的新命题.神经可塑性研究成果表明,人类的核心认知能力,如注意力控制能力、工作记忆容量等,有望通过视听觉交互任务、触觉交互任务、经颅电磁刺激、脑机接口等技术进行训练和强化.本文通过剖析虚拟现实系统的沉浸感、交互性、想象性的本质优势,结合工程控制论思想,提出面向人类智能增强的视听触觉多模态有机融合的人机交互机制.通过构建可控认知负荷、及时生理反馈、双向体脑交互的新型人机交互系统,探索基于Hebbian learning可塑性机制的智能增强方法.该研究将为揭示和认识人脑神经可塑性机制提供新的研究工具,同时将促进新型人机交互的硬件设备和软件方法研究,并将在个性化教育、神经康复、特种职业认知能力强化等领域产生应用价值. "	PZKX201804008
基于语义三角形的自然人机交互模型	"刘胜航1,2:24797548|陈辉1,2:28847976|朱嘉奇1,2:36630100|武汇岳3:30566345|熊金泉4:30481034|王宏安1,5,2:09573853"	9	 	"随着认知科学与移动计算技术的发展与应用,如何构建与评估自然用户界面成为越来越重要的问题.为此,本文在分析了自然人机交互主要特征的基础上,指出了自然语言的使用及其语义理解的重要性,借用语言学的语义三角形模型,提出了基于语义三角形的自然人机交互模型.该模型诠释了自然人机交互场景下,人与计算机之间信息流转与理解过程.最后,基于该模型给出了自然性、连续性和易学性3个评估要素的评估思路. "	PZKX201804009
基于Bots的人机交互界面范式	 	10	 	"以聊天机器人为代表的Bots带动了以用户为中心的全新交互体验.基于多通道自然语言交互的Bots不再依赖于桌面的图形环境,源于桌面隐喻的传统WIMP(windows,icon,menu,pointor)范式也不再适用于基于Bots的人机交互,因此需要建立一种新的支持移动交互的界面范式来规范界面的描述.为此,本文对化身隐喻(avatar metaphor)进行扩展,提出了基于化身交互隐喻的ASLI(avatar,scenario,language,instrument)界面范式,并给出了基于ASLI范式的界面实例和交互框架,为基于Bots的人机交互系统提供了界面设计的指导.最后,讨论了未来ASLI范式的平台化发展趋势和衍生的生态系统. "	PZKX201804010
征稿简则		1	信息科技	"<正>简介:《中国科学:信息科学》(英文名称:SCIENTIA SINICA Informationis)是中国科学院和国家自然科学基金委员会共同主办、《中国科学》杂志社出版的学术刊物.本刊力求刊载信息科学领域最高学术水平的中文文章,及时报道计算机科学与技术、控制科学与控制工程、信息与通信工程、微电子与固体电子学等领域基础与应用研究方面的原创性成果,推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版. "	PZKX201804011
中国科学:信息科学(月刊)		1	信息科技	"<正>SCIENTIA SINICA Informationis定位:发表信息领域最高学术水平的中文文章,包括计算机科学与技术、控制科学与控制工程、信息与通信工程、微电子与固体电子学等领域的理论、工程技术和应用研究方面的原创性成果.推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合,月刊,每月20日出版. "	PZKX201804012
结合影子障碍物和ORCA模型的人群仿真方法	"何高奇1,2:21774598|江东旭1:35179021|金祎1:30162686|陈琪1:17711547|卢兴见1,3:37170427|徐明亮4:26274347"	15	 	"人群仿真已经成为疏散演练、安全监控等重要应用领域的关键支撑技术,但是复杂的个体心理、个性特征,以及个体间的相互影响对人群仿真的真实感提出了挑战.本文从用户的安全心理特征和运动速度特征出发,研究个体在拐角处的运动轨迹和避碰行为的真实感.首先,将影子障碍物模型分别转化为ORCA(optimal reciprocal collision avoidance)半平面和期望速度,分别提出了两种影子障碍物和ORCA模型的结合方法.然后,通过提出影子障碍物的手动生成方法,处理任意角度的拐角以及一些非封闭墙面的情况.基于上述方法,融合行为模拟和物理模拟技术,提出基于速度的人群仿真框架,并对复杂场景以及大规模人群进行实验分析.最后,将上述方法应用在地铁站环境的复杂场景,并采用Unity3D引擎进行真实感渲染,在仿真效果和计算效率两方面与现有的社会力模型进行比较.实验结果表明,本文提出的结合影子障碍物和ORCA模型的人群仿真方法计算效率高、真实感强,具有较好的应用前景. "	PZKX201803001
基于深度相机的三维人脸迁移	陆炎:33908952|张和东:38901538|刘利刚:29173499	13	 	"本文提出一套具有普适性、高效性的三维人脸迁移系统,能够简单、快速地实现带有纹理的三维网格角色模型之间的面部迁移.主要特点是对大部分三维角色均有很好的迁移效果.使用网格Laplace进行迁移面部的几何变换和变形保证几何细节的相似性,使用Poisson图像融合与色差优化技术结合的方法保证面部纹理色调的一致性和平滑过渡.配合人脸迁移系统搭建一套基于深度相机的自动人脸三维扫描系统,可自动快速重建出带有高清纹理贴图、较规整的三维人脸网格.较之前的工作,主要贡献是将人脸迁移对象从二维图像提升到三维模型,并且两个系统无缝衔接,形成了一套自动化程度很高的三维人脸迁移应用. "	PZKX201803002
一种鱼眼视频全景拼接中的亮度补偿算法	"黎吉国1,2:38901539|王悦3:06263839|张新峰4:38123198|马思伟3:22304053"	13	 	"随着鱼眼相机逐渐成为全景视频的主要采集设备,面向鱼眼图像的高效全景拼接技术也得到越来越多的关注.为了解决镜头间亮度差异造成的拼接视频质量下降的问题,本文提出了一种基于非均匀采样直方图的亮度补偿算法.该算法根据全景图像在不同纬度空间采样率变化的特点对相邻图像的重叠区域进行非均匀采样,构成统计直方图,通过直方图匹配实现图像间的亮度补偿.此外,考虑到图像亮度分布对拼接图像质量的影响,本文根据重叠区域图像亮度直方图提出了一种新的自适应基准图像选择方法,基于该方法得到的基准图像可以有效提高全景视频的质量,该方法充分考虑了鱼眼镜头的畸变特性,不要求拼接的图像之间精确配准,能够适应不同的光照条件.实验表明,本文提出的算法在保证全景视频质量的同时,有效地降低了亮度补偿的复杂度,从而可以应用于基于鱼眼镜头的全景实时视频拼接系统. "	PZKX201803003
面向手机网页的大规模WebBIM场景轻量级实时漫游算法	"刘小军1,2:08962389|贾金原1:17501481"	19	 	"当今,使用手机网页来访问大规模建筑环境逐渐被人们所追求.BIM(building information modeling)是新一代智能建造的核心技术.本文以其主流格式IFC(industry foundation classes)作为输入数据格式,提出一套面向手机网页的大规模Web BIM场景实时漫游算法.与图形学领域的可视化程序相比,该方法不只注重可视化渲染时的面片级处理,更是在遵从建筑语义的前提下,以建筑构件为单位,对大规模Web BIM场景进行轻量化处理.方法主要从构件实例冗余、构件及空间混合索引、多粒度数据动态装/卸载策略3方面对场景数据量、组织结构、动态数据管理进行优化,并集成到原型系统.实验表明本文方法的去冗比例达70%左右,原型系统的FPS能保持在30左右,内存损耗约400 MB,能较稳定、流畅地在手机网页上进行大规模Web BIM场景的实时漫游. "	PZKX201803004
SDN网络测量技术综述	张恒:21019423|蔡志平:20332351|李阳:20712052	22	 	"近年来,随着网络规模的不断扩大,结构和功能日趋复杂,网络流量快速增长,各种新型网络应用不断出现,对传统网络的配置、运行和管理提出了严峻挑战.软件定义网络(software defined networking,SDN)作为新兴的网络架构,较好地适应了各种网络应用的需求.在SDN网络中进行测量任务能及时了解、监控和掌握网络状态,是优化网络结构、改善网络服务质量、实现网络故障诊断和恢复的重要手段.本文对SDN网络测量技术进行综述,研究网络性能测量中的延迟测量、丢包测量和带宽测量等方面以及网络流量测量等相关技术,从设计理念、测量方式、测量对象、技术特点,以及优缺点等方面做了详尽的描述.文章最后进行了总结并对未来工作进行了展望. "	PZKX201803005
新一代软件定义体系结构	吕平:24318761|刘勤让:17417509|邬江兴:05972655|陈鸿昶:17500125|沈剑良:29100333	14	 	"体系结构在信息系统中起着举足轻重的作用,不仅决定了系统的功能和性能,而且决定了系统的效能和安全,因此,体系结构直接决定着信息系统的先进性.本文在介绍体系结构概念的基础上,对体系结构的发展进行了归纳总结,分析指出体系结构刚性是当前信息系统灵活性和高效能无法兼备的问题本质,提出了以软件定义互连和软件定义节点为特征的新一代软件定义体系结构,基于软件定义体系结构实现了Web服务、口令字恢复和图像识别3种典型系统,对比测试表明,软件定义体系结构系统较传统通用系统性能提升29.4～344.5倍,效能提升13.7～315.4倍,证明了软件定义体系结构的高灵活性和高效能. "	PZKX201803006
支持可扩展的在线社交网络数据放置方法	"周经亚1,2,3:34765302|樊建席1:24051100|王进1:25268814"	20	 	"在线社交网络的兴起吸引了越来越多用户的加入,面对数以亿计的用户量,如何以一种可扩展的方式存储用户数据已成为社交服务提供商和学术界共同关注的热点问题.目前广泛采用的分布式键值存储通过Hash方法将用户数据随机放置在不同的存储服务器上,这种方法会导致数据中心内部巨大的通信量,不利于社交网络的扩展.本文针对社交网络中用户交互的特点,提出一种社交图划分与数据复制相结合的数据放置方法;进一步考虑数据中心网络拓扑,针对具体拓扑结构,设计数据放置算法,并分别讨论了算法对社交网络规模的增量调整以及分布式实现.在真实数据集上的比较实验结果表明本文所提出的算法能够有效降低社交网络数据中心内部通信量,增强其可扩展性. "	PZKX201803007
移动通信中基于LCR-DSR技术的信道参数估计算法分析与改进	姜胜园1:37376291|华惊宇1:11637529|卢为党2:28266498|周凯1:17671271|徐志江1:09405936	10	 	"本文分析以及优化一种采用双采样率(double sampling rate,DSR)技术的信道参数联合估计算法.论文首先对基于电平通过率(level crossing rate,LCR)的Doppler频移估计算法进行分析,所采用的分析度量是均方误差(mean square error,MSE).其次,将分析得到的MSE与信道采样间隔之间的关系用于优化所研究的算法.最终论文的分析表明最优信道采样间隔可以获得更好的Doppler频移和信噪比(signal-to-noise ratio,SNR)估计性能,这一点也在仿真中获得了证实.仿真结果显示优化后的算法具有最优的估计性能. "	PZKX201803008
征稿简则		1	信息科技	"<正>简介:《中国科学:信息科学》(英文名称:SCIENTIA SINICA Informationis)是中国科学院和国家自然科学基金委员会共同主办、《中国科学》杂志社出版的学术刊物.本刊力求刊载信息科学领域最高学术水平的中文文章,及时报道计算机科学与技术、控制科学与控制工程、信息与通信工程、微电子与固体电子学等领域基础与应用研究方面的原创性成果,推动信息科学技术发展,搭建理论与技术应用的桥梁,促进与各学科、各行业的交叉融合.月刊,每月20日出版. "	PZKX201803009
基于忆阻器模拟的突触可塑性的研究进展	"张晨曦1,2,3:37629080|陈艳1,2,3:11470916|仪明东1,2,3:25399085|朱颖1,2,3:17280833|李腾飞1,2,3:36912811|刘露涛1,2,3:38624931|王来源1,2,3:33939830|解令海1,2,3:21763888|黄维1,2,3,4,5:10542186"	28	 	"随着数据信息的迅速膨胀,现代基于von Neumann架构的计算机正面临着严峻的挑战,像人脑一样能够对信息进行学习、记忆和灵活处理的智能计算机是未来计算机发展的方向和目标.人脑几乎控制着人类所有复杂的生命活动,大脑神经元间的信息传递依赖于名为""突触""的结构,其突出特点——突触可塑性是学习与记忆的重要分子基础,因此突触仿生和突触可塑性模拟被认为是实现高效类脑人工神经网络的第一步.忆阻器作为第4种基本电路元件,拥有独特的类神经突触非线性电学传输特性,它的出现和发展为实现这一目标提供了可能.本文全面总结了近年来各科研小组使用不同的忆阻器件和各种实验方法成功模拟的突触可塑性,包括按记忆时间长短分类的短时程可塑性(双脉冲抑制、双脉冲易化、强直后增强)和长时程可塑性,以及放电时间依赖可塑性、放电速率依赖可塑性、经验学习、非联想性学习功能,还有用多个忆阻器及其他基本元器件(电阻、电感、电容、晶体管等)复合模拟的联想性学习、突触缩放等复杂功能,对比了不同器件的优缺点.最后,简述了当前忆阻器研究存在的问题和挑战,并对忆阻器在突触仿生中的研究前景进行了展望. "	PZKX201802001
自重构模块化机器人路径规划方法综述	"刘永进1,2:10812644|余旻婧1:31420880|叶子鹏1:38624917|王昌凌3:38624918"	34	 	"自重构模块化机器人指由一系列通用模块组装而成、能够根据所处环境或任务的变化依靠模块间的相互通信和自主运动重组为另一种适应新环境、新任务构型的机器人,对它的研究近年来已成为学术界和工业界关注的热点.模块化机器人的自重构过程在数学建模上,可以归约到在其所能表达的构型空间中的两个构型之间找到一条满足某种条件的最优路径.本文围绕自重构模块化机器人的路径规划方法,从单个模块的运动方式、实现运动所需的模块硬件结构、多个模块整体间的组织方式、构型空间表示方法以及路径规划算法这5个层次,对国际上已有代表性工作进行总结分析,并在此基础上指出现有工作中存在的问题与挑战,提出可能的发展方向并对以后的工作作出展望,为研究人员系统性地了解自重构模块化机器人路径规划方法的现状以及开展后续研究提供了思路. "	PZKX201802002
