篇名	作者	页数	关键词	摘要	filename
阅读指导课教学实录 千年悲秋		2	 	"<正>教学单位:福建省晋江市养正中学教学年级:高二年级主讲教师:杨国民教学时间:1课时指导思想:以学生为主体,以教师为辅导,培养学生的素质和能力。教学目的:1、借助网络教学课 "	ZXTS200709021
2006年高职院校图书馆研究论文内容概述	于新国:08916681	4	高等职业院校图书馆; 研究论文; 内容概述;	"从论文研究内容概况和论文研究内容概述两方面,对2006年国内两大数据库收录的有关高等职业院校图书馆主题研究论文的研究内容进行了统计与概述。 "	ZXTS200709022
FRBR模型在电子期刊编目中的应用	吴有梅:15707326	4	FRBR; 电子期刊; 编目;	"采用国际先进的编目模型FRBR(书目记录的功能需求),初步设计了在网络环境下电子期刊编目的新思路、新方法。 "	ZXTS200709023
浅论Web使用挖掘	谢运洁:15709993	3	信息分析; 数据挖掘; Web使用挖掘;	系统介绍了Web使用挖掘的相关概念、基本流程以及各种方法在Web使用挖掘中的应用。 	ZXTS200709024
县级教育技术装备部门在学校教学仪器、设备、图书政府采购工作中的职责与作用		2	县级教育技术装备部门; 中小学教学仪器、设备、图书采购; 职责; 作用;	"公办中小学作为国家财政预算管理的事业单位,其所需教学仪器、设备、图书必须积极参入政府统一采购工作中。县级教育技术装备部门是全县中小学教学仪器、设备、图书的主管职能部门,具有规划、协调、指导、供配、监督和服务等职能,在其采购中,应充分发挥指导、咨询、协调、监督等作用。 "	ZXTS200709025
卷首语		1	 	"<正>上世纪80年代中后期,中小学教师队伍的状况可用三句话概括,一是数量不足,二是质量不高,三是队伍不稳定。经过近20年的发展,尤其是最近 "	ZXTS200709000
卷首语		1	 	"<正>不管是传统图书馆还是数字图书馆,服务是我们不变的宗旨,也是图书馆永恒的主题。正如中国图书馆学会《图书馆服务宣言》(草案)第一款所承认的那样,""以服务读者为中心开展各项工作。为读者提供信息服务是图书馆的责任,图书馆的一切工作都应围 "	ZXTS200708000
山东省中小学图书馆建设情况及下一步工作思路——在第七届全国中小学图书馆长暑期研修班上的讲话	彭学善:11322757	2	 	"<正>第七届全国中小学图书馆长暑期研修班在美丽的海滨城市青岛开班了,我受山东省教育厅陈光华厅长的委托,代表山东省教育厅对研修班如期开班表示最热烈的祝贺和真挚的欢迎。借此机会,我把山东省的中小学图书馆建设情况和下一步工作思路作一简单介绍,与大家共同交流。 "	ZXTS200708002
让“导读”成为学校图书馆工作的有力抓手(上)——在第七届全国中小学图书馆长暑期研修班上的专题报告	徐雁:08037148	5	 	"今年7月,南京大学信息管理系教授、中国阅读学研究会副理事长徐雁教授,先后应邀在""第七届全国中小学图书馆长暑期研修班""和江、浙两省""中小学图书馆业务骨干培训班""作了关于""导读""的学术报告。徐教授的报告,以""求学求知是手段,得识增智是目的""为宗旨,结合钱钟书《围城》中的""方鸿渐悲剧""、王安忆《长恨歌》中的""王琦瑶悲剧"",以及台湾自传体小说《汪洋中的一条船》作者郑丰喜""身残志不残,求学终成材""的事迹,极具文学性和学术色彩地论证了""人生必须阅读,阅读积累知识,知识造就文化,文化塑造性格,性格决定命运""的良性循环过程,认为百年人生的本质意义,不仅仅是一个自出生之日开始的""倒计时""游戏,其积极意义乃在于""奋斗和创造""。他指出,只有将人的主观能动性充分发挥为""主观能动力"",把握""时间智商"",修炼""文化情商"",才会锻炼出一个人的""专业胆商""……。果真如此,则人也许就是可以运动并改变自己命运的,可以用人生的有限时间换取活动的无限空间,从而解构并整合了""知识改变命运""、""性格决定命运""两个著名命题。徐雁教授认为,""浅阅读""、""轻阅读""和""娱乐化阅读"",只能重蹈《围城》中""方鸿渐""求学失败的覆辙,使人生在青... "	ZXTS200708004
第七届全国中小学图书馆长暑期研修班在青岛市成功举办		1	 	"<正>由中国图书馆学会中小学图书馆委员会、中国教育学会教学仪器设备分会、《中小学图书情报世界》编辑部共同举办的""第七届全国中小学图书馆长暑期研修班""于2007年7月6日至10日在山东省青岛市教师之家成功举办。来自全国17个省(市、自治区)和新疆生产建设兵团的中小学图书馆工作者、教育技术装备部门的代表300余人参加了本届研修班。 "	ZXTS200708003
中学图书馆服务工作的绩效分析与评估	唐昭琼:15694411	2	中学图书馆; 服务; 绩效; 评估;	"在介绍了""绩效评估""的含义以及服务绩效评估对于中学图书馆的意义的基础上,重点交流了进行服务绩效评估的几点经验。 "	ZXTS200708005
播种读书行为 收获读书习惯	黄关兴:20588707	3	小学图书馆; 读书活动; 读书习惯;	"图书馆主动参与学校开展读书活动,让学生""读书的志趣""、""读书的滋养""、""读书的毅力""、""读书的积累""化作""读书成为习惯""的书山小路,让学生沿着这条小路,朝着书山的颠峰,奋力攀登。 "	ZXTS200708006
让阅读走进农村孩子的生活		2	农村; 孩子; 阅读;	"通过对影响农村学生课外阅读能力几方面因素的分析,就如何让阅读走进农村孩子的生活展开论述,对如何加强农村学生课外阅读实践,进行了阐述。 "	ZXTS200708007
学校图书馆和班级图书角的利用与实践		2	中小学; 图书馆; 图书角; 管理与利用;	图书馆(角)效能的发挥关键在于强化管理。文章从多个角度说明了学校图书馆和班级图书角的利用与实践过程。 	ZXTS200708008
论中小图书馆地方文献的征集与利用		3	图书馆; 地方文献; 征集;	"地方文献的征集与利用是当代图书馆的重要工作内容之一,是建立特色图书馆的重要标志。本文对地方文献的含义、种类,中小图书馆征集地方文献的意义、原则和方法进行了详细阐述,并就当前中小图书馆如何开发利用地方文献资源进行了探讨。 "	ZXTS200708009
对中学开设利用图书馆选修课程的几点思考		2	中学图书馆; 选修课; 素质教育; 信息素质;	"本文阐述了中学开设图书馆选修课的前提和必要性,从素质教育的角度分析设计了课程内容、教学目标、教学组织策略和课程评价的教学模式,及对图书馆员的新要求。 "	ZXTS200708010
开架借阅中的馆藏信息失真问题探讨		3	开架借阅; 馆藏信息; 信息;	"从现代图书馆开架借阅的特点,分析了开架借阅中产生馆藏信息失真的原因,并提出相应的整改措施. "	ZXTS200708011
浅谈影响少儿阅读的几个因素		3	少年儿童; 阅读; 影响因素;	"阅读在培养少年儿童道德情操,改善并健全少年儿童情感意志和性格等心理品质方面起着重要作用。针对少年儿童远离阅读的问题,从社会、家庭、学校、出版机构以及受众个体几个方面分析它们对少年儿童阅读的影响。 "	ZXTS200708012
得呼?失呼?——考勤打卡利弊的讨论		3	考勤; 打卡; 制度; 管理;	"考勤打卡十分盛行,人们对它的看法毁誉参半。究竟孰是孰非,到底利弊、得失如何,见仁见智。本文以对话形式来研讨考勤打卡的利弊。 "	ZXTS200708013
少儿图书馆“特色服务”刍议	叶小萍:13445985	2	少儿图书馆; 特色服务; 读者;	"""特色服务""是一种以主动服务为主、以读者为主的服务形式。根据多年来从事少儿图书馆服务的经验,提出少儿馆服务更要注重服务的特色性,才能提高服务的质量和效果。 "	ZXTS200708014
基于用户认知心理的图书馆网络信息服务探讨		3	认知心理; 图书馆网络信息服务; 信息需求;	"从认知学的角度出发,分析了图书馆信息用户的认知心理及用户和图书馆网络信息服务之间的矛盾,并从图书馆信息用户的认知心理出发,为解决这一矛盾提出了相应的建议。 "	ZXTS200708015
新课程改革背景下的中学图书馆文献资源建设	王永奇:11442929	2	中学图书馆; 文献资源建设; 新课程改革;	"在新课程改革背景下,中学图书馆作为重要的可利用课程资源,应优化文献资源配置体系,加快数字化、网络化建设,进行信息资源整合,成为教学和学习的资源中心。 "	ZXTS200708016
文化宫图书馆在构建和谐社会中大有可为		2	工会图书馆; 和谐社会; 作用;	"工人文化宫一直是受广大城镇居民欢迎的文化活动中心,而文化宫中的图书馆又是提供职工活动的基本保障。在构建和谐社会的今天,文化宫图书馆如何适应社会的发展则是一个现实问题,本文对此阐述了个人的见解。 "	ZXTS200708017
珠海市教育学会“图书管理专业委员会”成立大会后的散思	张利:21429875	2	图书管理专业委员会; 中学图书馆发展; 设想;	"阐述了珠海市教育学会""图书管理专业委员会""成立的意义、作用、任务。同时对中学图书馆发展中存在的问题进行分析提出建议,以期提高完善图书馆的管理、服务水平。 "	ZXTS200708018
馆员之间隐性知识交流的途径与方式		3	隐性知识; 传递; 交流; 图书馆员;	"隐性知识是图书馆知识管理中十分重要的部分,图书馆员之间隐知识交流有正式和非正式两种途径与方式。正式途径与方式有""传""、""帮""、""带""、轮岗制、团队工作、合作开展工作和项目、定期或不定期的培训活动以及图书馆举办的工作研讨会或经验交流会;非正式途径与方式有知识社区、图书馆员专门的网页、网站、论坛和聚餐、娱乐、旅游活动以及私下交流和共享。 "	ZXTS200708019
“五个结合”拓展职校信息素养教育	龚玉平:11217481	2	信息素养; 素养教育; 职校学生; 职校图书馆;	"职校生信息素养教育水平关系到其个人未来就业、择业机会的选取和创新能力发展的基本需要。通过分析目前职校信息素养教育现状,提出职校信息素质教育应将职业教育政策引领、制度创新、教育模式、师资实力、考评机制五个方面有机结合,在教学中科学、合理地改革创新,是拓展职校信息素质教育的有效途径。 "	ZXTS200708021
因地制宜 开拓创新——大连市少儿图书馆外借部读者阵地活动新思路	吴巧玲:12926088|张梅君:16800038	3	少儿图书馆; 外借部; 读者服务; 读者活动;	"文章从大连市少年儿童图书馆外借部读者阵地活动的特点进行论述,分析了在外借部开展读者活动的创新意义,并针对读者服务工作提出了几点体会。 "	ZXTS200708022
在流通过程中要慎防学生的行为传染		2	行为传染; 图书流通;	"通过""行为传染""概念的解释,引出行为传染在图书流通过程中产生的危害性,并提出预防行为传染的一些具体措施。 "	ZXTS200708023
建设与管理图书馆学生义务管理员队伍的探讨		2	中学图书馆; 义务馆员;	"为了更好的兼顾日常流通服务和开展信息教育、信息咨询服务,许多中学都建立学生义务管理员队伍,参与图书馆流通服务等工作。本文论述了中学图书馆建立学生义务管理员队伍的意义,并根据本校的实践经验,介绍如何建设和管理学生义务管理员队伍。 "	ZXTS200708024
我馆聘用学生管理员的成就、问题与设想		3	高校图书馆; 学生管理员; 服务;	"高校图书馆聘用学生管理员不仅缓解了学生求学的经济压力,提高了他们的工作、学习能力和社会适应能力,而且为图书馆的各项工作带来了活力。文章论述了高校图书馆聘用学生管理员的必要性和受益之处,分析了学生管理员工作中存在的问题,提出了构建规范的学生管理员制度的设想。 "	ZXTS200708025
阳光之旅——谈少儿图书馆中小学生阅读活动的开展		3	中小学生; 阅读活动;	"少儿图书馆应借鉴国内外优秀的阅读活动经验,结合本馆实际情况,按照中小学生的年龄特点,因人制宜地开展中小学生阅读活动,如兴趣小组的阅读活动以及网络图书馆活动等,以提高中小学生的阅读能力。 "	ZXTS200708026
小说中的人物形象欣赏——《武松醉打蒋门神》阅读交流	林比莉:15669613	1	 	"<正>教学设想:根据新课程标准对教材增设""名著引读""这一部分内容,针对同学们阅读习惯及方法处理不够得当的问题,引导学生如何由课内所学文章为契点,在相关读物中加以延伸,指导如何欣赏名著小说中人物形象;并把阅读所得诉诸读书笔记,借助读书笔记交流阅读心得;同时进一步归纳阅读方法。 "	ZXTS200708027
试论文献信息资源专业人员的教育培养		2	文献信息资源; 专业人员; 培养;	"随着市场经济的发展和现代高新信息技术的广泛应用,对文献信息资源专业人员的职业素养提出了新的更高的要求。为适应时代的需要,对文献信息资源专业人员的培养除了加强正规专业教育外,还要进一步开展多种形式的在职教育。 "	ZXTS200708028
电子阅览室与读者健康		2	电子阅览室; 电磁辐射; 防护措施;	"图书馆电子阅览室在给读者带来方便快捷的同时,也存在着影响读者身体健康的因素。本文阐述了电磁辐射的来源及电磁辐射对读者身体健康造成的危害,并提出了防护措施。 "	ZXTS200708029
浅谈现代化的图书馆管理创新		3	图书馆管理; 管理创新;	"图书馆管理创新是时代发展的需要,也是图书馆职能的体现。本文就如何创新提出了几点看法。 "	ZXTS200708030
集中小装备大成 汇教育出版社精品 北京中版国际教育技术装备有限公司样本展示厅		1	 	"<正>随着中小学图书馆装备的日益规范化和专业化,以及采购方对供货方仓储、品种、品质相求的日益提高,仅靠本家本公司的现有仓储及品种已完全不能满足采购方的要求,本着服务自己、服务同行的原则,我公司斥资专建集仓储与样本于一体的大型样本展示厅,汇集行内各公司、各出版社现存和代理品种,竭诚为广大客户提供如如下服务: "	ZXTS200708020
卷首语		1	 	"<正>不管是传统图书馆还是数字图书馆,服务是我们不变的宗旨,也是图书馆永恒的主题。正如中国图书馆学会《图书馆服务宣言》(草案)第一款所承认的那样,""以服务读者为中心开展各项工作。为读者提供信息服务是图书馆的责任,图书馆的一切工作都应围 "	ZXTS200708000
中山市中小学图书馆(室)现状调查及发展对策	凌雪婵:10976359	3	中小学图书馆; 现状发展对策;	"通过调研,指出当前中山市中小学图书馆存在的一些问题,并从提高图书管理人员的素质、强化图书馆的管理、主管部门的重视程度等方面提出了中小学图书馆发展的建议。 "	ZXTS200707002
浅析少儿图书馆事业的发展与思考	张瑞云:11231240	4	少年儿童图书馆; 发展现状; 对策;	"随着科学技术和文化教育事业的蓬勃发展,少儿图书馆越来越显得重要,但我国少儿图书馆的现状不太乐观,与国外发达国家相比还存在一定差距。这里主要分析我国少儿图书馆的现状和差距,探讨具体的发展措施,希望对我国少儿图书馆事业有所帮助,也期望能引起更多专家的重视,提出更多合理设想,促进我国少儿图书馆事业尽快走出困境。 "	ZXTS200707003
中小学图书馆建构素质教育信息服务体系的几点思考		3	中小学图书馆; 素质教育; 信息服务;	"中小学图书馆如何适应初等教育面临""提高学生综合素质、培养学生创新意识""的发展要求,努力调整自身,建构新型信息服务体系,这是一个重要问题。文章从新型信息服务体系的定位、基本内容、遵循原则三方面进行了探讨。 "	ZXTS200707004
图书馆读者礼仪构建	陈峰烽:10970084|李滨:09455219	2	图书馆; 读者; 礼仪;	"从图书馆读者礼仪的涵义入手,指出图书馆读者礼仪建设的意义和原则,并根据当今图书馆读者不文明行为的现象和存在的问题,提出读者应该从仪容规范、仪态规范、服饰规范、语言规范等方面规范自己的言行,同时也需要图书馆的规范引导和教育。 "	ZXTS200707005
少儿图书馆特色服务研究	陶兴华:16631351	3	少儿图书馆; 特色服务; 馆藏建设; 馆员素质;	"图书馆特色服务是指有创意的、有针对性的服务。要使少儿图书馆的服务更具有特色,必须从特色馆藏建设、馆员素质的提高、多元化的服务方式这几方面来研究。 "	ZXTS200707006
初中生阅读心理的调查分析与建议	杨秀文:15486331	3	初中生; 阅读; 阅读心理;	"通过对初中生阅读心理的调查和分析,揭示初中生阅读规律。针对提高学生阅读水平过程的一些问题,提出加强学生心理健康教育和正确指导学生阅读的建议。 "	ZXTS200707007
中专图书馆员形象重塑的思考	彭立新:12339921	3	中等专业学校; 图书馆员形象; 馆员素质;	"简要阐述图书馆在中专学校的重要作用,说明图书馆员素质是做好图书馆工作的关键因素,分析中专图书馆员形象魅力欠佳的主要因素,提出中专图书馆员重塑良好形象的具体举措。 "	ZXTS200707008
论图书馆读者服务工作的多元化和创新	曹妍:11220664	2	图书馆; 读者服务; 多元化; 创新;	"在人类社会向知识经济和信息时代迈进的今天,以读者服务工作为核心的图书馆正处于由传统型向数字化型转变的历史时期。读者服务工作呈现出信息需求多元化、服务项目多元化、服务手段和方式多元化的格局。面对这种现状,图书馆必须在读者服务上有所创新,将读者服务工作不断的推向深入。 "	ZXTS200707009
充分发挥少儿图书馆的教育功能	马筱燕:20941763	2	少儿图书馆; 教育功能; 读书活动;	"少儿图书馆是社会文化教育机构之一,它的发展尚存在一些问题。本文就发挥少儿图书馆的教育功能以及如何发展少儿图书馆方面进行了探讨。 "	ZXTS200707010
少儿图书馆如何有效为青少年服务	陈巍坚:15840683	3	少儿图书馆; 文献资源共享; 创新服务;	"从文献资源共享、创新读书活动、少儿图书馆人才队伍建设三方面,提出了少儿图书馆切实有效地为青少年服务的方法与途径。 "	ZXTS200707011
关于期刊下架装订的几点思考	周雯1:11036706|陈晓2:11079902	2	期刊装订; 下架; 期刊; 利用;	"期刊下架装订的弊端在多数图书馆都有不同程度表现,以至于严重影响了读者对期刊的利用。本文针对期刊下架的弊端,提出了几点合理措施和改进的方法,以提高期刊的利用率,最大限度满足读者的需求。 "	ZXTS200707012
小天地 大文章——班级图书角实行自主管理的方法和经验	陈晓芳:10903326	2	班级图书角; 学生自主管理;	"张家港市云盘小学将班级图书角交给学生自主管理,定编定岗,招聘上岗,责任明确,赏罚分明,既使班级图书角的管理上了轨道,又让学生受到了锻炼。 "	ZXTS200707013
图书室——学生成长的“加油站”	刘雪玲:12837315	2	图书室; 兴趣; 技法指导;	"学校担任着学生的教育教学任务,它的一切设施都应该为学生的成长服务,图书室也不例外,应该成为教育的阵地之一。因此,必须充分发挥图书室的主观能动性,利用其文献资源优势,使学生获得更多、更全面的的精神食粮,为他们的成长服务,成为学生成长的""加油站""。 "	ZXTS200707014
简说数字图书馆多彩多姿的信息服务	邓艳琴:22731713	2	数字图书馆; 信息服务;	"着重阐明数字图书馆与传统图书馆在信息服务方式上的不同,并阐述数字图书馆信息服务的多样化模式。 "	ZXTS200707015
中小学图书馆网络导读工作初探	王爱珍:10915092	3	中小学图书馆; 网络导读; 课外导读;	"网络的普及,文献类型的多样化使得网络阅读日渐成为青少年课外阅读的重要方式,如何利用网络信息技术开展网络导读,使读者在有限时间实现阅读过程的最优化,增强阅读效果已成为图书馆必须重视的新课题。 "	ZXTS200707016
小博客陆雨心现象的启示	李维石:11094024	3	网络; 网络阅读; 早期阅读; 博客;	"文章针对学龄前儿童利用网络提前阅读的现象,分析了网络阅读对学龄前儿童阅读影响的特殊作用,提出理性认识儿童网络阅读,适时调整儿童早期阅读教育策略的建议。 "	ZXTS200707017
从文学作品看中国女性的觉醒与成长	汪正才:10875884	3	 	"<正>(教学简案及反思,视频文献见光盘)教学单位:重庆市第八中学教学年级:高二年级主讲教师:汪正才教学时间:1课时一、设计思想:这次的阅读指导课,我们力图培养学生一种做学问的精神,让他们能够从某一本书,某一个人物的 "	ZXTS200707018
浅议本科教学水平评估给采编工作带来的影响	罗红丽:11102005	2	图书馆; 采访工作; 编目工作; 本科教学水平评估;	"本科教学水平评估为学校图书馆发展提供了新的机遇,但相对集中地大量新增文献,致使采编工作形成了巨大的压力。因此,有必要分析其给采编工作带来的利与弊,并思考其影响。 "	ZXTS200707019
图书馆实践与大学生的赏识教育	赵丽娟:17139568	3	大学生; 图书馆实践; 赏识教育; 素质教育; 教育理念;	"赏识教育是素质教育的一种模式,是适应当今独生子女成长的教育理念。赏识教育改变了传统教育的师生关系,有利于学生健康人格的培养和多方位个性的充分发展,为多年来的素质培养所倡导,是教育活动中极佳的教育境界。本文就大学生在图书馆实践,以及工作中图书馆老师的赏识教育进行了论述。 "	ZXTS200707020
高职院校图书馆开展科研工作的实践与思考	肖秀阳:07480980	4	高职院校; 图书馆; 科研工作;	"高职院校图书馆开展科研工作,可以提高图书馆馆员素质,更好地为教学科研服务,有效地提高图书馆的声誉与馆员的工作积极性。因此,校图书馆应该采取强化学术研究意识和竞争意识、组建科研团队、加强学术交流活动及与院系合作等策略,努力提高图书馆科研水平。 "	ZXTS200707021
网络对小学生的双面影响及其教育策略	贾贝成:16115306	3	网络; 小学生; 影响; 对策;	"通过对小学生受网络环境影响的现状分析,探究了网络环境对小学生正面、负面的双重影响,同时提出了教育引导小学生正确使用互联网的方法。 "	ZXTS200707022
中国连环画的发展历程及收藏价值	张忠民:22930838	4	连环画; 卡通; 发展史; 收藏价值;	"简要介绍连环画的发展历程,着重分析新时期中国连环画渐趋衰落的深层原因和它正在以其它艺术形式、文献类型进入图书市场的现状,阐述旧版连环画淡出图书市场的必然性和它的收藏价值。 "	ZXTS200707023
培育和引导文化消费 促进文化产业快速发展(下)——三门峡市文化消费现状与发展策略	李伟:10943738	4	 	"<正>(上接第6期)二、影响三门峡市居民文化消费扩大的制约因素(一)城乡居民收入水平低是制约三门峡市文化消费水平的直接因素2006年,三门峡市城镇居民人均可支配收入为9072.1元,农民人 "	ZXTS200707024
卷首语		1	 	"<正>""凡读书最切要者,目录之学。目录明,方可读书,不明终是乱读。""(清·王鸣盛语)图书目录是一定历史时期科学文化发展概貌的反映,是人们对浩如烟海的文献加以控制的有效手段,也是查阅和利用文献必不可少的工具。它最大的作用是针对特定读 "	ZXTS200707000
互联网对儿童阅读发展的现实意义	李维石:11094024	4	互联网; 网络阅读; 儿童阅读; 资源共享; 网络素质教育;	"互联网的海量信息充盈了儿童阅读发展的知识储备;互联网的新型阅读方式,为儿童阅读发展拓展了更为广阔的空间;互联网多元文化共存、资源共享的网络文化环境,是儿童阅读发展的重要环境因素;互联网的负面问题,导出互联网时代儿童阅读发展的新思路。 "	ZXTS200706002
读者需求的价值管理	张弦:17650072	2	读者工作; 需求价值; 价值管理; 资源配置;	"分析了图书馆资源和读者需求两方面的要求,提出了基于需求价值管理的读者工作方式。 "	ZXTS200706003
谈谈中专图书馆事业之科学发展	方红:10666657	3	科学发展; 中专图书馆; 图书馆事业; 整合;	"中等专业学校图书馆必须在科学发展观的指导下,实事求是,以人为本,以评估促建设,转变传统观念,与学校整体建设平衡和协调地发展。必须加强和完善图书馆的各项建设,促进中专图书馆事业的全面进步。 "	ZXTS200706004
发展乡镇图书馆事业的思考	王锡林:16730798	3	乡镇图书馆; 管理; 发展;	"文章揭示了乡镇图书馆的现状和存在的问题,对乡镇图书馆(室)的行政管理、经费投入、书刊采访、人员培训、规章制度建设等方面提出了要求。 "	ZXTS200706005
基层公共图书馆采访工作的缺失及应对策略	王素娇:10673508	2	基层公共图书馆; 采访工作改革;	"审视当前基层公共图书馆采访工作的缺失问题,提出应对策略及改革设想。 "	ZXTS200706006
论文献标引与读者服务	黄晓芳:07662335	3	图书馆; 文献标引; 文献检索; 读者服务;	"文献标引工作是一种科学性、技术性很强的工作,标引质量的好坏直接影响文献的利用率。因此,从图书馆和读者的双重角度出发,探讨文献标引与读者服务的关系有一定的重要性,并可提高文献标引的质量,提高文献检索的查全率和查准率,更好地为读者服务。 "	ZXTS200706007
刍议农村图书馆(室)的建设与服务	陈后德:15814628	2	农村图书馆; 新农村建设; 农民素质;	"建设社会主义新农村需要提高农民素质,丰富农民文化生活。要切实有效地建设好农村图书馆(室),使之为新农村的建设提供服务,文章阐述建设农村图书馆(室)的意义及有关问题。 "	ZXTS200706008
图书馆管理软件中流通借阅规则组合的应用	刘宝民:11241542	2	图书馆; 计算机管理; 流通管理; 借阅规则;	"利用图书馆计算机管理系统,对流通借阅规则组合进行剖析,探索通过灵活多样的参数设置,不同规模与类型的图书馆可以量身定制符合自身特色的流通管理模式,尝试图书馆管理与业务工作的创新。 "	ZXTS200706009
论数字图书馆数字读者的培养	盛剑辉:15502976	2	数字图书馆; 数字读者; 读者教育;	"通过对数字图书馆与读者关系的分析,提出了培养数字读者的必要性和方式。 "	ZXTS200706010
少儿图书馆应如何发挥社会教育的主阵地作用	张蓉:11129835	2	少儿教育; 少儿图书馆; 主阵地作用;	"论述少年儿童图书馆是对儿童进行社会教育的主阵地,提出少年儿童图书馆在此方面应主动进行实践与探索。 "	ZXTS200706011
对县级图书馆辅导工作的几点思考	吴静:16795698	2	县级图书馆; 业务辅导工作;	"由于我国地方经济的迅速发展,各地的文化事业建设出现了可喜的局面,人们的信息需求也相应地增多起来。作为县级图书馆,如何帮助和辅导县级以下的图书馆(室),共同为发展地方经济服务,已成为人们普遍关心的问题。对此,本文就县级图书馆辅导工作的特点、方法进行了探讨。 "	ZXTS200706012
让甜蜜滋润少儿读书生活——“小蜜蜂周末乐园”读书活动的做法与体会	焦莉:20620763	3	少儿图书馆; 小蜜蜂周末乐园; 少儿读书活动;	"南京市玄武区少儿图书馆通过组织“小蜜蜂周末乐园”,开展多种多样、丰富多彩的少儿读书活动,深受家长和少儿的欢迎,取得了可喜的成绩,得到了社会的肯定。 "	ZXTS200706013
我馆是如何开展个性化服务的	才秀娟:11695760	3	少儿图书馆; 个性化服务;	"根据我馆十年来工作实践,阐述了个性化服务在我馆的实际应用,以及如何在新形势下发挥我馆少年儿童课外阅读辅导中心、藏书中心、图书馆业务辅导中心的职能作用。 "	ZXTS200706014
构建职工交流的平台——馆员天地	任翠娟:07148806	2	馆员天地; 图书馆员交流;	"在信息时代,馆员的压力不断加大,影响着馆员的情绪,进而影响其服务质量。为了缓解馆员压力,我馆通过馆员天地平台,加强了职工之间的交流,减少了职工内心的抑郁,丰富了职工的业余生活。 "	ZXTS200706015
关爱未成年人 开展公益讲座服务	汪宇彤:10740708	3	图书馆; 公益讲座; 未成年人;	"结合沈阳市图书馆的实践,阐述了图书馆开展公益讲座为未成年人服务的必要性,并就开展未成年人公益讲座应具备人文关怀理念和具体措施进行了探讨。 "	ZXTS200706016
读者身份探究	张静:10940359	2	图书馆; 读者身份; 读者工作; 影响与作用;	"通过对图书馆各类读者身份的分析,探究读者身份的变化对图书馆的影响和作用。 "	ZXTS200706017
"开展多种读书活动,提高馆藏利用率"	刘世红:13105619	2	中专图书馆; 利用图书馆教育; 读书活动;	"青岛旅游学校图书馆千方百计为师生提供多种获取知识的途径,有计划地开展丰富多彩的读书活动,扩大学生视野,提高了藏书利用率。 "	ZXTS200706018
当前县级公共图书馆读者服务工作探索	俞桂芳:16994695	3	网络信息环境; 县级公共图书馆; 读者服务工作; 信息服务;	"在当今网络信息环境下,信息服务必将成为图书馆读者服务工作的重要内容。县级公共图书馆要把本馆的信息服务工作融入读者服务工作中并作为重点来抓,为地方经济发展和社会发展提供及时、准确的信息源,充分发挥县级图书馆作为地方信息主要来源的作用,完善图书馆读者服务功能。 "	ZXTS200706019
读者队伍建设的思考	王松富:10706515	2	图书馆; 读者队伍建设;	"读者是图书馆赖以存在的根本。利用图书、文献与信息,建立起一支相对稳定的、比较完善的读者队伍是图书馆整个工作的重心和流通服务的切入点。因此,图书馆员要转变服务观念,利用形式多样的活动吸引读者,扩大阵地服务,壮大读者队伍。 "	ZXTS200706020
组织开展课外阅读 促进学生健康成长	赵建华:11153861	2	小学图书馆; 课外阅读指导;	"云盘实验小学图书馆利用“读书节”、“艺术节”等活动,以班主任、语文老师为主导,积极组织、指导学生开展课外读书活动,文章介绍了他们培养学生良好阅读习惯的成功做法。 "	ZXTS200706021
中学生阅读特点与阅读指导	孙国华:11115616	3	中学生课外阅读; 问题指导;	"分析中学生的阅读倾向,从中学生阅读中存在的问题,引出正确指导中学生阅读的一些具体方法。 "	ZXTS200706022
阅读指导课教学实录 美——源自读书	司红:11125030	2	 	"<正>一、教学目标1、了解世界上一些有特色图书馆的基本情况。2、掌握介绍图书的基本要点(方法)。3、介绍读书心得,积累书中的好词佳句。 "	ZXTS200706023
围绕重点学科建设 开拓知识服务领域		3	重点学科; 学科建设; 学科馆员; 知识服务;	"本文提出在网络环境下围绕重点学科建设,实行学科馆员制度是高校图书馆管理机制的创新,也是实现图书馆可持续发展、深入开拓知识服务的新途经。 "	ZXTS200706024
网络环境下高校图书馆馆藏建设刍议	王冠:11203381	3	网络环境; 高校图书馆; 文献资源建设;	"在网络环境下,信息资源本体发生了变化。与此同时,高校图书馆的馆藏书建设理念及采购方式也均发生了深刻的变化,文章就网络环境下如何做好高校图书馆的馆藏建设工作进行了探讨。 "	ZXTS200706025
《名人故事》网页制作浅见	陈方权:15807320	3	名人故事; 网页; 制作;	"介绍了《名人故事》网页的制作目的、名人故事的收录范围及制作特点,并提出在《名人故事》的创作过程中必须遵循的几点原则和网页制作过程中必须注意的几个问题。 "	ZXTS200706026
以语文课程为支点 以教育技术为杠杆 托起新时代的骄花朵	陈亦英1:15852138|邓姝敏2:20439553	2	人才素质; 教育技术; 信息能力; 创新实践; 审美; 自我教育; 写作能力;	"教育应服务于社会。为了适应社会对人才素质提出的新要求,教育的理念也就有了相应的转变。语文课程是培养人才素质的重要载体,现代教育技术介入语文课堂,使课堂教学迸出无限的魅力,它让语文课程培养人才素质的功能得到更为淋漓尽致的发挥。文章介绍了在现代教育技术手段的辅助下,语文课程的育人功能得到了怎样的强化。 "	ZXTS200706027
