
“数字城管”力促城乡综合管理实现新跨越,张扬:43544600,2, ,"<正>数字城管使凤县城乡管理水平显著提高,群山沟壑不再是阻碍城乡管理的难题陕西凤县地处秦岭腹地,嘉陵江源头,县域总面积3187平方公里,总人口11万。境内多山川沟壑、地广人稀,管理难度大,任务艰巨。近年来,凤县坚持以改善人居环境、提升城乡综合管理水平为目标,以""三网三 ",XXJS201911020
区块链技术在卫健领域的信息安全探索,杨白1:43751073,2, ,"<正>统计表明,2017年仅在美国出现的重大医疗信息泄露事件就有15次,保守估计,共有约300万名病人的信息被泄露。而在我国,近些年来,这样的安全事件也频频发生。比如2017年9月《法制日报》就报道了一家医院的服务信息系统遭到黑客入侵,被泄露的公民信息多达7亿多条,8000多万条公民信息被贩卖。毫无疑问,卫 ",XXJS201911021
迎接更伟大的互联网时代,,1, ,"<正>一个更伟大的互联网时代已经到来。之所以说""伟大"",因为这将是一个由中国引领浪潮的时代。5G建设体现了中国的能力、决心和魄力。就浙江而言,今年上半年,全省已建设5G基站超过3047个,覆盖面积超500平方公里。下半年,全省5G网络建设还将进一步提速,预计到年底将建成5G基站1万个。杭州大剧院全球首次大型演出5G+8K+VR高清直 ",XXJS201910001
峰会回眸,,2, ,"<正>又到一年""乌镇时间""。今年的世界互联网大会将于10月20日至22日在浙江乌镇举行。回首6年,乌镇已从江南水乡蜕变成世界互联网领域高峰会议的重要地标。012014年11月19日至21日,以""互联互通·共享共治""为主题的首届世界互联网大会在浙江乌镇成功举办。至此,乌镇成为世界互联网大会永久会址。 ",XXJS201910007
今年峰会有十大必看,,2, ,"<正>一年一度的世界互联网大会将于10月20日——22日在浙江乌镇召开。本次大会将以""智能互联、开放合作——携手共建网络空间命运共同体""为主题,有十大必看内容论坛:5G、人工智能、物联网聚焦""科学与技术""""产业与经济""""人文与社会""""合作与治理""四大重点板块,设置了20个分论坛,涵盖了人工智能、5G、开源芯片、产业数字化、金融科技、工业互联网、网络空间数据治理、网络空间国际规则等主题。 ",XXJS201910008
今年博览会“五道光”尤其亮眼,,2, ,"<正>本届博览会将更加体现专业化,致力于全球前沿技术产品的展示与发布;更加注重产业人才落地,继续举办数字经济人才对接会;更加突出国际化,搭建数字经济国际交流合作的舞台;更加注重体验感;更加注重观众的参与2019年9月25日,浙江省经济和信息化厅召开第六届世界互联网大会""互联网之光""博览会新闻吹风会,省经信厅党组成员、副厅长、世界互联网大会信息化部部长吴君青介绍了第六届世界互联网大会""互联网之光""博览会的有关情况。 ",XXJS201910009
峰会带来澎湃新动能,,1, ,"<正>盛勇军提出,桐乡将努力打造互联网创新的策源地、现代治理的先行地和高质量发展的样板地自首届世界互联网大会以来,桐乡的经济社会转型的步伐不断加快,数字经济已经成为桐乡鲜明的特征。在前不久召开的第六届世界互联网大会新闻发布会上,桐乡市委书记盛勇军细数互联网大会给桐乡经济社会发展带来的变化。一是新技术先行先试。每年有上千家的企业选择乌镇发布新技术、展示新成果、推广新产品。乌镇5G示范小镇建设目前已 ",XXJS201910010
数字经济 潮涌浙江,,1, ,"<正>不久前,2019年世界数字经济大会暨第九届中国智慧城市与智能经济博览会在宁波召开。在数字经济成为引领时代发展潮流的今天,人们希望从中感受到来自未来的光明与智慧,也因此,大会受到产经人士的广泛关注。本期我们将带您走进世界数字经济大会,领略数字经济时代的创新思维,体验数字经济时代的创新产品,之后,我们将对今年上半年以来,浙江的5G、软件和集成电路以及产业数字化推进等重点领域进行深入分析,共同把脉数字经济的发展方向与路径。 ",XXJS201910011
未来就这样而来——2019世界数字经济大会见闻录,,4, ,"<正>为期三天的2019世界数字经济大会暨第九届智博会在宁波召开,本刊记者全程跟踪大会相关活动,采访了众多专家与企业,深刻感受到了数字经济浪潮涌动的巨力,体会到了时代先行者的智慧与勇气,现把在大会中的精彩见闻编录一文,与读者共享。头脑风暴,群贤论道""论坛是本次大会最大的亮点之一。论坛规模之大、层次之高、理念之新前所未有。""宁波市经信局主要负责人告诉记者,本届大会主论坛以""创新驱动· ",XXJS201910012
数字经济 浙江这么干——2019年浙江省经信厅数字经济重点工作一览,,2, , ,XXJS201910013
“一号工程”动力澎湃,,2, ,"<正>上半年,浙江全社会数字经济核心产业实现增加值2696.4亿元,现价同比增长14.8%,高出GDP增速4.7个百分点,对全省GDP增长贡献率达到13.5%当前,浙江正在深入实施数字经济""一号工程"",以国家数字经济示范省建设为目标,以""五个一百""为抓手,着力推进数字产业化和产业数字化,加速培育发展新技术、新服务、新模式、新产业,加快推动制造业数字化转型,全力推进""三区三中心""和十大标志引领性项目建设。今年上半年全省数字经济发展整体呈现规模增长强劲、创新融合驱动加快、新动能不断发展壮大的良好态势,数字经济已成为推进浙江省经济高质量发展的强劲动力。 ",XXJS201910014
"八个聚焦,如潮猛进——上半年浙江省推进数字经济发展工作回顾",,6, ,"<正>2019年是浙江省全面贯彻落实数字经济""一号工程""的关键之年,全省上下紧紧围绕国家数字经济示范省建设的目标要求,认真组织实施数字经济五年倍增计划,以""五个一百""为重点着力推进数字产业化和产业数字化,加速培育发展新技术、新服务、新模式、新产业,加快赋能制造业高质量发展,全力推进""三区三中心""和十大标志引领性项目建设,数字经济发展呈现规模增长强劲、创新融合驱动加快、新动能不断发展壮大的良好态势,已成为引领经济高质量发展的新动能和强大支撑。 ",XXJS201910015
数字经济已成高质量发展主引擎——浙江省国家信息经济示范区建设终期评估总结报告(上篇),,4, ,"2016年10月,浙江获批为全国首个国家信息经济示范区。当前,浙江正在全面实施数字经济""一号工程"",努力打造全国数字产业化发展引领区、产业数字化转型示范区、数字经济体制机制创新先导区和具有全球影响力的数字科创中心、新型贸易中心和新兴金融中心。最近,浙江省数字经济发展领导小组办公室就国家信息经济示范区建设情况进行了终期评估总结,从中我们可以全面探析浙江数字经济发展所取得的成效与经验。 ",XXJS201910016
乘势而上逐浪5G——浙江率先发力全面提速5G发展,,4, ,"<正>截至6月底,杭州、宁波、温州、嘉兴乌镇等地已建成大规模5G应用示范网,全省已建设5G基站超过3047个,下半年,全省5G网络建设将进一步提速,预计到年底将建成5G基站1万个浙江高度重视5G移动通信的发展,在全国率先发力,最早启动5G网络建设、规模部署和应用示范,浙江省政府于今年4月出台《关于加快推进5G产业发展的实施意见》后,杭州、宁波、温州等地也纷纷公布5G相关政策措施,积极布局5G发展战略,在5G发展工作体系、政策措施、网 ",XXJS201910017
打造浙江软件产业新优势——浙江软件和信息技术服务业发展分析,,4, ,"<正>今年上半年,浙江实现软件业务收入2871.5亿元,同比增长16.3%;实现利税1110.1亿元,同比增长34.3%,其中利润总额732亿元,同比增长18.3%,高于去年同期11.2个百分点今年上半年,在中美贸易摩擦持续加剧、技术封锁不断发酵的情况下,浙江省软件和信息技术服务业保持了良好的发展态势,产业规模稳居全国第四,软件业务收入同比增长16.3%,利润总额同比增长18.3%,软件20强企业营收和盈利可观,杭州、宁波等软件重点城市加快集聚发展。但同时浙江省软件产业也面临""技术断供""影响企业发展的隐忧。 ",XXJS201910018
争创产业数字化标杆省份——浙江产业数字化发展态势分析,,4, ,"<正>近年来,浙江紧紧抓住工业互联网平台,大力推进产业数字化。相关报告显示,2018年浙江""产业数字化""指标已超越北京、上海和广东,从去年的全国第四上升到全国第一今年年初以来,浙江省经济和信息化厅落实省委、省政府实施数字经济""一号工程""部署,大力推进产业数字化,尤其在当前中美贸易摩擦加剧的背景下,突出数字赋能导向,以龙头企业为核心,以量大面广的中小企业为重点,推动企业练强内功,加快数字化转型步伐。5月6日,国家网信办在第二届数字中国峰会上发布《数字中国建设发展报告(2018年)》,报告显示,浙江""产业数字化""指标提升明显,超越北京、上海和广东,从去年的全国第四上升到全国第一。 ",XXJS201910019
浙大“何门”传奇,,3, ,"<正>何志均,一手创办了浙大无线电系和计算机系,从研制浙江第一台计算机出发,何志均和他的弟子们开拓出一个无比广阔的数字信息科技创新版图大数据在云端涌动,物联网带来无人工厂,人工智能渗入日常生活的各个领域……今天的浙江,全面实施数字经济""一号工程"",努力打造""互联网+""世界科创高地,数字信息技术正成为浙江发展的强大动能。鲜为人知的是,浙江数字信息科技创新事业的源头,要到浙江大学之江校区一幢老教学楼里寻找。近60年前,时任浙大无线电系主任何志均教授带领师生在这 ",XXJS201910020
破解信息壁垒 大数据助推“最多跑一次”改革,方丝雨:36677738,3, ,"<正>""最多跑一次""改革是通过""一窗受理、集成服务、一次办结""的服务模式创新,大数据为""最多跑一次""改革提供了新的视角。运用大数据破解""最多跑一次""改革中的信息壁垒问题,以大数据技术助推""最多跑一次""改革,在创新中实现政府治理的优化政府电子政务的发展历程随着""互联网+""的发展,信息技术革命的浪潮席卷全球,大数据技术在政府治理中的应用程度也越来越深入,在大数据的时代背景下,电子政务正逐渐成为政府治理现代化之路上的重要环节。 ",XXJS201910021
跑一次办成事 一次办成多件事 衢州经济技术开发区全国首创政务联办新模式打造便民服务升级版,,3, ,"<正>为满足群众需求,开发区经数十次走访调研,确立了开展政务""一件事""乃至""多件事""联办的理念,尝试在钉钉软件平台中搭建智能政务联办平台,在办事群众自愿基础上,为群众办好""一件事""后,主动""请缨"",办好相关的""一串事""。衢州经济技术开发区针对公安、街道分别办理不同事项、群众来回奔波的现状,为方便群众办事,大胆创新,推行""一件事""联办、联批模式,由开发区公安分局对接辖区新新街道,通 ",XXJS201910022
打通政策“最后一公里”的信息化实践和探索——以杭州市经信局为例,高峰秀:43332698,2, ,"<正>杭州市经信局作为涉企管理和服务部门,阶段性出台的产业政策和行业政策较多,企业关注度也比较高。通过持续多年的大规模走访企业活动,已经建立了服务专员服务企业长效机制,市本级大型企业基本保障了专人负责,及时输送传达相关政策,确保了政策的知晓度和落实度,意见建议也能够得到及时反馈。我们在工作中进一步思考,一是登记在册的大企业享受政策得以保障之后,量大面广的中小企业如何获得同等待遇,增强获得感? ",XXJS201910023
第六届“互联网之光”博览会,,1, ,"<正>时间:2019年10月18日至22日地点:""互联网之光""博览中心和乌镇互联网国际会展中心本届博览会精选了600余家全球知名互联网企业、数字化转型的传统企业、创新型企业及有关机构进行分类展示。其间将举办""展览展示、新产品新技术发布、数字经济人才对接、产业合作项目对接""四大品牌活动,集中展示全球范围内的新技术、新成果、新产品、新应用,着力汇集数字经济发展成果、展示经济发展新动能,彰显互联网引领发展的文明之光、未来之光和智慧之光。 ",XXJS201910002
阅图,,3, ,"<正>国际工业与能源物联网创新发展大会在温州举行浙江省委书记车俊对大会作出重要批示。浙江省经济和信息化厅党组书记、厅长徐旭出席大会,参加了巡馆和主论坛活动,并共同启动正泰工业云平台9月10日,由浙江省经济和信息化厅与中国电力企业联合会、中国机械工业联合会、温州市人民政府联合主办的国际工业与能源物联网创新发展大会在温州隆重举行。浙江省委书记车俊对大会作出重要批示。车俊指出,当前,以大数据、云计算、人 ",XXJS201910003
直通烏鎮 全球互联网大赛总决赛,,1, ,"<正>时间:2019年10月22日""直通乌镇""全球互联网大赛是聚焦数字经济、贯穿全年的国际性赛事,大赛以""国内选拔赛、海外选拔赛、线上赛""三种形式在全球范围内选拔优质项目。大赛通过探索互联网发展的新技术、新模式、新业态,搭建国内外互联网项目、技术、人才和资本合作的重要平台。 ",XXJS201910004
读数,,1, ,"<正>17个季度今年上半年,杭州市数字经济核心产业实现增加值1756亿元,占地区生产总值的25.3%,增速快于地区生产总值8.6个百分点。杭州数字经济核心产业已连续17个季度保持两位数增长,数字经济成为杭州转型发展的主动力、经济稳增长的""压舱石""。 ",XXJS201910005
数字经济人才对接会,,1, ,"<正>时间:2019年10月18日至19日地点:乌镇互联网国际会展中心本届博览会将聚焦数字经济""一号工程"",免费为企业提供人才需求目录发布、人才现场招聘等服务。中电海康、网易(杭州)、中控研究院、传化智联、杭州安恒、娃哈哈集团等110余家企业和科研机构将发布人才招聘需求目录,招聘人数2000余人,其中80余家企业和机构将在乌镇互联网国际会展中心2楼设置人才招聘展位,与专业人才和观众进行面对面的交流对接。 ",XXJS201910006
5G落地，要精准发力更要长效机制,,1, ,"<正>5G网络的能力显而易见,下行峰值数据速率可达20Gbps,而上行峰值数据速率可能超过10Gbps;5G还将大大降低时延及提高整体网络效率。这意味着5G给我们带来的是超越光纤的传输速度,超越工业总线的实时能力以及全空间的连接。5G将开启充满机会的时代,但要让机会变为现实,需要5G应用踏踏实实地落地。华为公司出具的《5G时代十大应用场景白皮书》清晰地列举了未来5G背景下十大应用场景:云VR/AR、车联网、智能制造、智慧能源、无线医疗、无 ",XXJS201908001
AI赋能经济，创意添彩生活,,4, ,"<正>当下,世界正处于前所未有的革命性技术变革的边缘,数字革命2.0时代随着人工智能已经来临,催生了5G网络、大数据、机器人、3D打印、物联网和数字经济,以及与现代生产领域休戚相关的新型技术。近日,以""智能化:为经济赋能,为生活添彩""为主题的2019中国国际智能产业博览会,向广大企业和观众展示了新技术、新动能、新前景。 ",XXJS201908002
2019年中国互联网企业百强榜,,2, ,"<正>8月14日,中国互联网协会、工业和信息化部网络安全产业发展中心(工业和信息化部信息中心)在2019年中国互联网企业100强发布会暨百强企业高峰论坛上联合发布了2019年中国互联网企业100强榜单、互联网成长型企业20强榜单和《2019年中国互联网企业100强发展报告》。""BAT""依然位列前三。 ",XXJS201908003
读数,,1, ,"<正>1.2万亿个8月18日,硅谷人工智能初创公司Cerebras Systems发布了史上最大的AI芯片。该芯片面积42225平方毫米,拥有1.2万亿个晶体管,比目前最大的英伟达GPU还要大56.7倍,专门用于处理AI应用的问题。4亿元近日,移动、联通和电信陆续发布2019年上半年财报。结合三大运营商财报数据计算后发现,三大运营商上半年总共获净利润796亿元,平均日赚超4亿元。 ",XXJS201908004
云阅读·观点,,1, ,"<正>倪光南市场、人才、政策、开源""四驱""发展软件产业8月26日,中国工程院院士、中国科学院计算技术研究所研究员倪光南作了题为《软件赋能数字经济创新驱动数字中国》的主题演讲。他指出:""软件产业对于数字经济具有基础性、战略性意义,将成为推动数字经济发展的最重要驱动力。""围绕""软件定义世界""的趋势,他剖析了面向离散制造业、集成电路业和建筑业三大领域的工业软件现状与痛点,并提出通过市场、人才、政策、开源四个方面 ",XXJS201908005
政策速递,,1, ,"<正>【指引】国家新一代人工智能开放创新平台建设工作指引8月1日,科技部印发了《国家新一代人工智能开放创新平台建设工作指引》的通知。文件明确,新一代人工智能开放创新平台重点由人工智能行业技术领军企业牵头建设,鼓励联合科研院所、高校参与建设并提供智力和技术支撑。原则上每个具体细分领域建设一家国家新一代人工智能开放创新平台,不同开放创新平台所属细分领域应有明确 ",XXJS201908006
5G在“浙”里绽放,,1, ,"<正>2019年最火的非5G莫属。一直以来,5G如空中滚动的春雷,让人只闻其声不见其形。作为一项被众星捧月的高端信息技术,5G始终少见其应用落地。今年,5G应用终于迎来了""井喷""。以高清视频为突破口的5G应用,正被广泛应用于公安、消防、医疗、环保、交通等各个领域,其大带宽、低时延、多连接的特性在应用中得以充分展现。敢为天下先的浙江人自然也不会错过这波浪潮。在由浙江省5G产业联盟主办的第二届""绽放杯""5G应用征集大赛浙江分赛上,来自全省各地的 ",XXJS201908007
“浙”里绽放“5G之花”,,2, ,"<正>第二届""绽放杯""5G应用征集大赛浙江分赛以""未来已来,5G赋能数字化浪潮""为主题,精彩呈现了30余项5G创新应用5G远程医疗、5G无人机送货、5G高清视频直播……2019年里,围绕5G的项目应用层出不穷,成了最""IN""、最火的应用。而拥有先行先试优势的浙江,更是不甘人后,涌现出了大量优秀的5G应用项目。7月27日,在第二届""绽放杯""5G应用征集大赛浙江分赛上,记者看到了可以 ",XXJS201908008
5G最IN的应用看“浙”里——“绽放杯”5G应用征集大赛（浙江分赛）获奖优秀项目展示,,13, ,"<正>第二届""绽放杯""5G应用征集大赛浙江分赛经过激烈的角逐,从191个项目中脱颖而出,共产生一等奖5个、二等奖10个、三等奖15个,项目范围覆盖安防、公共交通、物流、医疗、旅游等各个行业。这些项目随后在浙江大学紫金港校区基础图书馆,由浙江省5G产业联盟、浙江大学等单位联合进行赛前辅导和集训,以期在全国比赛中呈现更好的效果。 ",XXJS201908009
打造世界级的5G大赛,,1, ,"<正>第二届""绽放杯""5G应用征集大赛浙江分赛邀请到了中国信息通信研究院、浙江大学等单位的权威专家学者担当导师,他们对大会及5G应用前景发表了自己的看法。从本次大赛的所有参赛项目来看,目前5G应用比较偏向于和一些消费类的项目合作,比如VR/AR、机器人、无人机等,都催生出一些新的应用。另外,5G和公安、能源、智能制造、医疗等行业都有些紧密结合的趋势,且态势发展、落地效果都比以往要更好一些。本次大赛中,跟公安、智能汽车以及商业街等相结合的一些项目,让人印象深刻。因为这些项目 ",XXJS201908010
“一号工程”激发澎湃动力,,4, ,"<正>上半年,浙江省全社会数字经济核心产业实现增加值2696.4亿元,现价同比增长14.8%,高出GDP增速4.7个百分点,对全省GDP增长贡献率达到13.5%当前,浙江正在深入实施数字经济""一号工程"",以国家数字经济示范省建设为目标,以""5个100""为抓手,着力推进数字产业化和产业数字化,加速培育发展新技术、新服务、新模式、新产业,加快推动制造业数字化转型,全力推进""三区三中心""和十大标志引领性项目建设。今年上半年全省数字经济发展整体呈现规模增长强劲、创新融合驱动加快、新动能不断发展壮大的良好态 ",XXJS201908011
华勇:顺网科技引领行业变革,,4, ,"<正>顺网科技以""网吧为本、用户为上、数据为王""为战略核心,发布""两翼一体""的新战略,""两翼""即""网吧为本的企业市场,以及用户为上的个人市场"",""一体""指""数据为王的大数据支撑""从2005年成立,国内最大的网吧平台服务商——杭州顺网科技股份有限公司就开始致力于网吧管理平台服务,网维大师、顺网雲、顺网网吧管家、顺网游戏、顺网VR、火马电竞……随着顺网科技各个重量级业务不断推出,以网吧服务平台起家的顺网科技,已逐渐发展成一个领先的互联网娱乐平台服务商,通过聚合上游娱乐内容,为网民 ",XXJS201908012
知识付费如何实现可持续发展,于凤霞:21655818|关乐宁:42607136,4, ,"<正>我国知识付费行业近年来呈现蓬勃发展之势,但其产品的打开率、复购率均不尽如人意,还需从产品体验、细分领域、用户群体等方面入手,促进健康发展知识付费作为我国互联网产业中的新兴领域,近年来呈蓬勃发展之势。国家信息中心发布的《中国共享经济发展年度报告(2018)》显示,在共享经济业态中以知识技能领域增长最为迅速,增速达到126.6%;其融资规模也在各细分领域中位列前三,达到266亿元。兴起原因:技术支撑、需求提升 ",XXJS201908013
云原生时代的政务应用管理新模式,,4, ,"<正>云原生技术以及与其相伴的开源模式在政务数字化的推广和应用,可以使得政务应用系统从相对封闭状态转变为开放且充满生机的生态环境,从而更好地服务客户价值当前,政府数字化转型不单单是完成政府信息化建设,更是面向智能数字化方向前进。政府打造一体化在线公共服务平台,推进政务流程数字化再造,建立数据体系、应用体系、制度体系,加强标准建设和引领,可以加速社会数字化转 ",XXJS201908014
区块链大范围应用的路径选择,,3, ,"<正>开放许可链,在现有计算机及网络条件下,挑选少量经过许可的节点进行共识记账,是提高区块链性能、解决隐私保护等安全问题的比较务实可行的路径2008年以来,区块链技术逐渐转向社会经济的多领域应用。但实质上,真正区块链应用的大规模社会尝试,是在2015年底的企业区块链或联盟链的兴起之后。同时可以看到,2017 ",XXJS201908015
区块链技术在信用证领域的“云象实践”,,1, ,"<正>杭州云象网络技术有限公司通过推动区块链技术在贸易金融领域的探索与实践,助力商业银行金融生态圈的发展传统信用证由于长期停留于纸质开立的形式,易丢失和篡改,信息传递流程冗长烦琐,且使用者不得不为信息传输支付高昂的手续费。这些因素造成的传统信用证业务低安全性、低效率、高成本早已成为行业内长期的痛点所在。面对信用证的""痛点""问题,业内提出了运用 ",XXJS201908016
数字乡村的浙江发展与思考,黄海龙:27883931,2, ,"<正>数字乡村既是乡村振兴的战略方向,也是建设数字中国的重要内容浙江农业农村信息化发展是从1998年""农技110""服务起步,继而开展了农业系统局域网建设,到实施全省信息进村入户工程,建立农产品质量安全追溯,农业投入品监管体系等,涉及农业农村工作的服务、生产、流通、监管各个领域。在服务农民、指导生产、供求对接、质量监管、提高效率等方面发挥出积极 ",XXJS201908017
基层“互联网+政务服务”集约化标准化建设实践——以青岛市市南区做法为例,,2, ,"<正>青岛市市南区通过建设面向政府部门和工作人员的统一用户认证体系推进跨部门业务协同、数据共享,推进""互联网+政务服务""集约化、标准化建设按照国务院""放管服""改革工作要求,深入推进基层""互联网+政务服务""集约化、标准化建设,已经成为各地的重要工作任务。为此,青岛市市南区应用全国一体化在线政务服务平台山东政务服务网,通过建设面向政府部门和工作人员的统一用户认证体系推进跨部门业 ",XXJS201908018
苹果图像识别的深度神经网络算法研究,郑元刚:42510072,2, ,"<正>实验结果表明,利用U—NET提出的分割方法Dice系数高达98%,且对光照和颜色具有很高的鲁棒性苹果产业,是我国极为重要的果业品种之一,对我国的果业经济、进出口创汇等有着重要影响。2017年,我国的苹果种植比例相较于2016年增长了1.73%。然而,大面积的苹果种植使得苹果采摘带来了一定的问题。现有的苹果采摘大多是依靠人力采摘为主,费时费力且效率较 ",XXJS201908019
知识网络演化的关联关系层次特征研究,马勇:43156582,2, ,"<正>探究学科领域知识网络当中知识主题及其演变过程,有助于快速掌握领域知识网络研究现状及其变迁行为21世纪以来,随着科技技术的进步,各种科技文献数量与日俱增。对于科研工作者们而言,从早先对相关研究领域文献获取的困难转变为当前文献资源选取的困难。如何有效地在海量科技文献当中,识别出科学研究主题以及其变化行为成为研究重点。近年来,学术界对于领域知识网络的探 ",XXJS201908020
姚生记的“初心”和“匠心”——杭州姚生记食品有限公司总经理王长青访谈,,2, ,"<正>曾几何时,""逛西湖,喝龙井,品姚生记山核桃""是杭州的时尚,姚生记是山核桃行业第一家全面导入CIS并进行现代化营销的品牌,传统与现代的交割,传承与创新的碰撞。记者:像姚生记这样具有悠久历史文化的品牌国内并不多见,请介绍一下姚生记品牌的历史沿革。王长青:说起姚生记,不得不说山核桃,说到山核桃不得不说杭州临安。历史记载表明,临安已有500多年的山核桃栽培、生产和加工的 ",XXJS201908021
为什么要建城市大脑,,1, ,"<正>目前,城镇化是我们国家经济发展的最大引擎,建设新型智慧城市,发挥城市大脑的功能和效果是城镇化的重要内容,是推进城市治理体系和治理能力现代化的重要举措。顺应历史潮流,学习城市大脑建设方面的知识,了解什么是城市大脑,为什么要建设城市大脑,如何建设城市大脑显得尤为重要和紧迫。城市大脑建设是合理指导城镇化进程的必 ",XXJS201907001
“互联网+政务”服务千家万户,,4, ,"<正>近几年来,""互联网+政务服务""一直是我国提升各地政务服务水平重要举措。2019年的政府工作报告中曾指出:深化""互联网+政务服务"",各地探索推广一批有特色的改革举措,企业和群众办事便利度不断提高。 ",XXJS201907002
智能+社会，浙江排全国第三,,3, ,"<正>日前,中国信息通信研究院和中国互联网协会联合发布了《中国""智能+""社会发展指数报告》,首次对全国及31个省市自治区的智能化应用水平进行评估,展现了各省市自治区""智能+""社会的发展现状。 ",XXJS201907003
"井贤栋 创新是自下而上,让所有人参与",,1, ,"<正>近日,蚂蚁金服董事长井贤栋在接受专访时说:""要突破创新的天花板,就意味着创新一定不是自上而下的,而是自下而上,让所有人参与。甚至自下而上也不够,应该是所有的生态合作伙伴共创。并且,创新要有土壤,让每个员工的想法都能够被浮现出来,有机会去尝试。 ",XXJS201907004
汤道生 安全应成为CEO的“一把手”工程,,1, ,"<正>在第五届互联网安全领袖峰会上,腾讯公司云与智慧产业总裁汤道生在演讲中指出,产业互联网时代,安全正成为CEO的""一把手""工程。他认为:""产业互联网时代,安全出现了两大新特性。第一是产业互联网时代安全威胁的突发性更强、破坏性更大。第二是安全价值升 ",XXJS201907005
"叶兵 创新应该聚焦在小优化,而不是颠覆行业",,1, ,"<正>日前,58同城高级副总裁、安居客COO叶兵在谈到如何避免创新风险时说:""第一点是要看清自己,别乱创新。创新不是专家给个建议,就照做。一方面看外界信息,另外一方面,最重要的是认清自己核心能力在哪。不能脱离公司核心能力、核心竞争力,包括人才梯 ",XXJS201907006
埃尔达尔·阿里坎 短期内5G无法满足公众的高期待,,1, ,"<正>近日,有""5G极化码之父""之称的毕尔肯大学电气工程系教授埃尔达尔·阿里坎在接受采访时表示:""5G可能无法像一些公众预期的那样,立即实现所有目标。然而,随着时间的推移,5G标准将会有各种各样的升级(新版本)。在某个时候,这些承诺将会逐步实现。比如,如 ",XXJS201907007
电信和互联网行业提升网络数据安全保护能力专项行动方案,,1, ,"<正>7月初,工信部印发《电信和互联网行业提升网络数据安全保护能力专项行动方案》,在行业内部署开展为期一年的提升网络数据安全保护能力专项行动。本次专项行动围绕新中国成立70周年等重大活动数据安全保障和行业网络数据安全保 ",XXJS201907008
云计算服务安全评估办法,,1, ,"<正>7月22日,国家互联网信息办公室、国家发展和改革委员会、工业和信息化部、财政部印发《云计算服务安全评估办法》,将于2019年9月1日起施行。重点评估内容包括:云服务商的征信、经营状况等基本情况; ",XXJS201907009
推进IPv6网络就绪专项行动,,1, ,"<正>7月24日,工业和信息化部召开部署推进IPv6网络就绪专项行动电视电话会议。会议要求,各级基础电信企业要持续监测并不断提升网络质量,加速地址分配,优化业务流程,并做好各级自营网站和APP改造;云服务企业要进一步提升支持IPv6的云产品比例,CDN企业要完成更多节点的IPv6改造,进一步提高全 ",XXJS201907010
2019年制造业“双创”平台试点示范项目申报,,1, ,"<正>工业和信息化部近日发文组织开展2019年制造业""双创""平台试点示范项目申报工作,将围绕要素汇聚、能力开放、模式创新、区域合作等4个领域共9个方向,遴选若干产业应用基础好、发展前景广阔、带动作用强的试点示范项目,支持制 ",XXJS201907011
城市大脑“浙”里有样板,,1, ,"<正>一个城市怎样才能算是智慧城市?恐怕没有让城市拥有大脑更有说服力吧。2016年,杭州创建了自己的""城市大脑"",从此,这座城市学会了思考。""城市大脑""是支撑经济、社会、政府数字化转型的开放式智能运营平台,是数字浙江建设的重要基础设施和综合应用工具,将推进新一代信息技术与城市现代化深度融合。除了杭州,先后有宁波、衢州、湖州、德清等地市或区县迈出了探索的步伐,并取得了一定的成果。同时,""城市大脑""的应用领域已从交通领域延伸到经济、平安、城管、环保、健康、文旅、社区治理等方方面面,从""领 ",XXJS201907012
图解浙江“城市大脑”建设应用行动方案,,4, ,"<正>""城市大脑""是基于云计算、大数据、物联网、人工智能等新一代信息技术构建的,支撑经济、社会、政府数字化转型的开放式智能运营平台,是数字浙江建设的重要基础设施和综合应用工具。为加快浙江省""城市大脑""建设与应用,推进新一代信息技术与城市现代化深度融合,6月初,浙江省数字经济发展领导小组办公室、浙江省经济和信息化厅、浙江省大数据发展管理局联合印发了《浙江省""城市大脑""建设应用行动方案》,对稳步有序推进浙江省""城市大脑""建设应用工作作了详细部署。 ",XXJS201907013
引领全国的浙江“城市大脑”,,4, ,"""城市大脑""作为浙江省推进数字经济""一号工程""的标志性工程之一,从2016年杭州萧山区交通治理探索起步,逐步形成当前全省范围、多个领域的竞相建设格局。杭州、宁波、衢州、湖州、德清等市县正在加速推进""城市大脑""建设。 ",XXJS201907014
城市会思考，生活更美好——杭州“城市大脑”发布11大系统、48个应用场景,,4, ,"<正>杭州""城市大脑""从治理交通拥堵入手,逐步扩大应用场景,现在建设已经步入了快车道7月10日,杭州市政府在云栖小镇举办了""城市大脑""2019年中发布会,对杭州""城市大脑""建设的最新进展进行了通报总结。诞生于2016年4月的杭州""城市大脑"",从治理交通拥堵入手,逐步扩大应用场景。特别是在2018年,杭州市委召开打造数字经济第一城的动员大会后,""城市大脑""的建设步入了快车道。经过200多天,29个专班、 ",XXJS201907015
