篇名	作者	页数	关键词	摘要	filename
湖北省高校图书馆中文过刊合作储存机制与模式研究	刘伟成:10676300	6	湖北省; 高校图书馆; 中文过刊; 合作储存; 运行机制; 模式;	"在对湖北地区高校图书馆中文过刊储存现状开展调研的基础上,分析了其中存在的矛盾与面临的困境,提出针对低利用率文献构建合作储存体系是解决空间问题的最好尝试;在相关调查和书目数据比对分析的基础上,结合湖北省的省情,从合作储存模式、馆藏政策、资金、服务、设施等多个方面进行研究,提出切合实际的过刊文献资源合作储存策略及方案。 "	GXTS201401002
中美高校图书馆学科信息素养教育比较研究	程芳:09974038|冯倩然:30406190	9	高校图书馆; 学科服务; 信息素养; 教育;	"通过对学科信息素养教育理论研究现状和实践现状调查,指出我国现有的学科信息素养教育存在理论支撑不力、课程式教育、被动式服务与资源、学科与素养教育分割的现状,提出我国高校图书馆学科信息素养教育应从三方面改进,即树立以用户与学科为中心的观念、采取主动式与自主式服务方式、构建知识库平台。 "	GXTS201401003
“微服务”:碎片化微时代的图书馆导读工作策略探究	张晓萍:31157392	4	微时代; 碎片化; 导读; 微服务;	"碎片化微时代的来临导致人们阅读方式发生了变化,对图书馆结构和导读人员素质都提出了新的要求。图书馆导读工作要适应新的时代变化,在建立微用户,拓展微方式,精选微内容,调整图书馆结构各个方面,注重个性化、特殊化、细节化的微服务。 "	GXTS201401004
基于信息生态与知识生态结合运用的图书馆服务生态体系构建初探	刘洵:11318498	5	图书馆; 信息生态; 知识生态; 服务体系;	"基于信息生态理论与知识生态理论的结合运用,构建图书馆服务生态体系。在分析其内涵、要素、特性的基础上,对其平衡和管理进行研究。 "	GXTS201401005
感知服务在高校图书馆电子资源中的应用研究——以沈阳农业大学图书馆为例	李迎:24376841	5	感知服务; 质量评价; 用户研究;	"从用户心理需求这个根本基点出发,深入挖掘用户对电子资源的需求和行为倾向。同时,进行实证调查分析,以沈阳农业大学图书馆为研究对象,研究评价农业大学图书馆数字电子资源服务现状及服务水平,与此同时也对影响服务质量的图书馆员素质等提出相关建议,以此作为沈阳农业大学图书馆日后开展工作的参考。 "	GXTS201401006
湖北省高校图工委科研工作和学术交流专业委员会会议在武汉理工大学图书馆召开	陈新艳:09056987	1	 	"<正>2014年3月19日上午9点,湖北省高校图工委科研工作和学术交流专业委员会(以下简称""科研工作委员会"")在武汉理工大学图书馆二楼报告厅组织召开了2014年第一次会议。湖北省高校图工委科研工作委员会全体委员及相关工作人员16人参加了会议。会议由湖北省高校图工委科研工作委员会主任、武汉理工大学图书馆副馆长付先华研究馆员主持。湖北省高校图工委秘书长、武汉大学图书馆馆长王新才教授到会并作重要指示,湖北省高校图工委副主任、武汉理工大学图书馆馆长刘清教授作重要讲话。 "	GXTS201401001
华中科技大学图书馆拟向五所高校开放知识发现系统书目检索功能	魏凤萍:07608502	1	 	"<正>为贯彻落实湖北省教育厅关于实施武汉城市圈中央部属高校与地方高校支持合作的要求,进一步履行相关的职责和义务,3月12日下午,华中科技大学图书馆在逸夫馆接待室召开会议,讨论了向五所对口支持的高校开放SUMMON系统书目检索功能的相关事宜。会议由副馆长袁青主持,常务副馆长李光玉出席会议。预备开放知识发现系统书目检索功能的五所高校是:武汉工程大学、武汉科技大学、武汉 "	GXTS201401007
江汉大学文理学院图书馆向黄陂区六指街甘棠小学捐赠图书		1	 	"<正>为进一步落实2014年全国""两会""倡导的""全民阅读用好书滋养心灵""精神,深入社会,服务地方,2014年3月14日,江汉大学文理学院图书馆来到黄陂区六指街甘棠小学开展""赠书献爱心""活动。甘棠小学是六指街的中心小学,共有学生670人,生源来自于周边及远郊的村落。本次活动共为他们捐赠新书1000册,图书的种类涉及到小学生文学,工具书、教学参考书等方面,受到甘棠小学师生的欢迎和喜爱。 "	GXTS201401017
中南六省(区)高校图书馆2014年学术年会征文通知		1	 	"<正>中南六省(区)高校图书馆:随着信息环境的变化,高校图书馆工作也正在快速走向数字化、网络化、泛在化、智能化、知识化。各高校图书馆正在寻求自身的变革和创新,实现业务模式与服务能力的转型和超越。为了共同探讨新世纪以来中南六省(区)高校图书馆事业创新与发展,推动图书馆服务的范式转变与能力提升,交流中南六省(区)高校图书情报理论与实践最新研究成果,特向河南、湖北、湖南、广东、广西、海南六省高校图书馆同仁征文,现将学术年会征文有关事项通知如下:一、征文主题:高校图书馆事业创新与发展 "	GXTS201401018
PDA模式的优势分析与文献预流通的实际运用	蒋文汇:26656669	3	PDA; 读者服务; 预流通;	"从馆藏资源建设和读者服务的角度,分析PDA模式的优势及其利与弊,并结合国内图书馆的实际情况,指出""先用后藏""的预流通服务模式是最值得学习和借鉴的。 "	GXTS201401008
高校图书馆网购图书之利与弊	沈江涛:14275773	3	高校图书馆; 网店; 网购图书;	"根据高校图书馆的传统采购模式,结合目前网购图书的具体实践,对图书网络采购的现状进行了分析,并针对高校图书馆网购图书过程中存在的问题,提出改进的有效措施。 "	GXTS201401009
图书馆“读者权利”缺失的现状分析	邵晓红:27627662	3	图书馆; 读者权利; 权利保障;	"图书馆的终极目标是满足读者的文化和信息需求,平等享受文化和信息资源的权利是读者基本的权利,然而,图书馆读者权利缺失却是不争的事实,在图书馆管理和服务中,图书馆不仅应从立法方面,还应从管理理念、规章制度、服务方式、馆员的业务素质等方面使读者的权利得以保护和落实。 "	GXTS201401010
论坛虚拟学习社区的知识交流模式——以“小木虫论坛”为例	郑璐:30576411	4	虚拟学习社区; 知识交流; 论坛;	"网络信息技术的发展,为虚拟社区的发展创造了条件。虚拟学习社区是未来学习型社会中一种很有价值潜力的网络学习方式,以虚拟学习社区和知识交流模型为基础,以""小木虫论坛""为例,剖析虚拟学习社区中知识交流主体、知识交流课题和知识交流方式,并提出关于当前论坛知识交流模式的建议。 "	GXTS201401011
基于关联数据的数字图书馆知识整合研究	任炜:15156214	5	关联数据; 知识整合; 数字图书馆;	"针对数字图书馆资源整合方式及现状,探讨基于关联数据的知识整合的必要性,同时提出数字图书馆知识整合模型,就如何利用关联数据技术实现资源发现、知识整合和语义检索等方面进行阐述。 "	GXTS201401012
2006-2012年图书馆知识服务论文计量研究	李蓉:25232982	5	图书馆; 知识服务; 计量分析;	"采用文献计量分析法,对2006—2012年发表的图书馆知识服务方面的论文从论文发表数量与时间、基金分布、机构分布、期刊分布等四个方面进行了统计分析,总结了图书馆知识服务研究的热点,指出了图书馆知识服务研究的趋势。 "	GXTS201401013
基于产学研合作的研究生信息素养与创新能力培养的策略研究		 	 	 	GXTS201401014
开创高职院校图书馆服务新模式——关于营销理念的探讨	杨明岳:23900693|杨玉璞:31301928|王丽萍:23909166	3	图书馆; 营销模式; 图书馆营销;	"简要介绍了网络环境下图书馆的营销理念、优势及新形势,并主要分析了图书馆的几种营销模式、营销途径和主要营销策略,同时以博客、微博、QQ营销为主探讨了图书馆营销的创新尝试。 "	GXTS201401015
