"条块关系视野下的网络诉求与政府回应模式研究——基于中部某市网络问政平台的大数据分析	李锋:39143430	11	政府回应; 条块关系; 网络诉求; 政民互动; 大数据;	""在互联网时代",公民与政府在网络上的互动日益频繁,网络问政平台上政民互动不仅受到网络渠道特征的影响,还受到府际关系中条块因素的影响。本研究抓取中部某市网络问政平台2010-2017年的数据,利用大数据技术、文本分析、机器学习等分析公民向政府职能部门、各县市区、公共服务行业的利益诉求及其议题分布和诉求特征。结果发现,公民更加愿意向政府职能部门发表诉求,而且公民会策略性利用相关政治机会窗口;从政府回应来说,相比于各县市、公共服务行业,政府职能部门更愿意回应公众诉求,尤其是议题归属明确的诉求,"政府职能部门、各县市区具有差异性的政府回应逻辑。 ""	DZZW201905004",,,,,,,,,,
"卷首语		1	 	""<正>大数据的广泛应用给社会治理创新带来新的机遇",促成社会治理体制、治理方法和治理模式进行变革;同时,大数据也使社会治理创新面临新的挑战,诸如数据共享难、数据分析能力不足、数据使用意识弱等等,这些问题若不能得到妥善解决,"将会给社会治理创新带来负面影响。本期""""专题研究""""围绕大数据与社会治理刊发三篇文章",从不同的视角讨论大数据在社会治理中几个场景的应用。《科技革新与治理转型:移动政务应用与智能化社会治理》认为,伴随着移动互联网的快速普及,"移动政务应用在全球范围内飞速崛起并逐步扩散至政府治理、国家社会关 ""	DZZW201905001",,,,,,,,,,,,
"化解冲突的网络渠道:研究回顾与未来展望	许尧:24095535	8	互联网治理; 冲突化解; 网络渠道; 网上信访; 冲突治理;	""随着信息技术的不断发展及网络的迅速普及",网络渠道成为化解冲突的重要方式。近十年来,学术界对网络渠道与传统渠道的比较、网络渠道的功能及限度、各地在网络渠道建设方面的做法和成效、网路渠道的优势和创新意义等方面积累了比较丰富的研究。同时,存在着研究落后于实践、重传统渠道轻网络渠道、重信访渠道轻其他渠道、重冲突表达轻冲突化解、浅层实证描述多基础理论研究少等缺陷,应当进一步加强技术与政治的交叉研究、促进冲突表达与冲突化解的平衡、强化网络渠道对政治类诉求的吸纳研究,"并以前瞻性思维扩展对相关信息的大数据分析。 ""	DZZW201905005",,,,,,,,,,,,,,,
"从冷漠到合作:网络时代中国政民关系的变迁与理性发展路径分析	张静:06420553|王欢:06419037	9	网络社会; 政民互动; 中国政民关系; 合作治理;	""互联网的快速发展推动了政府行政管理方式的变革",促使政府不断融入互联网以拉近与公民和社会的关系。结合互联网在中国的发展历程,"将网络时代的中国政民关系分为政府不予理会的自由发展阶段、政府""""高高在上""""的冷漠阶段、""""又爱又恨""""的被动参与阶段和政府积极参与的融合发展阶段;结合中国政民关系变迁中政府和公民两个主体作用发挥的程度",从公民政治参与水平和政府响应水平两个角度探讨了网络时代中国政民关系变迁的机理,它可以分为冷漠型、无视型、代言型和合作型。在此基础上,"从公民、政府和网络平台优化三个方面提出了网络时代走向合作治理的中国政民关系的发展路径。 ""	DZZW201905006",,,,,,,,,,,,,,,
"从“互联网+”到“智能+”变革:意义、内涵与治理创新	贾开:38043873	8	互联网+; 智能+; 人工智能; 社会变革; 治理创新;	""人工智能的快速发展与普及应用不仅体现在技术和产业领域","也是又一次社会形态变革的关键节点。""""智能+""""的提出既是对这一时代背景的阶段性总结",也是对未来发展方向的原则性锚定。代码的自我生产能力,"标志着""""智能+""""相对于""""互联网+""""的继承与突破。在个体、组织、全球三个层面","智能+""""既体现了发展的潜力",也带来了治理挑战。推进制度性赋能、包容多元化的组织形式、创新全球治理等三条道路,"成为""""智能+""""治理创新的三个方面。 ""	DZZW201905007",,,,,,,,,,,,,,
"英国网络安全人才培养机制及其对我国的启示	李艳:25607933|孙宝云:17663601|刘崇瑞:36291691	13	网络安全; 信息安全; 人才培养; 英国;	""人才竞争是网络安全竞争的关键和实质。英国作为互联网发展水平较高的网络强国",为了确保其在全球数字经济领域和网络安全领域内的国家竞争力,现已形成相对成熟的网络安全人才培养机制。深入剖析英国网络安全人才培养机制的建设情况及相关经验,对推进我国网络安全人才培养工作极具参考价值。在梳理英国网络安全人才培养机制的建设背景及发展历程的基础上,从政府顶层设计和财政投入支持、多元主体协同育人机制、人才招募机制、人才培养路径和职业化进程建设等层面系统分析了英国网络安全人才培养机制的建设情况。结合我国工作实际,"从扩展吸纳人才通道、加强人才培养的前瞻性、重视公私部门的交流与合作、促进人才队伍框架与职业认证体系制度化建设四个层面提出了相关政策建议。 ""	DZZW201905008",,,,,,,,,,,,,,,
"基层社会治理中的整体性技术治理:创新与局限——基于浙江实践	郑春勇:28501876|张娉婷:41618511|苗壮:41618512	8	社会治理; 技术治理; 整体性治理; 基层社会治理;	""整体性技术治理是当前基层社会治理中的一项创新之举",它在理论上实现了整体性治理与技术治理的有机融合,在实践上有效地提高了基层社会治理水平,具有重要的研究价值。基于实地调研所掌握的资料,运用归纳比较分析方法,探讨了在基层社会治理中推行整体性技术治理需要注意的五个关键问题。通过对浙江实践的系统考察,发现基层社会治理中的整体性技术治理确实能够带来巨大的技术红利和改革红利,但这种创新也存在着一定的局限性。研究认为,进一步完善整体性技术治理体系,"需要各级政府在划分各自职责的基础上形成合力机制。 ""	DZZW201905010",,,,,,,,,,,
"“技术利维坦”:人工智能嵌入社会治理的潜在风险与政府应对	王小芳1:06709590|王磊2:08867376	8	人工智能; 社会治理; 技术利维坦; 智能治理;	""人工智能技术嵌入社会治理在使得社会治理智能化的同时","技术发展的不确定性导致社会治理存在从""""数字民主""""滑向""""技术利维坦""""的潜在风险",即人工智能技术赋权与约束的非对称性潜含着加剧寡头统治的危险;人工智能嵌入后的行政吸纳具有有限性特征,传统官僚制结构很难主动促进算法和数据的开放性;人工智能时代社会政治力量之间的张力与不确定性可能会加剧社会碎裂。为应对人工智能政治化中的风险,政府应围绕数据共享与算法优化建立健全开放的治理体系和治理机制;进一步完善社会保障体系,"努力防控人工智能导致的技术势差及不平等风险;重铸""""共建共治共享""""的社会治理格局","塑造""""成果共享、权责同担""""的责权体系","以多层次、宽领域、全方位地促进人工智能重大公共性问题的突破。 ""	DZZW201905011",,,,,,,,,,,,,
"数据脱敏在政府数据治理及开放服务中的应用		10	数据治理; 数据脱敏; 脱敏算法; K匿名; L多样化;	""随着政务信息资源共享工作的推进",会产生大量的企业和个人数据汇聚。为了贯彻落实国家相关法律法规要求,对个人及企业敏感隐私数据实现可靠保护,在对这些数据进行研究和应用的过程中需要进行脱敏处理。基于对数据的使用场景的深入分析和分级分类,选取了多种脱敏算法支持数据脱敏,提出了一种基于存量和增量数据实现静态脱敏和动态脱敏,且可通过K-匿名和L-多样化方法验证数据脱敏的有效性。此项对数据脱敏的研究,对各机构规范业务流程、安全应用数据具有重要意义,"对数据脱敏应用领域的拓展具有借鉴价值。 ""	DZZW201905013",,,,,,,,,,,,
"新技术环境下政务数据资源开发利用的研究	穆勇:13963096|王薇:12176501|赵俊:41618515	5	信息资源; 政务数据资源; 开发利用; 数据治理; 数据资源权;	""深入研究了当前在大数据、云计算、人工智能等新一代信息技术环境下政务数据资源开发利用的现状和问题",阐述了当前我国政务数据资源开发利用工作出现的新动向,且针对数据资源开发利用涉及的数据资源共享、保护、权属界定等关键问题进行分析和研究。此基础上,"提出政务数据资源治理体系的新框架和建议。 ""	DZZW201905014",,,,,,,,,,,,,,,,,
"大数据议题批判性反思	""马广惠1:33133682|魏玮1:11394408|安小米1","2:09745655""	7	大数据; 数据治理; 批判性反思; 社会运动;	""针对大数据研究及实践",基于现有定义提出的社会运动视角的大数据概念框架,通过愿景与现实间的鸿沟分析,"揭示了当前大数据研究面临的困境及未来发展方向。据此展开的批判性反思包括大数据认识论、方法论、大数据治理、大数据分析、社会技术系统、政治经济、法律及伦理道德等七个方面的内容。 ""	DZZW201905016",,,,,,,,,,,,,,,,
"论政务公开事项标准化目录编制	肖卫兵1:20670185|包思卓2:41618516|张文帅2:41618517	7	政府信息公开; 政务公开; 政务公开事项清单; 文件管理; 标准化;	""政务公开事项目录或清单梳理编制是开展基层政务公开标准化规范化试点工作的关键一环。标准规范的政务公开事项清单生成有助于降低政府和公众间的信息不对称水平",提升政务公开的正向外部性,促进包括《政府信息公开条例》在内的各项政务公开制度的有效实施。通过对国内外现有关于政务公开事项清单编制的实例分析,"认为基于事前、事中和事后的""""全流程""""","穷尽到具体信息条目前提下编制出的主动公开、依申请公开和不予公开三张""""全清单""""的""""两全一穷尽""""的政务公开事项标准化清单是必由之路","值得今后各基层复制推广并向更高层级进一步推进。 ""	DZZW201905017",,,,,,,,,,,,,,,
"数据跨境流动政策的国际比较与反思	茶洪旺:11562138|付伟:32173186|郑婷婷:34314050	7	数据治理; 数据跨境流动; 数字经济; 数字产业;	""数据跨境流动政策是数据治理国际化中的重要议题",事关国家数据安全和数字产业经济发展。美国、欧盟和其他国家(地区)根据自身安全和经济发展诉求,从政策理念、实施机制和监管强度等方面出发,分别构建了不同的数据跨境流动政策。通过对国际上主要的数据跨境流动政策的对比分析和反思,认为我国应加强数据分级分类管理,确保国家数据安全,加强政策研究,参与国际规则制定,重视安全评估,加强监管执法力度,同时需要降低数据本地化存储要求,"促进数据产业发展。 ""	DZZW201905018",,,,,,,,,
"《省级政府和重点城市网上政务服务能力调查评估报告(2019)》在京发布		1	 	""<正>2019年4月18日",《省级政府和重点城市网上政务服务能力调查评估报告(2019)》在京发布。该报告显示,2018年各地区网上政务服务能力在显著提升,"凸显了各地区""""互联网+政务服务""""的推进持续朝着更高水平发展的积极态势。为贯彻落实党中央、国务院关于深入推进""""互联网+政务服务""""的相关要求","以""""好差评""""推动政务服务提质增效", 2018年,国务院办公厅电子政务办公室继续委托中央党校(国家行政学院)电子政务研究中心,"开展网上政务服务能力第三方评估 ""	DZZW201905009",,,,,,,,,,,,,
"政务信息系统整合共享评估指标体系专家研讨会在中央党校(国家行政学院)召开		1	 	""<正>2019年4月4日",政务信息系统整合共享评估指标体系专家研讨会在中央党校(国家行政学院)政府管理创新实验室召开。第十二届全国政协副主席、国家电子政务专家委主任王钦敏出席了此次研讨会。中央党校(国家行政学院)电子政务研究中心主任、国家电子政务专家委副主任王益民,"最高人民法院信息中心主任许建峰、海关总署总工程师吴幼毅、国 ""	DZZW201905012",,,,,,,,,,,,,,,,,,
"李克强签署国务院令 公布修订后的《中华人民共和国政府信息公开条例》		1	 	""<正>2019年4月3日",国务院总理李克强签署国务院令,公布修订后的《中华人民共和国政府信息公开条例》(以下简称《条例》),自2019年5月15日起施行。此次对《条例》的修订,坚决贯彻落实党中央、国务院全面推进政务公开的精神,加大政府信息公开力度,既在公开数量上有所提升,也在公开质量上有所优化;积极回应人民群众对于政府信息公开的需求,体现近年来政府信息公开工作的新进展、新成果,"解决实践中遇到的突出问题。新修订的《条例》有如下几大亮点: ""	DZZW201905015",,,,,,,,,,,
"智慧社会的概念演进、内涵构建与制度框架创新	贾开:38043873|张会平:15626682|汤志伟:06570033	7	智慧社会; 知识生产; 制度创新; 全球治理;	""""""十九大""""报告首次提出""""智慧社会""""概念",但由于缘起于技术发展的社会形态变革的宽泛性与复杂性,"当前学界对于""""智慧社会""""概念的理解并未形成共识","由此导致的模糊性将在很大程度上影响智慧社会建设的进度与绩效。基于理论梳理从知识生产角度对""""智慧社会""""概念作出了界定与分析",指出智慧社会建设的核心是要通过制度框架变革激发全社会创造力,以适应知识生产的需求和规律。在此概念的指引下,提出智慧社会具有创新性、包容性、开放性三个核心特征,"并需要在制度框架创新过程中注意四个层次和三对关系。从社会环境的信息化改造、生产关系的重构与变革、治理全球化三个方面提出了一般性政策建议。 ""	DZZW201904002",,,,,,,,,,,,,
"中国建设智慧社会的国外经验借鉴	刘红芹:40262852|汤志伟:06570033|崔茜:29356478|郭雨晖:37402944|伍毓锋:31656186	9	智慧社会; 数字经济; 智慧城市; 超智能社会; 智慧国家;	""通过对发达国家具有典型代表的数字英国战略、日本的超智能社会(社会5.0)战略、美国的智慧城市战略和新加坡的智慧国家战略进行综合研究",构建了比较分析研究框架,并分别从战略规划、技术支撑和推进模式三个层面剖析英国、日本、美国、新加坡等国政府的智慧社会发展战略,总结提炼了共性特点及各自特色,"最后提出中国建设智慧社会的战略构建建议。 ""	DZZW201904003",,,,,,,,,,,,,,,,
"中国建设智慧社会的现实基础与路径选择——基于技术与制度的分析维度	张龙鹏:25006358|冯小东:06558252|汤志伟:06570033	9	智慧社会; 公共政策; 智慧城市; 智慧农村;	""智慧社会是党的十九大提出的未来中国社会建设的战略目标。建设智慧社会是一项复杂的系统工程。为高质量地建设智慧社会",有必要系统梳理我国建设智慧社会的现实基础,明确建设过程中存在的短板与未来的发展方向。基于技术与制度的分析维度,深入讨论了中国建设智慧社会的技术基础与制度基础。技术基础分解为物理层、网络层、数据层、智能层、应用层;制度基础分解为国家信息化规划,建设智慧城市与农村的政策,建设智慧经济、民生、生态与政务的政策,建设智慧基础设施的政策。在现实基础分析的基础上,"提出了建设智慧社会的路径选择。 ""	DZZW201904004",,,,,,,,,,,,,
"中国智慧社会建设的风险表现、分析及防范研究	""李梅1","2:21983467|汤志伟1:06570033""	8	智慧社会; 风险识别; 风险分析; 风险防范;	""基于全生命周期视角",分析智慧社会建设在战略规划阶段、建设实施阶段和运营维护阶段的不同风险表现。其中,"战略规划阶段的风险包括价值理念的技术导向性、战略定位的趋同性、政府决策制定偏差和法规政策体系缺位;建设实施阶段的风险表现为组织协同的不确定性、公众参与""""悖论""""、资源分配""""马太效应""""、城乡一体化建设失衡和规范标准缺失;运营维护阶段的风险来源有两方面",一是系统管理和运行风险,包括运营维护模式的可行性、技术的安全性和可靠性,二是系统衍生性风险,主要是信息渗透导致的文化冲突。为有效防范智慧社会建设风险,需要顺应智慧社会建设各阶段的风险演进规律,构建系统协同的风险管理体系,有效把握风险防范重点,"积极化解风险防范难点。 ""	DZZW201904005",,,,,,,,,
"“互联网+基层治理”:基层整体性治理的数字化实现路径	门理想:40043212|王丛虎:09750521	10	整体性治理; 数字治理; 基层治理创新; 碎片化;	""权力体系、利益诉求及空间结构等方面的碎片化是目前困扰我国基层治理的重要问题",而整体性治理为破解这一难题提供了一种缝合机制。作为整体性治理的实现路径之一,机构改革的周期、成本和底限决定其在应对碎片化问题时存在短板,"而""""互联网+基层治理""""则能很好地充当一种弥补机制。整体性治理于数字时代的背景下诞生",其实现也有赖于数字化手段的应用。采用比较案例研究的方法,通过对绍兴市杨汛桥镇与北京市平谷区基层治理创新经验的对比,"发现""""互联网+""""对于整合基层治理中的权力体系和利益诉求具有重要作用",但要推动基层进一步走向整体性治理,"还需借助数字化手段实现基层治理中的渠道疏解、主体扩充、关系重构和观念扭转。 ""	DZZW201904006",,,,,,,,,,,,
"论我国网络直播监管体制的完善	王新鹏:41371429	11	网络直播; 监管权限; 监管对象; 监管模式; 直播监管; 互联网监管;	""""""互联网+""""政策的实施为网络直播注入了新活力",在网络直播蓬勃发展的背后,由于监管体制不完善导致的各种行业乱象严重阻碍着网络直播行业的健康发展。通过梳理我国网络直播监管体制的变迁脉络,发现我国网络直播监管体制存在顶层制度设计不足、监管权限分散、监管对象不明、监管模式落后和监管程序不完善等问题。当前,国家机构改革为完善网络直播监管体制提供了新的历史契机,从优化顶层制度设计、明确监管对象、构建网络直播合作治理模式、完善网络直播监管程序、建立网络直播监管配套机制等方面入手,形成科学合理的网络直播监管体制,"这是促进网络直播行业健康发展的必经之路。 ""	DZZW201904007",,,,,,,,,,,,,
"基于区块链的政务信息资源共享模型研究	余益民1:35035350|陈韬伟2:23378255|段正泰2:41371820|赵昆2:11285590	10	政务信息资源; 资源共享; 区块链; 智能合约; 共识机制; 信息交换;	""针对政务信息资源共享实践中存在的跨部门相互信任困难、数据隐私保护薄弱、交换不及时、数据不一致、业务协同困难、数据可溯性差及信息共享和公开范围不广等诸多亟待解决的问题",通过深入分析当前政府信息资源共享及公开的关键因素和运行机制,结合P2P网络、密码学以及人工智能理论,提出去中心化政务信息资源共享及公开的解决思路,并给出基于区块链技术的模型总体架构,从而构建政务信息资源共享与交换的网络体系、政务信息资源共享及交换区块链目录体系、去中心化数字证书及信任体系以及信息资源共享安全智能交换体系。该模型对有效解决政务信息资源共享应用中信任孤岛、数据所有权、对等管理、标准一致性和非实时交换等方面的问题具有较好的理论和实际应用价值,使政务信息资源共享及公开在政府及公众多元主体参与的背景下具有较强适应性,"对促进政府管理和公共服务的科学化、民主化、智能化和高效化具有积极意义。 ""	DZZW201904008",,,,,,,,,,,,,
"“最多跑一次”:互联网时代的数据驱动型政府创新——基于杭州市不动产登记领域改革的实地调研	赵玉林:32337629	8	最多跑一次; 数字治理; 数据驱动; 政府创新; 不动产登记;	""有别于常见的一般性描述和总体式分析","为凸显""""最多跑一次""""改革在操作和理念层面的具体特征",以杭州不动产登记领域的政府创新实践为案例,主要采用深度访谈、体验式观察与文献检索获取信息,"首先通过微观分析梳理了""""最多跑一次""""改革的外显变革与内在调整",而后通过与整体性治理和政绩驱动型政府创新的对比分析,进一步突显出此次改革的理念革新:数字治理与数据驱动。最后,"从""""内修""""与""""外联""""两个维度","提出了持续推进""""最多跑一次""""改革的政策建议。 ""	DZZW201904009",,,,,,,,,,,,
"陕西省市级政府电子政务回应性测度研究	杨立波:38604354|董新宇:09073334	8	电子政务; 政民互动; 回应性; 回应率; 回应速度; 回应质量;	""随着我国电子政务不断发展",公众利用互联网参与政府治理的需求也在逐渐增加,政府能否有效回应公众诉求成为衡量其治理能力的重要指标,也是学术界研究的重要问题之一。采用试验法,对陕西省十个地级市政府部门的电子政务回应渠道、回应率、回应速度和回应质量进行测度并分析。研究发现,陕西省市级政府电子政务的总体回应率不高,存在大量无回应的现象。在已回应的结果中,政府的回应速度较快,但回应质量一般,且各地级市之间的差异较大。为提升陕西省电子政务回应性,政府应注重顶层设计,完善电子政务回应的制度建设,并且要切实转变政府工作人员的观念,在改善电子政务回应系统质量的同时,"充分发挥政务新媒体的互动交流功能。 ""	DZZW201904011",,,,,,
"大数据背景下社会治理现代化:解读、困境与路径	 	9	大数据; 社会治理; 协同治理; 数据共享; 技术创新;	""大数据技术带来了全面而深刻的社会影响",为社会治理现代化提供了重要契机。大数据背景下社会治理现代化的结构性需求根植于治理环境的高度复杂性、治理主体的多元化、治理过程的动态化和治理结果的不确定性之中。社会治理现代化应具有清晰有序的治理模式、动态调适的规则体系、精准高效的治理机制、包容共享的治理格局等多维目标指向。而大数据时代社会治理现代化还面临着协作困境与信息孤岛、技术理性与制度滞后、技术风险与治理危机、工具理性与价值迷失的多重实践困境。研究认为,"应从协同治理与数据共享并进、制度建设与技术创新同步、技术应用与风险防控并举、价值引领与技术治理融合等方面推进社会治理现代化。 ""	DZZW201904012",,,,,,,,,,,,,,,,,,
"智能机器人的刑事责任主体论	朱静洁:32505847	8	人工智能; 智能机器人; 刑事责任主体; 刑事责任能力;	""随着智能机器人在人类社会中应用范围的不断拓展",智能机器人致人损害事件时有发生,为了明确智能机器人从事严重危害社会行为的刑事责任,"有必要首先确认其刑事责任主体地位。""""理性""""是区别法律主体(人)与法律客体(物)的根本依据",通过对智能机器人的认知理性及行为理性进行深入分析,可以确认智能机器人应当享有刑事责任主体地位。智能机器人刑事责任能力的具体划分可参照自然人刑事责任能力的划分标准,将理性程度作为基本尺度。具体而言,"可将""""理性""""具化为智能机器人的智能化程度与理性指数","将智能机器人划分为无刑事责任能力机器人、相对有刑事责任能力机器人、完全刑事责任能力机器人三种基本类型。 ""	DZZW201904013",,,,,,,,,,,,
"行政法视角下政府数据开放研究述评	张亚楠:23582909	8	政府数据开放; 行政法; 法治社会; 社会治理; 立法制度;	""政府数据开放研究已在信息管理学界、公共管理学界引起广泛关注并产生诸多成果",但从法学角度进行研究还尚处在起步阶段。从行政法学角度发掘政府数据开放的内在行为逻辑与问题,有助于厘清政府数据开放主客体双方的权利义务关系,促进政府数据开放顺利进行。通过文献分析法、比较法对国内外政府数据开放的主体概念、基本原则、基础理论与价值、困境与挑战进行了现有法学文献的总结与评析。政府数据开放作为一种行政法律行为,必然有许多法律问题无法通过管理手段解决,因此如何通过法律进行规制,"将政府数据开放进程中的公私主体权利义务关系纳入到法治化路径中是重中之重。 ""	DZZW201904014",,,,,,,,,,,,,,
"地方政府数据开放平台发展模式及影响因素分析	张廷君:25375319|曹慧琴:41371430	13	地方政府; 政府数据; 数据开放; 政府数据开放; 数据开放平台;	""为了推动地方政府数据开放平台建设与完善",分析各地方政府数据开放平台的建设现状与发展特点,总结并归纳其发展模式。研究选取截至2018年5月10日已建立的相对规范的45个地方政府数据开放平台作为分析单位,建立基于平台层、数据层两个维度的比较分析框架。归纳出当前地方政府数据开放平台发展的四类模式:平衡发展型、平台优先发展型、数据优先发展型、渐进发展型,同时探讨不同发展模式背后可能的影响因素,"提出进一步完善地方政府数据开放平台的相关建议。 ""	DZZW201904015",,,,,,,,,,,,,,,
"中国社科院法学所发布《中国法治发展报告(2019)》和2018年中国政府透明度指数排名		1	 	""<正>2019年3月28日","由中国社会科学院法学研究所、社会科学文献出版社联合主办的《中国法治发展报告(2019)》(下称""""法治蓝皮书"""")发布暨中国法治发展研讨会在北京举行","新华社、中央人民广播电台、中新社、人民网、《新京报》《新民晚报》等30余家重量级媒体出席发布会。 ""	DZZW201904010",,,,,,,,,,,,,,,,,,
"卷首语		1	 	""<正>伴随着人工智能、大数据、物联网、云计算等新技术的不断发展和应用",人类社会在政治、经济、文化等各个领域的数字化、网络化、智能化水平不断提升,"智慧社会也被视为继农业社会、工业社会和信息社会后的一种新型社会形态。本期""""专题研究""""聚焦""""智慧社会建设""""",试图揭示智慧社会的内涵与特征,借鉴西方发达国家智慧社会建设的有益经验,考察中国建设智慧社会的现实基础和路径选择,"预测并防范智慧社会建设中可能的风险。 ""	DZZW201904001",,,,,,,,,,,,,,
"人工智能概念的再界定与政府的治理回应:基于技术、市场和政治视角的分析	李晓方:38135459	7	人工智能; 政府治理; 公共政策; 后信息社会;	""从技术、市场和政治性的视角出发对人工智能的概念和治理机制进行分析。对于人工智能的治理而言",应该关注到作为知识形态的人工智能、作为产品形态的人工智能以及作为社会后果形态的人工智能在生产机制和运作逻辑方面的不同。后现代化社会的发展使知识生产呈现出开放、多元、多学科和异质性的特征,市场化竞争逻辑渗透到人工智能的方方面面。因此,人工智能的治理应该充分回应这些变化,在考虑不同社会后果及其影响的基础上,"建立基于伦理的透明、开放、包容和适应的治理体制。 ""	DZZW201903002",,,,,,,,,,,,,,,
"人工智能全球治理的现状:基于主体与实践的分析	俞晗之:41172458|王晗晔:41172459	9	人工智能; 全球治理; 治理主体;	""随着人工智能技术发展逐渐迈向应用阶段",其可能引发的诸多社会挑战和潜在风险亟需全球共同应对。当前,对于如何建构合理有效的全球治理体系应对人工智能发展仍然是一项方兴未艾的研究议题。通过对人工智能全球治理的现状进行梳理与分析,较为全面地呈现出当前该领域的主要治理主体及其实践进展,并且进一步总结了当前治理现状的两个特点:其一,治理主体百家争鸣,但是主体仍然缺乏多样性;其二,治理实践搭台热闹,"但是治理成果落地少。基于研究结论对中国下一步参与人工智能全球治理的战略路径提供了一些政策建议。 ""	DZZW201903003",,,,,,,,,,,,
"人工智能同经济社会发展融合中的潜在风险研判与应对研究	毛子骏1:22068421|黄膺旭2:31681745	9	人工智能; 智慧社会; 经济社会发展; 风险研判; 风险应对;	""人工智能的迅速发展将促进经济社会各领域从数字化、网络化向智能化快速跃升",带来巨大的变革。党中央提出促进人工智能同经济社会发展深度融合,加强人工智能发展的潜在风险研判和防范,推动我国新一代人工智能健康发展。该研究从人工智能的技术特点、应用方式和发展趋势入手,就其同经济社会发展融合中的潜在风险开展前瞻性研究,并从思想、组织、技术、管理和经济等五个方面提出对策建议,"以期为我国人工智能安全、可控、健康发展提供决策参考。 ""	DZZW201903004",,,,,,,,,,,,,,
"人工智能时代的政府治理:适应与转变	陈鹏:27875623	8	人工智能; 政府治理; 智慧社会; 社会治理;	""人工智能技术嵌入政府治理进程后",有利于有效控制政府规模、提高行政决策质量、优化行政运行流程、推动政府治理精细化、增进政府与公众的互动。但同时,科层制的行政组织体制难以有效适应智能化治理的需求、数据壁垒的存在导致数据共享和互联互通存在困难、政府面临人工智能技术开发和应用等方面的瓶颈以及技术导向的人工智能治理引发的行政伦理等问题也日渐凸显,政府面临去中心化的危险。对此,应该积极变革现有政府组织模式和运行流程、推动数据整合和共享、加大人工智能技术研发和人才储备力度、化解人工智能引发的行政伦理问题,"以实现推动政府治理流程不断优化、治理成本不断降低和治理绩效不断提升的目标。 ""	DZZW201903005",,,,,,,,,,,,,,,
"卷首语		1	 	""<正>从六十余年前人工智能被确立为一门学科",经历了多轮波浪式发展,"以""""深度学习""""为引擎",人工智能迎来了新一轮发展浪潮。智能翻译、无人机、无人驾驶汽车等等人工智能产品不断刷新着人们的认知和想象空间。人工智能产品全面渗入社会生活,对现有社会治理体系提出了全方位的严峻挑战,因而亟需弄清人工智能的本质属性," ""	DZZW201903001",,,,,,,,,,,,,,
"网络社会安全风险评估指标体系研究	 	10	网络社会; 网络安全; 风险社会; 网络社会治理; 指标体系;	""网络社会高速发展的同时也潜藏着众多风险与威胁",正确认识与评估这些风险是提升网络社会治理能力的基础。基于我国网络社会的发展状况及其存在的安全问题,研究了建立网络社会安全风险评估体系的迫切性和必要性,从政治安全风险、经济安全风险、文化安全风险、社会安全风险、生态安全风险等五个方面构建了评估指标体系的理论框架;提出了网络社会安全风险评估指标体系,力求能够引导各级政府关注网络社会安全风险问题,"有效提升其网络社会安全风险应对能力。 ""	DZZW201903006",,,,,,,,,,,,,,,
"政府主体在互联网平台经济治理中的功能转型	魏小雨:39577093	11	互联网; 平台经济; 网络经济; 合作治理; 公众参与;	""在互联网平台经济的治理中",政府应针对其特点利用不同主体的优势创新治理模式、完成功能转型。通过实证及规范分析发现,目前政府在认定监管对象合法性、划分监管机构职能、选择监管规制工具等方面存在困难。为此,政府应转变行政理念,利用市场方法完成公共目标。以行政任务为导向设置行政组织,并赋予其主动和弹性活动的空间。面向行政过程强化公众参与,"选择成本收益率较高的规制工具并加强法律控制。政府主体实现治理功能以达成行业发展与公共利益保护之间的平衡。 ""	DZZW201903007",,,,,,,,,,,,,,
"我国省级政府数据开放平台元数据质量评估研究	张晓娟:09016101|谭婧:39846196	14	政府数据; 开放数据; 数据开放; 元数据; 质量评估; 省级政府;	""元数据是描述开放平台数据资源出处、背景等信息的重要属性",元数据质量的优劣直接影响到开放平台的开放质量和效果。通过建立不同元数据标准的元数据属性与DCAT词汇表之间的映射关系,采用AHP方法构建了政府数据开放平台元数据质量评估指标体系,以已建成的12个省级政府数据开放网站为评估对象,对我国省级政府数据开放平台的元数据质量水平进行测量。评估结果表明,我国省级政府数据开放平台元数据总体质量不佳,"存在资源描述不精准、运营维护不及时和权限管理不重视等问题。 ""	DZZW201903008",,,,,,,,,,,,,,
"数字政府治理的回应性陷阱——基于东三省“地方领导留言板”的考察	李慧龙:31568722|于君博:28479288	16	数字政府治理; 政府回应; 网络问政; 留言板;	""对于数字政府治理的回应性内涵与现状",已有研究仍存在模糊之处。通过回归基本概念,"从事实与价值兼顾的双重维度对""""回应性""""进行了新的辨识:既包括事实维度的有回应、快回应和照章办事地解决问题",也要注重价值维度的释因、补偿与协商。借此考察作为数字政府治理重要形式的留言板类型的网络问政的回应性,"在事实回应层面进一步证实了政府存在的""""选择性回应""""痼疾","并发现其呈现出回应率的波动性、回应速度的随意性以及维稳导向下的""""条件性解决""""特征;在价值回应层面发现政府在公众诉求的解决或未解决方式上裁断性强于对话性、有释因而少疏解",缺乏对公众认知与情感的顾及。最后,"反思了数字政府治理亟需走出的两个回应性陷阱:""""裁断型""""回应的思维桎梏与""""粗放型""""回应的行为惯性。 ""	DZZW201903009",,,,,,,,,,,,,
