篇名,作者,页数,关键词,摘要,filename
长江经济带资源型城市与老工业基地产业转型发展路径与模式研究,"马诗萍1,2,3:43493749|张文忠1,2,3:09536457",10,资源型城市; 老工业基地; 产业转型; 长江经济带;,"[目的/意义]长江经济带内逾半数的城市是资源型城市或老工业基地,实现这两种类型城市的产业转型发展对推动长江经济带高质量发展意义重大。[方法 /过程]本文通过统计分析发现:长江经济带内老工业基地产业转型的基础和成效优于资源型城市,下游地区城市的转型基础和成效均优于中游及上游地区。通过大量案例分析发现,区域内形成了""发挥比较优势,承接产业转移""""面向黄金水道,实施以港兴市战略""""积极发展接续替代产业,培育经济新动能""""依托现有优势,实现产业链延伸发展""以及""多项措施并举,推动城市综合发展""5种产业转型路径。[结果 /结论 ]总结来说,即:以内生动力和外源动力为双重驱动,充分发挥传统优势并挖掘新优势的产业转型模式,这种模式对于其他地区的资源型城市和老工业基地产业转型工作具有参考意义。 ",ZKSL201906009
功能疏解背景下北京产业结构调整的思考,李佳洺:30801430,10,产业结构; 城市职能; 国际经验; 北京;,"[目的/意义]随着京津冀协同发展的推进和新一轮城市总体规划的实施,北京非首都核心功能疏解势在必行,城市产业功能和结构面临较大调整。尽管制造业似乎应该作为疏解的重点领域,然而与上海、广州等同级别城市相比,北京制造业比重已经处于较低水平。因此,未来是否应该进一步压缩制造业发展空间令人困惑。[方法 /过程]本文通过对北京产业结构的深入剖析和国外发展经验的总结,尝试厘清北京产业调整的方向。[结果 /结论 ]北京作为区域经济的核心,应该适当保持一定的制造业,这样不仅有利于北京自身高科技等产业的发展,而且有助于京津冀区域经济的协同。 ",ZKSL201906010
新时代建设良好营商环境的着力点,"李赞1,2:43209931|刘学谦1:31707759",7,营商环境; 演化阶段; 五化一体;,"[目的/意义]营商环境是高质量发展时期市场主体投资与扩张考虑的最重要外部因素。不同发展阶段,营商环境特点不同,市场主体对营商环境的要求也有所不同。因此,高质量发展新时期、经济发展新常态下,如何找准营商环境建设的着力点至关重要。[方法 /过程]文章以历史文本为基础,以时间脉络梳理我国营商环境经历的关系型营商环境向政策型营商环境再到效率型营商环境演化的3个阶段。[结果 /结论 ]进入新时代,根据高质量发展的新要求,良好营商环境建设是""高效化、公平化、法治化、透明化、预期化""的不可分割的""五化一体""建设。""五化一体""制度型营商环境优化要求以建设健康洁净的政治生态为突破口、处理好市场与政府的关系;以企业需要为导向,分类指导,实现营商环境的区域平衡性发展;以建成法治化、市场化、信息化的长效机制为目标,形成多部门联动共建营商环境的合力。 ",ZKSL201906011
大数据与物联网应用下的公共安全管理研究,迟菲:43495127,7,大数据; 物联网; 公共安全管理风险;,"[目的/意义]物联网和大数据技术的发展和智慧城市的兴起,越来越多的物联网和大数据技术被运用在了公共安全管理领域,对公共安全管理产生了积极影响,也带来一些风险。[方法 /过程]对大数据和物联网应用下的公共安全管理体系进行研究,分析了大数据与物联网应用对公共安全管理的积极影响、带来的风险,并且给出了相应的政策建议。[结果 /结论]在公共安全管理的预防、准备、响应、恢复的4个阶段中,物联网和大数据都可以发挥相应的作用。然而物联网和大数据的应用也会增加一些新的风险,包括物联网技术本身的易损性导致的感知风险、感知局限性的风险、新型突发事件的风险、物联网技术瘫痪时的社会混乱风险。未来应该加强基于物联网和大数据的公共安全体制机制建设,加强民间力量投入公共安全管理的政策激励机制建设,加强对新兴事物的风险关注度,做好物联网瘫痪下的解决方案,加强基于海量数据的决策辅助系统的建设。 ",ZKSL201906012
全面建成小康社会情景下绿色可持续建筑工程发展与挑战研究,周硕文1:43495126|王元丰2:06323683|高源林3:43495129|罗玮2:39231670,11,可持续建筑; 绿色建筑; 装配式建筑; 挑战分析; 社会网络分析;,"[目的/意义]通过对全面建成小康社会进程中建筑业发展现状的经验总结,本文对未来发展所面临的挑战进行综合分析,并提出符合中国特色社会主义新时代发展特色的建筑业应对策略。[方法/过程]本文通过对绿色可持续建筑工程标准和研究的分析,对其内涵理念和标准发展进行阐述,同时基于社会网络分析建立了2013—2019年绿色可持续建筑工程研究网络,从而对研究内容及其发展趋势进行了探讨。[结果 /结论]结果发现,在新时代建筑业发展中,绿色建筑与装配式建筑代表了建筑的发展方向,建筑工程标准与研究在传统节能环保的基础上,逐步向着工业化、人性化、可持续的方向发展。但随着全面建成小康社会目标的实现,建筑业急需通过提高建筑品质、发展建筑理念、完善建造技术、推进环境-经济-社会协调来应对建筑业发展过程中所面临的可持续挑战。 ",ZKSL201906013
英日两国科技智库对比研究及启示——以英国科学政策研究所和日本未来工学研究所为例,"刘怡君1,2,3:35825406|迟钰雪1,2,3:36825420",8,科技智库; 问题导向; 证据导向; 科学导向;,"[目的/意义]分析英日两国代表性科技智库,给出对我国智库发展的经验启示。[方法/过程]文章以英国科学政策研究所和日本未来工学研究所为例进行对比研究,从其研究主题、人员培养、课题来源、研究思路方法、成果传播模式等方面结合DIIS智库研究方法论进行综合比较,以期从中发现我国智库发展的有益借鉴。[结果 /结论]汲取英日两国代表性科技智库发展经验,我国科技智库建设在问题导向上,要具有全球全景式画像能力;在证据导向上,要形成证据组织标准和准则;在科学导向上,要体现项目研究模式的长效机制;在成果传播上,要进一步加强国际交流与合作。 ",ZKSL201906014
2019研究前沿发布暨研讨会在中国科学院举行,,2, ,"<正>2019年11月26日上午,由中国科学院科技战略咨询研究院、中国科学院文献情报中心与科睿唯安联合举办的""2019研究前沿发布暨研讨会""在北京举行,会上向全球发布《2019研究前沿》报告和《2019研究前沿热度指数》报告。中国科学院院长、党组书记白春礼院士,科睿唯安全球执行副总裁、亚太区董事总经理刘煜出席会议并致辞,中国科学院科技战略咨询研究院院长潘教峰、中国科学院文献情报中心主任刘会洲等主持会议。科技部、中国工程院、国家自然科学基金委、军事科学院、清华大学、国防大学,以及部分国 ",ZKSL201906015
前言,,1, ,"<正>2019年《智库理论与实践》与中国发展战略学研究会联袂推出专辑,集中展示中国发展战略学研究会各专委会在理论研究和战略实践方面的工作与思考。本专辑共选登中国发展战略学研究会推荐的学术论文13篇,文章具有鲜明的时代特点和战略色彩。涉及主题包括以下几类:(1)农村和农业发展,主要研究内容包括农村农业战略前瞻、农村公共安全、东北地区农业适度规模经营和乡村空心化等问题;(2)科技与创新发展,主要研究内容包括科技领导力、人工智能与失业风险、粤港澳大湾区的创新驱动发展战略;(3)产业转型与营商环境,主要研究内容包括资源型城市的产业转型、京津冀协同发展与北京产业转型、营商环境发展; ",ZKSL201906001
新型智库的“七年之痒”——关于中国特色新型智库的阶段性评估与未来展望,王文:45686946,7,中国特色新型智库; “七年之痒”; 智库革命;,"[目的/意义]中国特色新型智库建设进入第7个年头,需要有更全面的评估。借用""七年之痒""的说法,一项事业或关系进入第7年时,很容易产生平淡与倦怠感而不得不经历重大考验。[方法/过程]本文通过实践调研与文献分析,认为中国特色新型智库目前面临着""思想创新之痒""""社会美誉之痒""""全球影响之痒""""人才孕育之痒""。[结果/结论]最初几年的""智库热""正在降温,智库建设将进入到较长时期的""去粗取精""""去伪存真""阶段。要建立中国特色新型智库的""百年老店"",中国智库业呼唤着三场革命:主体革命、认识革命与方法革命。 ",ZKSL201905001
理论创新、理论外交与中国智库的历史使命,许正中1:39327466|蒋震2:27539813,7,中国智库; 理论创新; 新使命; 话语权;,"[目的/意义]从人类社会共同价值目标和文明多样性内在逻辑统一的角度把握理论创新的方向,为理论外交和中国智库的历史使命定位提供依据。[方法/过程]理论创新总是与特定文明发展阶段相关,本文主要运用了历史唯物主义的研究方法,从人类文明发展的历史维度把握每个时期理论创新的核心和重点。[结果/结论]进入新时代后,我们又面临着理论创新的重大任务。智库须担当人类命运共同体的沟通平台,构筑理论外交体系,勇于探索、引领全球网络空间治理规则体系,致力于阐释""中国式发展道路"",提出具有前瞻性预见性的重要成果。我们需要在未来知识信息文明体系下,建立中国智库的话语权体系。 ",ZKSL201905002
智库成长的影响因素及保障机制研究,李树德1:20110022|向洪2:24583973|郭华3:28262170,8,智库; 影响因素; 保障机制; 智慧服务; 决策支持;,"[目的/意义]针对我国智库建设相对滞后的现象,提出构建智库成长的保障机制,拟为新型智库建设提供决策参考。[方法/过程]通过运用文献研读和理论推演等方法,分析了智库在现代公共决策的作用机理,探讨了智库成长的影响因素,构建了促进智库成长的保障机制,提出了促进我国新型智库成长的对策建议。[结果/结论]未来我国必须在借鉴西方智库成长经验的基础上,努力营造智库成长所需环境氛围,建立适合中国国情和制订设计要求的新型高端智库。 ",ZKSL201905004
《习近平谈“一带一路”》书讯,,1, ,"<正>习近平著。本书收录了习近平总书记在2013年9月至2018年7月期间关于推进""一带一路""建设的文稿,共42篇。党的十八大以来,习近平总书记首倡""一带一路"",得到国际社会特别是沿线国家积极响应。""一带一路""建设是中国在新的历史条件下实行全方位对外开放的重大举措,是推动构建人类命运共同体的重要实践平台,为世界提供了一项充满东方智慧的共同繁荣发展的方案。习近平总书记对""一带一路""建设的指导原则、丰富内涵、目标路径等进行深刻阐述,为推动""一带一路""建设走深走实、行稳致远,指明了正确方向,勾画了宏伟蓝图,提供了重要 ",ZKSL201905003
《“一带一路”手册》书讯,,1, ,"<正>蔡昉[英]彼得·诺兰主编。本《手册》以学术界和知识界更容易接受的""条目模式""为主线,将近年来与""一带一路""有关的内容用117个词条尽悉收录,全面、深度阐述""一带一路""倡议的诞生背景、理念内涵、框架内容等,为国内外政府官员、智库学者、企业管理者、媒体从业人员和高校学生等,提供具有""一带一路""普及性质的指南性读本。 ",ZKSL201905014
《丝绸之路一部全新的世界史》书讯,,1, ,"<正>[英]彼得·弗兰科潘著。作者用散文一般的笔法将张骞通西域、亚历山大东征、罗马帝国崛起、波斯帝国辉煌、基督教和伊斯兰教的斗争、十字军东征、成吉思汗西征、美洲大发现、明代《金瓶梅》的出现、王阳明心学的繁盛、美国独立、克里米亚战争、第一次世界大战、第二次世界大战、美苏冷战、中东战争、阿富汗战争、塔利班、911恐怖袭击、伊拉克战争、一带一路等人类历史上几乎所有的绚烂故事全都串联在一起,为我们带来了这部包罗万象的史诗 ",ZKSL201905015
《超级版图全球供应链、超级城市与新商业文明的崛起》书讯,,1, ,"<正>[美]帕拉格·康纳著。作者提出了一种理解当今世界格局下,国家竞争和地缘政治的新视角。其核心观点是:全球供应链的竞争,取代了之前各国之间的军事和领土的竞争,成为新的竞争焦点。在冷战时期和冷战结束之后一段时间,全球安全被普遍认为是最重要的""公共品""。全球安全的主要提供者是美国,二战之后唯一的超级大国。但是到了21世纪初,情况变化,全世界最为重要的公共品变成了基础设施。""谁统治了供应链,谁就统治了世界""。 ",ZKSL201905016
第五届中国特色新型智库建设学术研讨会（西安）及征文通知,,1, ,"<正>我国智库经过几年的发展,已步入一个新的阶段。智库建设应树立""智库+""思想,将学术研究思想进一步凝练、发展、凝集到智库的政策和措施上。为此,西安电子科技大学与中国科学院文献情报中心联合主办第五届中国特色新型智库建设学术研讨会。本次会议主题为""数据驱动的新型智库建设""。论坛将分析智库建设的数据驱动问题,突破智库发展面临的数据方法与应用,研讨智库如何将数据驱动作为一种发展驱动力,从数据中挖掘知识、情报,并汇聚形成智库决策的智慧, ",ZKSL201905017
《智库理论与实践》2019年选题指南,,1, ,"<正>本刊是由中国科学院主管、中国科学院文献情报中心与南京大学共同主办的智库领域重要的学术期刊(双月刊),致力于推动智库理论、方法与实践的创新。欢迎任何有思想见地、有理论建树、有方法突破、有实践创新的投稿。经编委和专家建议,编辑部整理,2019年,本刊重点关注的主题包括(但不限于):1.习近平新时代中国特色社会主义思想与中国特色新型智库建设研究2.中国特色社会主义新型智库深化改革研究3.中国特色新型智库发展障碍与难点研究 ",ZKSL201905018
关于提升智库核心能力的几点思考,张述存:35988058,6,智库核心能力; 智库创新; 智库影响力;,"[目的/意义]党的十八大以来,党中央高度重视智库在治国理政中的作用,各类智库立足自身特长,在不同领域发挥着重要的积极作用。但是,智库发展仍存在若干瓶颈和制约,影响了智库服务决策的精准化、高效化。在此背景下,研究如何有针对性地提升智库核心能力是一项具有较强理论和实践价值的命题。[方法/过程]本文深入剖析了山东社会科学院智库建设案例,对其近年来在新型高端智库建设方面的实践探索和成功经验进行归纳总结,围绕智库核心能力建设,对智库发展中的制度创新、影响力扩张、人才保障等问题进行了探讨。[结果/结论]智库核心能力的提升需要把握正确的方向,发挥优势补齐短板,不断开展制度创新,扩大智库影响力,夯实人才基础。下一步,各类智库应在增强智库工作针对性、强化人才支撑、完善激励机制等方面继续开展深入的体制机制创新。 ",ZKSL201905005
地方新型智库建设：现实问题及发展路径——基于S省智库建设的调查分析,李坤轩:42040432,7,新型智库; 制度供给; 体制机制; 人才队伍; 改革创新;,"[目的/意义]基于S省新型智库建设调研,提出推动地方新型智库建设的建议。[方法/过程]采取了实地调研、会议座谈、问卷调查等方式进行调查分析。[结果/结论]目前,地方新型智库在发展中还存在政策支撑不够、管理体制机制落后、高端智库缺乏、发展不规范不均衡、智库人才短缺、研究动力不足等问题。面对新形势新要求,要综合施策,促进地方新型智库步入良性发展轨道,主要措施有:强化地方新型智库发展的政策引领,推进智库管理体制机制改革创新,促进各类智库均衡健康发展,加强智库高端人才队伍建设,充分调动科研人员咨政研究的积极性。 ",ZKSL201905006
新时代中国特色新型绿色智库的发展态势与方向展望,申森:43197047,6,绿色智库; 发展趋势; 新时代;,"[目的/意义]新时代为中国特色新型绿色智库的发展创造了新的机遇,当下绿色智库进入了发展的快速提档期,数量激增、活力显著,然而真正产出和供给质量高影响广智库产品的绿色智库仍然为数不多。在新时代,我们需要进一步释放和彰显新时代中国生态文明建设的活力与魅力。[方法/过程]本文通过全面观察和细致审视当前我国绿色智库运行中的基本情况和发展中遇到的普遍困境,结合当前中国特色绿色智库建设的内外形势进行深入剖析。[结果/结论]本文认为,需要为绿色智库的发展提供良好的外部生态,更需要通过发挥打造特色话语、疏通影响路径、凝聚人才合力等渠道的作用,实现绿色智库影响内在机制的优化,最大程度地激发其内在潜力和效用的发挥。 ",ZKSL201905007
“一带一路”新型智库信息资源开发问题及策略研究,赵豪迈:08526351,8,“一带一路”; 新型智库; 信息资源开发;,"[目的/意义]面向""一带一路""倡议需求,为了推进""一带一路""智库信息资源建设,亟需采取正确的信息资源开发策略。[方法/过程]我国""一带一路""智库信息资源开发仍处于初级阶段,尚未建立起""一带一路""新型智库信息资源服务体系,形成有效的共建共享机制。[结果/结论]通过加强整体规划,坚持政策导向,注重信息资源的积累与整合,积极组建智库合作信息联盟,推进""一带一路""专题数据库建设,以加强""一带一路""新型智库信息资源开发,保障智库信息情报需求。 ",ZKSL201905008
传统基金会的北极传统安全问题研究,黄雯:15539264,9,传统基金会; 美国智库; 北极问题; 传统安全问题;,"[目的/意义]作为美国重要的主流智库之一,传统基金会在美国北极决策体系当中扮演着不可忽视的角色,对美国北极政策的制定施加重要影响。对传统基金会的北极传统安全问题研究进行剖析和总结,有助于我们更好地研判和评估美国北极政策走向。[方法/过程]本文对冷战后传统基金会发表的有关北极传统安全问题研究的代表性成果进行解读,分析其研究特点和政策影响。[结果/结论]研究发现,传统基金会的诸多政策主张在政府文件中得到体现,对美国北极政策的演进产生了重要影响。 ",ZKSL201905009
日本能源经济研究所的运行机制与发展态势,刘东:07965483|高春玲:07946340,8,日本能源经济研究所; 智库; 运行机制; 发展态势;,"[目的/意义]深入剖析日本能源经济研究所的运行机制以及发展态势,为我国构建中国特色新型智库的理论与实践提供借鉴参考。[方法/过程]运用案例分析法和网络调研法收集数据,结合权威的智库排名报告分析日本能源经济研究所的基本概况、核心理念、运行机制和发展态势,进而提出中国智库可以借鉴的方面。[结果/结论]日本能源经济研究所作为全球知名智库,所取得的成绩与其特殊的发展理念和运行机制关系密切,对我国现阶段智库发展尤其是能源和资源政策智库发展具有十分重要的参考价值。 ",ZKSL201905010
兰德公司军事情报研究及对美国情报工作的影响,陈晴1:39294232|张博2:43197048,11,智库; 兰德公司; 情报工作;,"[目的/意义]""9·11""事件后,美国智库加大军事情报研究工作力度,而以""国家安全""作为主要研究领域的兰德公司就是其中具有代表性的智库,学习兰德公司服务于美国情报工作的经验,有助于设计出适合于中国智库及咨询机构服务情报工作的机制,为我国更好利用民间智力资源提供借鉴。[方法/过程]本文主要采用个案研究法和统计分析法,梳理研究兰德公司近20年来发布的军事情报研究重要成果,从中归纳出兰德公司对美国情报工作研究的特点以及影响。[结果/结论]兰德公司情报研究关注重点集中于网络安全、情报搜集、分析技术革新、情报机构改革与反恐情报等问题,在提高社会各界的网络安全及保密意识,丰富情报工作理论和实践,助力深化情报改革,推动反恐情报资源的整合等多方面对美国情报工作产生了不可小觑的影响。 ",ZKSL201905011
新时代地方机构改革背景下的政商智库建设：上海经验,,9,新时代; 地方机构改革; 群团改革; 政商智库; 上海市工商业联合会;,"[目的/意义]政商智库建设,是新时代地方机构改革的一项创新举措,其起源于群团改革之初,成熟于新时代全面深化改革之际。从当前改革全局来看,各地群团组织正承担改革先行者的重要角色,致使进一步推进政商智库发展,也成为改革的重要组成部分,在其中发挥引领、协作和传接等重要职能。由此可以说,如能将政商智库建设的前期历程、扩建过程及推进进程进行梳理、分析和总结,于改革各方和社会各界而言,就更能精准把握新时代全面深化地方机构改革的现实本质和实践规律。[方法/过程]本文以政商智库发源地——上海在新时代推进机构改革为背景,以上海市工商联推进政商智库建设为论述主线,对这一过程展开纵向考察。期间,运用参与实践、""一对一""访谈和蹲点调查等多种方式方法,收集了较为丰富的第一手资料。[结果/结论]从研究结果来看,上海市工商联在推进政商智库建设中,主要是以社会组织为起点、在实践中拓宽内涵、在试点中扩展外延,当前正致力建设的""市—区—街镇""一体化政商智库平台,则是针对改革中最关键的基层党建、人才培养、选人用人等环节,推出的最有力举措。 ",ZKSL201905012
扶贫智库塑造社会发展政策的作用与机制研究,李翔:07596961|王佳琪:29353500,9,专业化新型智库; 社会发展政策; 扶贫;,"[目的/意义]社会发展是旨在赋予每个地区公民能力和权力的实践,是引导""改善人类福祉""和实现理想社会目标的过程。推动经济社会发展和人民生活的改善,专业化新型智库是不可或缺的角色。[方法/过程]本文以国内外扶贫智库影响和塑造社会发展政策的案例为研究对象,从组织机构、运作模式和作用机制方面梳理和总结了专业化新型智库建设的成功经验。[结果/结论]本文认为,我国专业化新型智库的建设有助于我国脱贫攻坚目标的实现,并且能够对我国经济社会长期稳定发展发挥重要的建言咨政作用。 ",ZKSL201905013
智库功能定位与智库研究课题的选择,柏必成:24982735,9,智库影响力; 智库功能; 智库行为; 课题选择;,"[目的/意义]智库行为研究是智库研究的一个重要切入点,智库的课题选择行为在智库行为中占有关键地位。从智库功能定位的角度,对智库的课题选择行为进行解释,探讨智库课题选择行为背后的因果联系,能够给中国特色新型智库的建设提供有益启示。[方法/过程]在文献梳理、理论分析和类型比较的基础上,区分出4种具体的智库功能,分析了每一种智库功能定位之下智库的课题选择行为倾向,对智库功能定位和智库课题选择行为的相关性进行了探讨,并构建了一个对智库课题选择行为进行解释的理论框架。[结果/结论]在不同的智库功能定位之下,智库的课题选择行为也不相同。不能对智库功能做过于偏狭的理解,智库在研究课题的选择中既要着眼于为政府的科学决策服务,又要着眼于为公众的政策参与服务,尤其应避免为得到批示而有意迎合决策者的意图;既要重视已经引起政府或公众高度关注的议题,又要重视需要引起政府或公众足够关注的潜在性议题,避免在研究课题的选择上一味追逐热点。 ",ZKSL201904001
着力防止和克服智库研究行政化,陈东恒:32018183,5,智库研究; 行政干预; 质量效益;,"[目的/意义]针对我国当前智库研究行政化问题,深入分析原因症结,提出一系列增强智库研究客观性、防止和避免行政干预、提高服务决策质量的对策建议。[方法/过程]通过比较研究、定性定量分析、案例剖析,明确智库研究客观性的特点、行政干预的表现及深层原因,提出解决应对之道。[结果/结论]客观性是智库研究的生命;行政化是智库研究的大敌;角色定位不明、研究独立受限、官本位思想影响、市场竞争不足,是当前我国智库研究行政化的深层原因;坚决防止和克服智库研究行政化,须坚持多元化发展道路,探索市场化运行模式,涵养唯真唯实的科学精神。 ",ZKSL201904002
学者的智库作用与角色——以公共图书馆立法为例,柯平:08152097,8,智库; 高校学者; 立法; 公共图书馆法;,"[目的/意义]现代智库定位于""公共政策研究分析与参与"",在国家立法和政策制定中显示出越来越重要的地位。[方法/过程]本文从高校学者被时代赋予智库使命出发,结合近几年来参与国家立法和政策制定的实践与体会,以国家公共图书馆立法为例,阐述学者的智库作用,分析立法服务中的学者角色问题,为高校学者参与智库与社会服务提供参考借鉴。[结果/结论]学者要发挥学理保障作用,以客观公正为前提,善于理性思考和理智地分析存在的问题,发挥第三方的作用,承担批评者的角色。 ",ZKSL201904003
关于加强对西方国家智库的研究及交流的思考,马刚:23769162|李小鹿:20706080|沈志雄:20198729,6,智库; 二轨外交; 话语权; 软实力;,"[目的/意义]智库被称为政府的外脑。在美国等西方国家,智库对社会和政治生活发挥着重要作用。研究我国智库对外交流和加大自身影响存在的问题,及如何加强对西方智库的研究和与西方国家智库的交流,对我国营造有利的国际环境,稳定我国与西方主要大国的关系,有重要意义。[方法/过程]本文以美国智库为例阐释了西方智库的分类及地位作用,并结合当前国际战略形势的发展变化,深入分析了当前我国智库建设面临的一些新的困难和挑战。[结果/结论]从内部来看,我国智库自身实力不足的问题仍然比较突出,这是制约我国智库发挥国际影响力的重要因素。从外部来看,国际竞争摩擦呈上升之势,地缘博弈色彩明显加重,国际社会信任和合作受到侵蚀,美国等西方国家智库对我国戒心大幅提升,增加了我国智库与西方国家智库进行交流的难度。我国在加强自身智库建设的同时,还需要进一步加强与美国等西方国家智库的交流,我国应加强对西方智库的研究和与西方智库的交流,通过坦诚深入的对话沟通,求同存异,增进我国与西方国家之间的战略互信,加深相互理解和彼此认同,减少相互猜疑。 ",ZKSL201904004
新型智库服务政府决策能力的提升策略研究,蔡蓉英:26711024,9,新型智库; 政府决策; 国家治理; 智力支持; 智慧服务;,"[目的/意义]基于国家治理体系现代化的时代要求,结合经济社会改革发展对智库的需求,提出新型智库服务政府决策能力的提升策略,拟为新型智库建设提供决策参考。[方法/过程]运用理论研究和资料分析方法,分析了智库在国家治理体系中的作用,探讨了新型智库面临的发展契机,总结了我国新型智库建设存在的问题,提出了智库服务政府决策的对策建议。[结果/结论]本文认为政府决策依赖智库服务的外在压力不断增加,智库也有着服务政府决策的内在追求,我国必须理顺智库服务政府决策的渠道,提升智库在政府决策中的智慧服务与智力支持作用。 ",ZKSL201904005
智库咨政文本书写能力的涵养路径,周湘智:14256223,7,咨政文本; 书写能力; 涵养路径;,"[目的/意义]智库咨政文本在中国特色新型智库建设中具有独特价值与作用,是社科工作者专业研究的重要成果、职业尊严的重要体现、课题结项的重要途径。[方法/过程]从智库研究人员主观层面,论证与咨政文本书写能力建设直接相关的要素。[结果/结论]通过全心投入、深入调研、升级方法、善于转化、场景代入、持续积累、关注时事、注重合作、快速反应9个途径涵养智库咨政文本书写能力。 ",ZKSL201904006
日韩科技智库建设经验与启示,张彦钰:26854155,6,日本未来工学研究所; 韩国科技政策研究院; 科技智库; 运行机制;,"[目的/意义]我国科技智库在数量上增长较快,但科技智库发展水平仍然与国外有较大差距。本文梳理了日本韩国科技智库总体建设情况,详细剖析了其管理机制、人才机制、筹资机制等方面的发展经验,以期为我国科技智库体系构建和山西省科技智库的建设提供新视角。[方法/过程]主要采用文献调研法、比较分析法、案例分析法相结合的研究方法,基于国际权威智库报告和日韩典型科技智库官方网站资料对日韩科技智库建设情况进行阐述和分析,并着重以山西省科技智库建设实践为例进行探讨。[结果/结论]日韩科技智库总体上得益于其合理的机构设置、开放的人才管理理念以及充足的研究经费,最终以颇具前瞻性和专业性的智库研究成果不断提升其影响力和话语权,结合各地实际,合理借鉴其智库建设经验有助于建设具有地方特色的科技智库。 ",ZKSL201904007
智力资本视角下的贵州高校智库建设研究,王培:42690320|朱洪波:42690321|史琼:33660880,9,智力资本; 高校智库; 智库建设;,"[目的/意义]贵州作为西部欠发达地区,是国家精准扶贫和乡村振兴战略重点实施的地区之一,面对新的发展要求,迫切需要熟悉贵州省省情的智库特别是高校智库为其发展提供智力资源。[方法/过程]本文以贵州高校智库为研究对象,运用""智力资本""理论分析框架,对贵州高校智库建设中出现的问题进行分析。[结果/结论]从智力资本的人力资本、结构资本和关系资本3个方面探索贵州高校智库如何结合自身的优势服务政府和社会的需要,并对其建设提出对策和建议。 ",ZKSL201904008
德国科学和政治基金会创新研究与成果管理经验启示,陈威龙:42690322,7,德国智库; 创新研究; 成果管理; 经验启示;,"[目的/意义]德国智库经过多年稳步发展,在成果研究和管理上比较成熟,可以给中国建设新型高端智库在制度保障上提供一些可行思路。[方法/过程]本文以德国智库为研究目标,采用网络调查法和文献调研法,对以德国科学和政治基金会为代表的德国著名智库进行系统调研。[结果/结论]结果显示,基金会内部环境中的人才队伍建设、研究管理模式、成果审核机制和信息化数据库建设为成果创新与管理提供了流程式制度保障,外部环境中的对外交流合作、政府关系构建则对智库内部环境的制度发展具有重要影响。在此基础上从人才建设与管理、成果质量控制、数据库信息化及联盟化以及交流合作机制4个层面进行结构化经验总结。 ",ZKSL201904009
编者按,,1, ,"<正>伴随着经济迈向高质量发展阶段,中国科技也迎来了难得的战略机遇期。面对日益复杂的国际国内政治经济形势,如何抓住机遇,深入落实创新驱动发展战略,以科技高质量发展驱动经济高质量发展,是一个迫切需要解决的时代问题。2019年6月29日,由中国科学院科技战略咨询研究院和中国发展战略学研究会共同举办的""高质量发展战略研讨会""在中国科学院大学国际会议中心报告厅举行。来自中央党校、中国科学院、中国社会科学院、中国 ",ZKSL201904010
中国人居环境基本格局与优化对策,张文忠:09536457,4,人居环境; 空间格局; 环境健康性;,"[目的/意义]人居环境是城市高质量发展的主要内容。[方法/过程]论文在解析人居环境内涵基础上,从5个维度评述我国人居环境的基本特点和格局。[结果/结论]发现我国人居环境品质由东南向西北呈递减的特征,东南部地区是人居环境最佳区域;粤港澳大湾区人居环境在3大城市群中综合评价最好,长三角次之,京津冀内部参差不齐;另外省会城市和旅游城市评价高于其他城市。最后论文认为要充分考虑自然地理本底,彰显各地特色,采取差异化政策提升各区域的人居环境。 ",ZKSL201904011
科技成果转化的创新模式与思考,霍国庆:33234174,4,科技成果转化; 大同模式; 关键影响因素; 全科盟;,"[目的/意义]本文是作者在中国发展战略学研究会""高质量发展战略研讨会""上的发言,是作者在山西大同开展科技成果转化实践的总结,是一种可复制和推广的科技成果转化模式。[方法/过程]本文是根据作者的理论设计,具体在山西大同落地实践和不断完善,然后归纳形成的。[结果/结论]本文提出了科技成果转化的""大同模式""和影响科技成果转化的6个关键因素。 ",ZKSL201904012
粗放式创新向可持续创新的战略转型研究——科技重大风险研究21年,刘益东:09652325,5,致毁知识; 科技重大风险; 科技伦理失灵; 科技法律失灵; “尖端武器平衡”失灵; 扬长避短失灵; 粗放式创新; 可持续创新;,"[目的/意义]如何治理科技重大风险,实现可持续安全与可持续创新及发展是当务之急。[方法/过程]本文通过论证""科技发展下去会发生毁灭性灾难甚至毁灭人类""这一判断确实正确并给出条件关系,[结果/结论]证明了目前趋势外推的乐观派科技大局观是错误的,指出目前科技大爆发和科技伦理失灵、科技法律失灵、安全监管失灵、""尖端武器平衡""失灵、扬长不能避短、致毁知识不可逆增长等使人类面临前所未有的巨大挑战和危机。千年变局带来全新机遇,为避免共同毁灭,必须改弦易辙,但西方国家因路径依赖而难以及时转变,我国却具有后发优势,换道超车,可率先发动新科技革命与新产业革命,摆脱修昔底德陷阱,共建人类命运共同体,引领世界走上良性竞争合作、行稳致远、可持续安全、可持续创新与发展的新型发展道路。 ",ZKSL201904013
