篇名,作者,页数,关键词,摘要,filename
美DARPA等推动终身学习型人工智能研究,,3, ,"<正>过去十年,基于机器学习的人工智能(AI)在性能方面取得了突破性进展,经常接近人类专家的能力,有时甚至超过了他们,例如人工智能在图像识别、语言翻译、围棋中的表现。这些应用使用大型人工神经网络,其中的节点由数百万个加权互联相连。它们模拟了大脑的结构和工作机制,但有一个关键领域做不到——人工神经网络无法像动物那样随着时间的推移而学习。一旦开发人员完成了人工神经网络的设计、编程和训练,如果不 ",KYXH201903013
DARPA拟借助人工智能推进“空战演化”项目,,2, ,"<正>据美国国防高级研究计划局(Defense Advanced Research Projects Agency,DARPA)5月8日消息,该局拟借助人工智能推动空对空作战的自动化,启动""空战演化""项目,提高自主作战技术。人工智能(AI)已经打败了象棋高手、围棋冠军、职业扑克选手,现在又击败了在线战略游戏《Dota 2》和《星际争霸2》的世界顶级人类玩家。但目前还没有人工智能可以在高速、超重力的战斗机空战中战胜人类。现代战争经过发展,加入了越来越 ",KYXH201903014
基于B/S架构的采集工程资料信息管理系统的设计与实现,武虹1:38551346|宁华华2:43032626|杨宝龙1:38551348|齐硕1:38551347|杨逸萌1:43032627,7,B/S架构; 资料信息管理系统; 大文件上传; 对象数据;,"采集工程[1]实施9年多来,已采集近500位老科学家的学术成长资料,包含大量实物资料、口述资料和录音录像资料。然而所有科学家资料均以线下形式进行收集、整理,随着采集资料数量越来越庞大,逐渐暴漏以下问题:(1)数据分散在硬盘等介质中,缺乏统一存储;(2)资料信息缺乏统一管理,数据质量难以保证;(3)无法对收集来的数据加以利用。因此需要建设科学家采集资料数据管理系统,以对科学家采集资料数据进行统一管理和共享利用。本文主要介绍基于B/S架构[2]的采集工程资料信息管理系统的设计和实现方法,包括系统需求分析、系统设计、实现技术等,并对系统中的关键问题如大文件上传、对象数据批量导入、单表操作抽象处理等进行详细阐述。应用表明,系统界面简洁逻辑清晰且易操作,可大大提高工作效率。 ",KYXH201902001
加入惩罚因子的基于物品的协同过滤算法,"尹毫1,2:43032628|焦文彬1:09596103|史广军1:10348241|何晓涛1:28422995",10,个性化推荐; 协同过滤; 惩罚因子; 物品相似度; 覆盖度;,"作为业界应用最成功、最广泛的个性化推荐算法之一,协同过滤算法依然面临着诸多问题与挑战,数据的长尾分布便是其中之一。由于用户行为数据往往存在长尾分布的现象,同时采用Jaccard相似度作为物品相似度计算公式的协同过滤算法往往倾向于为用户推荐热门物品,致使热门的物品越来越热门,冷门的物品越来冷门。在不断给用户推荐物品的过程中,该传统协同过滤算法推荐给用户的物品集合越来越小,可能会渐渐失去个性化推荐的能力,影响用户体验,为降低热门物品对物品相似度计算结果的影响,本文提出一种基于物品流行度的惩罚因子(Penalty Factor)来修正物品相似度公式。通过在三个公开数据集上的实验验证与分析,该改进方法可在一定程度上提高推荐算法发掘新物品的能力。 ",KYXH201902002
基于Mesos的分布式参数优化调度策略及系统设计,"李铄1,2:42516159|陆忠华1:09559436|孙永泽1,2:42516160",11,Apache Mesos; 资源调度; 参数优化; 分布式系统; 分布式计算;,"本文针对分布式参数优化系统的调度策略进行研究,并实现了一个基于Mesos的分布式参数优化系统。利用Mesos的资源接口,把多种常见的参数优化算法和任务调度封装为一个可以在Mesos上运行的框架软件。并针对Mesos的两级调度机制,提出了一种对混合部署集群上多作业竞争环境下的分布式参数优化系统的调度优化策略。本文设计了多组实验,对框架软件的资源调度策略与FIFO调度策略进行对比测试,可以满足多租户在混合部署场景下的使用。降低了在集群环境下进行深度学习等常见场景下的分布式参数优化的难度,在多任务竞争时提高资源使用效率。 ",KYXH201902003
基于长短时记忆网络的光伏发电功率预测,"黄滇玲1,2:43032632|迟学斌1,2:10348221|许可1,2:43032634|王铁强3:20242584|时珉3:20874309|尹瑞3:40819235|王一峰3:27188644|王珏1:30081539",11,LSTM; 光伏发电功率; 预测模型; 相关性系数;,"光伏发电系统的输出功率具有波动性和间歇性,其特性影响了电力系统安全、稳定与经济地运行,因此准确预测光伏发电系统的输出功率具有十分重要的意义。目前,光伏出力预测一般使用比较简单的网络,如BP神经网络和SVM等,并且大多数预测的时间级为小时级,而对于分钟级的预测具有一定的难度。光伏出力预测是一个回归问题,而长短时记忆(LSTM)在时间序列上具有良好的处理效果。本文研究影响光伏发电的因素,并从中选取主要因素作为特征,通过构建基于LSTM的深度学习模型来预测光伏发电功率。在不同天气情况下,光伏发电功率的波形具有不同的特征,因此对不同天气类型构建不同的LSTM预测模型。实测数据表明,不同天气类型的LSTM模型具有更忧的性能。 ",KYXH201902004
面向海洋气象的数据汇聚平台, ,9,海洋气象; 海洋大数据; 数据治理; 数据汇聚;,"海洋气象数据标准各异、来源广泛、结构多样,将这些质量参差不齐的数据加以规范利用具有深远的实际意义。本文以现有海洋气象水文数据管理系统为主要数据源,结合开源爬虫技术定向获取气象水文信息,支持了结构化、半结构化和非结构化数据之间在线和离线格式转换,建立了标准统一、存储便捷、业务广泛的数据汇聚平台,并对数据采集、融合治理、汇聚存储及运维监控等数据汇聚全生命周期进行了设计实现,具有一定的理论意义和实际应用价值。 ",KYXH201902005
数据流动与转移的授权许可管理,"顾立平1,2:21779674|樊舒3:45690646",10,数据流动; 数据转移; 授权许可管理; 数据权益分析; 权益组合;,"数字经济时代,探究数据流动与转移的授权许可管理问题需要从新的视角出发。本文以DATA的思维模式和框架从简单定义到实际应用对这一问题进行了系统性的阐述,层层深入,进一步厘清了数据流动、数据转移和数据许可等基本概念,分析了各个概念的基本类型。从国家数据战略、企业数据战术和国内经典案例三个角度出发,追踪前沿热点事件,旨在构建起行之有效的解决方案。 ",KYXH201902006
基于PyTorch的晶体结构势预测,"刘学源1,2:43032635|王彦棡1:30081540|任荟颖1,2:43032637|辛之夼1,2:43032639",10,神经网络; 结构势能拟合; PyTorch; 人工智能平台;,"近年来,材料数据进入了爆发式增长阶段,而实验和模拟方法来处理和分析材料数据工程量巨大并且十分耗时,如何用新方法从大量的数据中发现知识是未来材料研发的主要探索方向。新世纪以来,出现了将机器学习方法应用于材料科学领域研究的新课题。高效准确地得到结构能量是许多材料研究工作的基础,我们主要关注将机器学习方法与结构能量计算相结合这一方向。本文调研了目前已有的基于机器学习的结构势能拟合开源软件,分析它们的特点与优劣,并针对实际需求通过深度学习框架PyTorch对软件进行优化,增强机器学习模型的拟合能力。PyTorch可以利用GPU资源对数据进行快速学习,灵活地利用多种优化算法对不同体系的结构搭建合适的模型,并将模型保存以供后续研究。我们在人工智能计算及数据应用服务平台上对软件进行测试与优化,解决了一些在测试中发现的问题,对不同的体系结构的结构势能拟合效果进行了分析,提升软件对不同体系的结构势能拟合能力。 ",KYXH201902007
近十年来国外史学理论发展趋势的可视化分析——以“History and Theory”杂志为例,李友东1:08917516|李斌2:26827420,7,citespace History and theory; 信息可视化; 国外史学理论; 趋势; 前沿;,"Historyand Theory是国外一本著名的史学理论期刊,近年来,该刊的学术影响力日益提高。通过使用信息可视化软件Citespace,对该期刊近十年(2008–2018)年的发稿情况进行分析,可以直观地展示近年国外史学理论的研究进展,发展趋势,前沿与热点分析,从而有助于对国外史学理论进展的评价和借鉴。 ",KYXH201902008
以青海为代表的全国新生儿出生缺陷研究综述,"赵得雄1:08221995|尚秋明2:42285134|栾海晶3,4:43032641|代闯闯3,4:39094322|李瑞琳3,4:35049894|何小雨3,4:39094313|韩鑫胤3,4:42285135|祝海栋3,4:39094318|何志鹏3,4:40816174|牛北方3,4:20844944|迟学斌3,4:10348221|陆忠华3,4:09559436",11,出生缺陷; 出生缺陷率; 环境因素; 遗传因素; 新生儿;,"[目的]分析我国新生儿出生缺陷的发生状况,探究影响新生儿出生缺陷的因素。[方法]采用了回顾性分析的研究方法,对我国主要省、直辖市、自治区的新生儿的出生缺陷率进行了统计分析。结果我国新生儿出生缺陷率在胎儿性别、地域、产妇年龄等方面有显著性差异:男性出生缺陷率高于女性出生缺陷率,农村出生缺陷率明显高于城市出生缺陷率,产妇年龄低于20岁以及高于35岁出现出生缺陷的概率明显高于其他年龄段。进一步研究发现,影响我国出生缺陷的主要因素有:妊娠期患病、孕妇年龄、孕期接触有害物质、分娩季度、孕期服用避孕药、孕期发热、异常生育史、家族遗传病、行为习惯等九大因素。[结论]孕产妇做好孕期保健,进行常规产前检查,保持良好的行为习惯,是降低出生缺陷率的有效举措。 ",KYXH201902009
美CRS分析美国信息技术领域关键科技政策问题,,2, ,"<正>2019年2月6日,美国国会研究服务局(CRS)发布《第116届国会面临的科技问题》报告,对包括信息技术在内的十大领域的科技政策问题进行了探讨。其中,针对信息技术,报告分析了网络安全、人工智能、宽带部署、5G技术、物联网、量子信息科学等领域相关问题。下文将摘要介绍。 ",KYXH201902010
区块链确保智能制造的数据安全与可追溯性,,1, ,"<正>2019年2月11日,美国国家标准与技术研究院(NIST)发布题为《抵御智能制造的数字威胁:基于区块链的产品数据可追溯性参考模型》的报告。报告共有四章:第一章介绍了智能制造所面临的潜在数字威胁,如产品数据泄露、被篡改等;第二章提出将区块 ",KYXH201902011
麻省理工科技评论:2019年“全球十大突破性技术”,,2, ,"<正>2019年2月27日,《麻省理工科技评论》公布2019年的""十大突破性技术"",包括:灵巧机器人、核能新浪潮、早产预测、肠道显微胶囊、定制癌症疫苗、人造肉汉堡、捕获二氧化碳、可穿戴心电仪、无下水道卫生间、流利对话的AI助手。下文将主要介绍其中的信息科技技术。 ",KYXH201902012
DOE联手英特尔打造美国首台E级超算机,,2, ,"<正>据美国能源部(DOE)官网2019年3月18日消息,DOE正联合英特尔公司打造美国第一台百亿亿次(E级)超级计算机,预计最早将于2021年在阿贡国家实验室正式投入使用,为诸多科学难题的解答提供更为强大的工具,极大推进科学研究的进展。该项目代号为""极光(Aurora)"",合同价值5亿美元。""极光""计算机除了能进行高性能计算外,还 ",KYXH201902013
NSF“利用数据革命(HDR):科学与工程数据密集型研究所-框架(I-DIRSE-FW)”项目指南,,1, ,"<正>2019年2月,美国国家科学基金会(NSF)发布""利用数据革命(HDR):科学与工程数据密集型研究所-框架(I-DIRSE-FW)""项目指南,作为概念化阶段科学和工程数据密集型研究框架(DIRSE)的一部分,旨在支持跨学科团队实现概念化和试点新模式的工作,以参与数据密集型科学和工程,并整合 ",KYXH201902014
一种基于层次分割和聚合的大数据流水线任务处理方法,"陈天乐1,2:42880114|蒲军1,2:38256107|朱小杰1:36932762|崔文娟1:33860904|冯伟华3:13850509|王锐3:38482525|杜一1:30875357|周园春1:09596132",9,大数据; 流水线; 批处理; 流处理;,"近年来,互联网各类型的数据不断增长,数据的应用场景也越来越广泛。如何将各种类型数据自动整合后接入不同的场景平台成为了各界关心的问题。业界通常采用流水线工具进行任务调度,然而大多数流水线工具都无法将任务分割为多个子任务并行执行。因此本文提出一种基于层次分割和聚合的大数据流水线任务处理方法:首先在分割模块中将流水线中的任务分割为多个子任务,然后在合并程序中等待各子任务全部完成,合并结果,最终获得整个任务的完成事件。实现了利用流处理框架处理有限数据集,扩展了流处理系统的使用场景,提升了流水线工具的代码重用性。实验表明,本文方法极大减少了数据库I/O次数,使得本文方法处理DBLP [1]数据的速率是Apache NiFi [2]传统处理方法的7倍多。 ",KYXH201901001
一种基于聚类的文章自动摘要方法及实现,"唐建权1,2:42880116|何洪波1:09638479|王闰强1:24516474",8,自动摘要; 聚类; AGNES; 簇的语义;,"本文提出一种基于聚类的自动摘要方法,该方法将文章中所有句子转换为句子向量,并且使用基于AGNES的算法对删除离群点后的句子向量进行聚类,形成多个句子向量个数不超过设定阈值的簇,删除句子向量个数极少的""无用""簇后,从每个簇中挑选出最能代表簇的语义的一个或者两个句子,根据每个句子到语义中心的距离等信息从小到大确定指定数量的几个句子作为关键句,拼接成文章摘要。通过在中国科普博览网站上随机挑选的500篇科普文章上进行实验,上述方法各项指标均优于基于图模型的TextRank算法以及基于统计的方法,证明了该方法的有效性和可用性。 ",KYXH201901002
相场方程指数时间差分法的能量稳定性分析,"尹吉宪1,2:42880118|张鉴1:24282823",11,相场模型; Allen-Cahn方程; Cahn-Hilliard方程; 耦合模型; 紧致指数时间差分法; 能量稳定性;,"相场模型已成为计算材料科学领域模拟和预测中尺度水平微观结构演化的一项通用性很强的计算方法。本文针对Allen-Cahn方程、Cahn-Hilliard方程以及它们的耦合模型,介绍了紧致指数时间差分的解法。这种解法相比于显格式、隐格式的求解方案,具备稳定、大时间步长的优势。同时,对于所介绍的紧致指数时间差分法,本文在严格的数学意义的基础上,证明了它们是符合完全离散的能量稳定性原则,并通过数值实验验证了紧致指数时间差分法的能量稳定性、误差以及时间收敛率。 ",KYXH201901003
一种轻量级分布式作业管理系统的设计与实现,"张裕1,2:39094321|牛北方1,2:40190887",7,分布式作业管理系统; 作业调度; 轻量级; 主从模式; Web监控;,"信息技术的迅猛发展使得单机服务器已很难满足企业和科研中多租户、多任务的计算需求,如何有效地组织和协调多机进行服务同时屏蔽底层实现细节、减少用户的学习和使用成本则是当前分布式系统研究的难点和重点。为了实现多机之间的分布式作业调度,减少运维和学习成本,本文设计与实现一种轻量级的分布式作业管理系统,理论与实践结果表明该系统能够有效地完成多机之间任务的调度和执行,具备良好的容错能力和可扩展性。 ",KYXH201901004
基于深度学习的ENSO预报方法研究,"何丹丹1,2:39093265|姜金荣1:09559268|郝卉群1:35139086|林鹏飞3:22355836",10,ENSO; SST; 特征工程; Sequence to Sequence; Attention机制;,"El Ni?o-Southern Oscillation(ENSO)作为全球年际尺度气候中最强的现象,对人们的生产生活造成了重大的影响,每年相关领域的研究人员都会对来年的ENSO作出预报。本文提出基于深度学习的ENSO预报方法,通过预测区域海平面温度(SST)来反映ENSO现象。本文分别对特征工程与模型设计两个方面进行了研究,最终确定了基于相关性的特征选择方法、利用Prophet构建特征以及基于Attention机制的Sequence to Sequence预报模型。最后,本文以NCEP数据集的Ni?o3.4区域数据为例,分别使用本文提出的模型与集合预报、数值预报的中间耦合模型(ICM)、Sequence to Sequence模型和长短时记忆(LSTM)网络进行对比,结果表明,本文提出的基于Attention机制的Sequenceto Sequence预报模型在长期预测中的均方根误差(RMSE)比其他方法下降了0.3到0.4,短期预测与其他方法相当,并且区域的RMSE分布稳定。 ",KYXH201901005
ABINIT高通量第一性原理计算和数据管理集成框架的研发,"周嘉欣1,2:40455076|杨小渝1,2:30328886|王宗国1:32467409|赵旭山1,2:36283158",11,第一性原理计算; 高通量材料计算; 材料性质计算; ABINIT软件集成; Handle标识;,"构建集成的高通量材料集成计算平台和材料数据库已成为加快新材料研发的重要基础性工作,高通量材料计算平台Mat Cloud提供了一个集成的材料自动流程计算框架,软件ABINIT被广泛应用于第一性原理计算研究中。本文基于Mat Cloud平台研发了ABINIT软件的集成框架,实现了应用ABINIT软件开展结构优化和能量计算的自动计算流程。本文还基于Mat Cloud平台开发了能够进行数据知识产权保护的Handle标识。以AlxZr1-x合金为例,对其二元能量相图进行了计算,取得了与实验相吻合的结果。 ",KYXH201901006
图结构特征挖掘在预测交易风险中的应用,"曹俊辉1,2:42880120|吴开超1:10348251|刘莹2:34166717|魏千程1:42880122",7,图; 结构特征挖掘; 分类模型; 风险预测;,"交易风险预测是近年来电子商务和互联网金融领域关心的一个话题。传统的风控方法是基于具体规则来制定的,不能满足大数据时代应用的需要。比较流行的方法是先基于统计的特征挖掘,再基于特征进行模型训练,这也是比较传统的机器学习方法的工作模式。本文将改变传统的人工设计数据特征维度的方法,从图结构中自动地挖掘出特征,再结合最新机器学习Light GBM框架中的分类模型,进行用户交易风险分析。比传统的利用黑名单控制、基于统计特征分析的方式效果更好。同时,结合图的结构特征挖掘的方式在标签样本稀疏的情况下,效果也比传统方式更好。 ",KYXH201901007
SCE大数据平台接入的研究与实现,"韩伊梦1,2:42880123|王小宁1:24594154|肖海力1:17692223|迟学斌1:10348221",8,SCE; YARN; 大数据平台; 多样化资源;,"SCE是中国科学院计算机网络信息中心自主研发的用于聚合各超算中心、高校、研究所高性能计算机资源的科学计算中间件。大数据技术近年来飞速发展,SCE的用户在海量数据处理与大数据计算上的需求日益提升。为了解决这个问题,我们希望可以实验性的将大数据平台与SCE实现对接,为用户提供大数据平台服务。本文利用自建的Hadoop平台为例,并编写程序实现了将其接入SCE中。实验证明,可以通过SCE向Hadoop平台进行提交、查询等一系列操作,正常的将Hadoop平台接入。 ",KYXH201901008
鄱阳湖越冬白鹤空间分布格局,廖宝雄:36271470|刘观华:11655185,5,鄱阳湖; 白鹤; 空间分布; 空间自相关性; 聚类特征;,"为了解越冬白鹤在鄱阳湖的分布状况,对比分析2014年12月18日和2016年12月18日鄱阳湖越冬水鸟同步监测中白鹤(Grus leucogeranus)的记录:2014年总数量为3872只,2016年为984只;2016年白鹤较2014年空间上分布更广、种群规模更小;对白鹤数量进行空间自相关性Moran’sI指数测算,2014年呈现集中分布,2016年呈现为随机分布;对白鹤数量进行高/低聚类分析(Getis-Ord General G),2014年呈现较强的高聚类,2016年呈现随机模式。 ",KYXH201901009
一种分布式爬虫系统的设计与应用,"周逸1,2:42880125|李新1:11712256|陈远平1:09596096",9,scrapy-redis; 分布式爬虫; 文献计量学; 学科发展态势; Django;,"文献计量学是一种把握学科发展态势的定量分析方法。传统基于文献计量学的研究步骤需手动操作且流程繁琐,针对这一问题,设计并实现了一种基于scrapy-redis分布式爬虫的学科发展态势分析系统。该系统包含了1.负责爬取并解析web of science文献数据的数据预处理层。解决了由于网速不稳定造成的爬虫丢失网页问题,保障数据完整性。设计了一种动态计算参考文献所属学科分布情况的算法2.基于Django搭建的结果展示层,通过web服务向用户展示学科态势分析结果。用户只需输入初始待爬取页面的URL即可通过web服务获得学科态势分析结果。该系统为文献计量学提供了一种更便捷、更快速、扩展性高的分析手段。 ",KYXH201901010
基于深度学习的高分遥感影像乡镇建筑物识别方法,"王利忠1,2:42880127|张宏海1:17692224|仲波3:33240477|牛铁1:10642439",8,卫星图像; 乡镇建筑物; Faster-RCNN; 区域推荐网络; Tensor Flow;,"目的随着遥感卫星技术的进步,卫星图像的空间分辨率、时间分辨率及光谱分辨率越来越高,所包含的信息越来越丰富。乡镇建筑物的识别可以利用高分辨率遥感影像进行提取,可以有效地分析农村的人口密度和用地分配,从而为农村发展规划提供重要参考。方法根据乡镇建筑物的特点将建筑物分成对应的几类进行标注,然后将样本送入已经搭建好的基于Tensor Flow平台的FasterRCNN模型进行训练,利用CNN提取特征,通过构建区域推荐网络(RPN)提取可能的建筑物区域,利用检测网络对目标区域进行判别和分类。结果最终模型的识别准确率达到93.06%,具有较好的鲁棒性和泛化性。结论本文提出的乡镇建筑物提取框架,建立了乡镇区域的建筑物样本库,有效地避免了图像分类的局限性,同时提高了乡镇建筑物识别的精度。 ",KYXH201901011
欧盟发布5G发展报告,,1, ,"<正>2019年1月,在布鲁塞尔举行的欧洲5G年度会议上,欧盟委员会5G观察发布最新的季度报告。结果显示,欧洲运营商正与其他世界领先地区展开正面交锋,为今年5G的商业化发布做准备。欧洲正在引领全球5G试点活动,在23个成员国进行了139次试验,发掘新的5G商机。欧洲的准备工作日趋完善,首批5G网络已准备 ",KYXH201901012
开放获取数据重用质量保证快速发表,,1, ,"<正>《中国科学数据(中英文网络版)》http://www.csdata.org CN11-6035/N,ISSN 2096-2223多领域科学数据论文的中英文全线上学术出版与开放获取期刊,致力于推动科学数据的开放共享与规范引用,促进科学数据的可发现(FINDABLE)、可访问(ACCESSIBLE)、可理解(INTELLIGEBLE)、可重用(REUSABLE)。主办:中国科学院计算机网络信息中心合办:ICSU CODATA中国全国委员会数据论文(Data Paper) ",KYXH201901013
基于残差神经网络的充血性心力衰竭识别方法,王露笛:34874565|周晓光:06420632,7,心力衰竭; 深度残差网络; 自动检测;,"充血性心力衰竭是一种常见的致命性临床综合症,本文针对心力衰竭自动检测提出一种基于长短时记忆网络和深度残差神经网络相结合的深度学习网络架构。基于无偏见测试方法,本文提出的方法在权威开放式连续心率数据库PhysioNet上的准确度为99.67%(数据长度为500),98.84%(数据长度为1000)及96.63%(数据长度为2000),这说明该网络模型能够很好地对连续心率的高维特征进行提取,提高分类模型准确度。本文提出的端到端检测模型能够帮助临床医生通过对短期心率的评估来检测心力衰竭,具有十分重要的临床价值和社会意义。 ",KYXH201806001
基于3D异面投影融合技术的海岛独立可再生能源系统科普展项设计,徐超:25179209|李靖君:41068727|向银花:09587433|王振鹏:33734852|吝红军:17681833|王坤林:17681831,6,3D异面投影融合技术; 科普展项设计; 深度感知设计;,"近年来,新兴传播和展示技术,如虚拟现实VR技术等也逐渐在科学普及领域发挥作用。3D异面投影是一种由2D投影向3D投影过渡的一种投影手段,它属于增强现实投影领域,是直接向真实物体表面进行投影,通过技术对图像进行处理,使得投影影像与真实物体表面严格贴合,达到肉眼无法分辨出是真实物体具有的图像还是被投影的光影。本文将以3D异面投影融合技术成功引入海岛独立可再生能源系统科普展项的设计为例,创新了基于离线渲染的3D异面投影表达方式,通过对系统进行架构凝练,采用动画模拟再现海岛独立可再生能源系统,形成3D异面投影系统中的虚拟场景,随着参与者堆砌或摊平沙池沙子,虚拟场景产生变换,依据高程不同,完成海岛、海水,以及海岛上各能源系统的耦合画面的变换,富有极强参与性、趣味性,为信息化支撑下的科研和科普融合设计实现提供参考。 ",KYXH201806002
车载激光雷达的主要技术分支及发展趋势,余莹洁:41068728,9,车载激光雷达; 技术分支; 专利;,"车载激光雷达系统被喻为自动驾驶车辆的""眼睛"",是实现自动驾驶车辆环境感知的关键传感器。本文对近年来车载激光雷达的主要技术分支进行了梳理,并对各技术分支下具有代表性的专利申请技术方案进行介绍,最后对车载激光雷达技术的发展趋势进行了总结。 ",KYXH201806003
科学数据引用国家标准研制与推广,朱艳华:28697525|胡良霖:10348228|孔丽华:29760684|高瑜蔚:40858355|陈希:41068729,6,科学数据; 数据引用; 国家标准; 研制推广;,"2017年12月,《科学数据引用》国家标准(标准号为GB/T 35294-2017)正式发布,该标准规定了科学数据引用元素描述方法、引用元素详细说明、引用格式等方面的内容,适用于科学数据传播机构、数据使用者等。该标准的发布标志着科学数据可以像学术论文一样被研究者引用,在一定程度上促进数据拥有者开放共享其数据。自标准发布以后,一些科学数据发布平台和科研项目开始使用标准规定的元素和引用格式。 ",KYXH201806004
网络环境下科研人员继续教育内容研究——以中国科学院继续教育网资源为例,"赵以霞1,2,3:15732218|金昆4:38355492|金瑛2,3:31152760",8,科研人员; 继续教育; 知识服务; 微课MOOC;,"在知识更新的时代,如何给具备知识产生者角色的科研人员更新知识?这看似是个悖论,但科技创新离不开科研人员的发展,如何给科研人员提供有效的继续教育内容,成为当前的难题。本研究采用问卷调查、访谈、网络数据对比分析、案例分析的方法、以近3年的实践研究,介绍中国科学院建设继续教育资源的理念、模式、方法。提出面向科研人员的继续教育内容建设的情境化设计原则、继续教育内容分类体系、资源呈现模式。 ",KYXH201806005
科学数据出版内容与案例分析,"孔丽华1,2,3:41068732|邵明玥4:41068733",8,数据出版; 数据论文; 数据期刊;,"本文以近年来迅速发展的数据期刊为研究对象,通过统计和分析国内外代表性数据期刊的发文量、学科分部、引证指标、稿源机构分部等,试图分析和探讨数据出版内容的分布及趋势。以期对数据期刊的出版情况进行了解,希望对我国在数据出版及数据共享方面的相关工作起到一定参考作用。 ",KYXH201806006
信息传播技术在科技论文中的应用——图文摘要、视频摘要及播客的制作,"习妍1,2:41070396|孔丽华1,2:29760684|郎杨琴1:29760683|张庆飞1,2:41070397",9,图文摘要; 视频摘要; 播客; 期刊出版; 多媒体; 创新;,"图文摘要、视频摘要及播客是在当前信息技术和网络出版蓬勃发展阶段,各大国外科技期刊及出版集团顺应时代发展而开始尝试的新型知识传播方式,目前仅在少数国内期刊中被部分采用。通过研究图文摘要、视频摘要及播客在国外科技期刊中的应用及创新情况,本文分析了三者的特点、类别,总结了制作要领,提供了较为具体的制作规程案例,可为作者投稿相关国内外期刊提供帮助,为国内科技期刊开展多媒体出版实践提供可借鉴经验。 ",KYXH201806007
态势感知技术及其在科研管理中的应用研究,魏鑫:41068734|汪洋:30911775,11,态势感知; 科研管理态势感知; 科研管理;,"态势感知最早于20世纪80年代提出,首先应用于军方战场和网络空间。随着网络与信息技术的发展,其应用范围逐渐扩大,重要性日益凸显。本文首先对态势感知的概念进行简要介绍,在此基础上阐述其在军事及网络空间领域的应用,包括研究框架、研究模型、应用实例等。最后给出态势感知在科研管理领域的应用实践,提出科研管理态势感知的概念,并简要介绍科研管理态势感知的研究与应用情况。 ",KYXH201806008
机构信息化评估与评价的研究,刘晓东:31651550,9,科研信息化; 评估; 指标; 体系; 评价; 方法;,"机构信息化水平评价评测,通过建立信息化的指标体系,并通过指标体系的各项内容的建设情况进行量化的手段,评估评价该机构的信息化水平,并通过统一建立信息化的指标体系评估评价的量化结果衡量具体机构整体或者某一项具体指标的相对水平。 ",KYXH201806009
基于DCOS与AMP监控运维企业私有云平台研究应用,彭康华:26090041|姚江梅:22439255|翁建敏:41068735,7,私有云; 自动化运维; 软件开发; DCOS; AMP;,"云计算时代的到来使得企业投入的硬件大幅度减少,同时实现随时随地办公,提高员工的工作效率,对于管理人员,也可实时对企业情况监控,掌握企业的总体情况,云平台的实施可以满足利益干系人的需求。以企业的经济及社会效益考虑,本文研究了DCOS (Data Center Operating System,数据中心操作系统)与AMP (Automatic Maintenance Platform)监控运维的企业私有云平台建设,以企业系统规划法(BSP)为前提,对企业的云数据中心和监控运维系统实施规划和设计。实际证明,BSP方法对本文建设的私有云平台规划时是行之有效的,进行功能描述、总体设计思路、数据库设计、流程逻辑设计后,完成了企业私有云平台DCOS及AMP监控运维各个功能模块的构建。通过平台的实施、测试与试运行,大大提高了企业工作效率和水平。 ",KYXH201806010
2017年度中国科学院超级计算发展指数发布,顾蓓蓓:25052617,10, ,"<正>2018年10月26日,在西安举办的中国科学院计算机网络信息中心2018年用户大会暨技术交流大会上,中国科学院计算机网络信息中心信息化发展战略与评估中心发布了2017年度中国科学院超级计算发展指数(CAS SCDI),该指数的评价指标数据基于自主开发的""CAS SCDI数据收集系统""Web在线收集,院超级计算环境用户群体中共计93个课题组提交了超级计算应用成果。 ",KYXH201806011
Gartner公布2019年十大战略技术趋势,,2, ,"<正>2018年10月15日,Gartner公司公布了2019年十大战略技术趋势,并指出,区块链、量子计算、增强分析和人工智能(AI)等技术将推动产生颠覆性的新型商业模式。具体如下:(1)自动化事物机器人、无人机和自动汽车等自主设备,将使用AI来自动执行以前由人类执行的功能。它们的自 ",KYXH201806012
Gartner发布物联网技术十大战略和趋势,,2, ,"<正>2018年11月,Gartner的分析师们在Gartner Symposium/ITxpo 2018大会上讨论了首席信息官(CIO)如何引领企业以发现物联网机遇,并确保物联网项目取得成功。Gartner列出了10个最具战略意义的物联网技术和趋势,除了带来新的体验和关系外,它们还将带来新的收入流和业务模式:第一个趋势:人工智能Gartner预测,2019年使用的联网物件将多达 ",KYXH201806013
第六届金融与计算论坛(FCF2019)征文通知,,1, ,"<正>在互联网和人工智能的新时代背景下,金融计量方法与计算技术(包括软件与硬件)的有效结合,为处理金融大数据、研究和发现金融现象的数量规律提供了强有力的工具。好的理论方法与工具,渴望更有效地解决实际应用问题,由此催生了金融与计算的深度交叉和融合研究。未来金融创新和金融信息咨询业的发展,一 ",KYXH201806014
